Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ft_numl;rc_clacul;ft_numt;ft_k716;ft_k717;ft_k718;ft_k719;ft_k720ha;ft_k721ha;ft_k722;ft_k723;ft_k724;ft_k725;ft_k726;ft_venmernac;ft_venmerint;ft_prepara_suelo;ft_poda;ft_tutoreo;ft_despunte;ft_riego;ft_superf_regada_ha;ft_porc_surc;ft_porc_aspe;ft_porc_micr;ft_porc_gote;ft_porc_nebu;ft_porc_otro;ft_aferti;ft_forg;ft_cant1_fo;ft_umed1_fo;ft_cant2_fo;ft_umed2_fo;ft_cant3_fo;ft_umed3_fo;ft_fqui;ft_cantidad_npk_fq;ft_umed_npk_fq;ft_cantidad_nit_fq;ft_umed_nit_fq;ft_cantidad_fq;ft_umed_fq;ft_cantidad_pot_fq;ft_umed_pot_fq;ft_apliplagui;ft_porg;ft_cantidad_po;ft_umed_po;ft_pqui;ft_cantidad_her_pq;ft_umed_her_pq;ft_color_her_pq;ft_cantidad_ins_pq;ft_umed_ins_pq;ft_color_ins_pq;ft_cantidad_fun_pq;ft_umed_fun_pq;ft_color_fun_pq;ft_cantidad_pq;ft_umed_pq;ft_color_pq;ft_trabocacont;ft_trabfami;ft_clacu;ft_full_tabaco;ft_tabaco;ft_bonche;ft_bouquet;ft_tn;fact_exp_fin
05015801123530023;COTOPAXI;01;12353;0023;4;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;9;25;12;,19;,19;42000;126000;BONCHE;2520;25;50;50;1;2;1;1;SI;,19; ; ; ;100; ; ;SI;SI;14;QUINTAL; ; ;3;LITRO;SI; ; ;1,5;LITRO; ; ;,5;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1,5;LIBRA;AMARILLO;1,5;KILOGRAMO;AZUL; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;2520; ;TOTAL NACIONAL;74,3557881562988
05015801123530023;COTOPAXI;01;12353;0023;5;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;1;25;3;,2;,2;80000;240000;BONCHE;4800;25;50;50;1;2;1;1;SI;,2; ; ; ;100; ; ;SI;SI;16;QUINTAL; ; ;3,5;LITRO;SI; ; ;1,5;LITRO; ; ;,5;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1,5;LIBRA;AMARILLO;1,5;KILOGRAMO;AZUL; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;4800; ;TOTAL NACIONAL;56,9512696011298
05015801123530023;COTOPAXI;01;12353;0023;6;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;3;25;6;,2;,2;80000;240000;BONCHE;4800;25;50;50;1;2;1;1;SI;,2; ; ; ;100; ; ;SI;SI;16;QUINTAL; ; ;3,5;LITRO;SI; ; ;1,5;LITRO; ; ;,5;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1,5;LIBRA;AMARILLO;1,5;KILOGRAMO;AZUL; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;4800; ;TOTAL NACIONAL;56,9512696011298
05015801123530023;COTOPAXI;01;12353;0023;7;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;6;25;9;,2;,2;80000;240000;BONCHE;4800;25;50;50;1;2;1;1;SI;,2; ; ; ;100; ; ;SI;SI;16;QUINTAL; ; ;3,5;LITRO;SI; ; ;1,5;LITRO; ; ;,5;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1,5;LIBRA;AMARILLO;1,5;KILOGRAMO;AZUL; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;4800; ;TOTAL NACIONAL;56,9512696011298
05015801123530023;COTOPAXI;01;12353;0023;8;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;9;25;12;,2;,2;80000;240000;BONCHE;4800;25;50;50;1;2;1;1;SI;,2; ; ; ;100; ; ;SI;SI;16;QUINTAL; ; ;3,5;LITRO;SI; ; ;1,5;LITRO; ; ;,5;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1,5;LIBRA;AMARILLO;1,5;KILOGRAMO;AZUL; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;4800; ;TOTAL NACIONAL;56,9512696011298
05015001148590003;COTOPAXI;01;14859;0003;1;GIRASOLES;2;CAMPO ABIERTO;7;25;8;,04;,04;300;300;BOUQUET;60;5;100; ;1;2;2;2;SI;,04; ;100; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,01;LITRO;AMARILLO; ; ; ; ; ; ; ; ;GIRASOL; ; ; ;60;TOTAL NACIONAL;32,4072793513072
05015001148590003;COTOPAXI;01;14859;0003;2;GIRASOLES;2;CAMPO ABIERTO;10;25;11;,04;,04;300;300;BOUQUET;60;5;100; ;1;2;2;2;SI;,04; ;100; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,01;LITRO;AMARILLO; ; ; ; ; ; ; ; ;GIRASOL; ; ; ;60;TOTAL NACIONAL;32,4072793513072
05015803003840025;COTOPAXI;03;00384;0025;1;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;1;25;3;,12;,12;250000;200000;BOUQUET;20000;10;60;40;1;1;1;1;SI;,12; ; ; ;100; ; ;SI;SI;25;QUINTAL; ; ; ; ;SI; ; ;12;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;,75;LITRO;ROJO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ; ;20000;TOTAL NACIONAL;255,712816214595
05015803003840025;COTOPAXI;03;00384;0025;2;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;4;25;6;,12;,12;250000;200000;BOUQUET;20000;10;60;40;1;1;1;1;SI;,12; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;12;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;,75;LITRO;ROJO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ; ;20000;TOTAL NACIONAL;255,712816214595
05015803003840025;COTOPAXI;03;00384;0025;3;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;7;25;9;,12;,12;250000;200000;BOUQUET;20000;10;60;40;1;1;1;1;SI;,12; ; ; ;100; ; ;SI;SI;25;QUINTAL; ; ; ; ;SI; ; ;12;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;,75;LITRO;ROJO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ; ;20000;TOTAL NACIONAL;255,712816214595
05015803003840025;COTOPAXI;03;00384;0025;4;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;10;25;12;,12;,12;250000;200000;BOUQUET;20000;10;60;40;1;1;1;1;SI;,12; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;12;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;,75;LITRO;ROJO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ; ;20000;TOTAL NACIONAL;255,712816214595
05015803003840025;COTOPAXI;03;00384;0025;5;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;1;25;3;,17;,17;280000;196000;BOUQUET;19600;10;70;30;1;1;1;1;SI;,17; ; ; ;100; ; ;SI;SI;40;QUINTAL; ; ; ; ;SI; ; ;18;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;ROJO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ; ;19600;TOTAL NACIONAL;128,870863876138
05015803003840025;COTOPAXI;03;00384;0025;6;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;4;25;6;,17;,17;280000;196000;BOUQUET;19600;10;70;30;1;1;1;1;SI;,17; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;18;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;ROJO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ; ;19600;TOTAL NACIONAL;128,870863876138
05015803003840025;COTOPAXI;03;00384;0025;7;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;7;25;9;,17;,17;280000;196000;BOUQUET;19600;10;70;30;1;1;1;1;SI;,17; ; ; ;100; ; ;SI;SI;40;QUINTAL; ; ; ; ;SI; ; ;18;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;ROJO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ; ;19600;TOTAL NACIONAL;128,870863876138
05015803003840025;COTOPAXI;03;00384;0025;8;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;10;25;12;,17;,17;280000;196000;BOUQUET;19600;10;70;30;1;1;1;1;SI;,17; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;18;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;ROJO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ; ;19600;TOTAL NACIONAL;128,870863876138
05015803003840074;COTOPAXI;03;00384;0074;1;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;2;25;4;,11;,11;200000;120000;BONCHE;12000;10;70;30;1;1;1;1;SI;,11; ; ; ;100; ; ;SI;SI;10;QUINTAL; ; ; ; ;SI; ; ;15;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;3;LITRO;AMARILLO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;12000; ;TOTAL NACIONAL;210,679248369614
05015803003840074;COTOPAXI;03;00384;0074;2;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;5;25;7;,11;,11;200000;120000;BONCHE;12000;10;70;30;1;1;1;1;SI;,11; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;15;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;3;LITRO;AMARILLO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;12000; ;TOTAL NACIONAL;210,679248369614
05015803003840074;COTOPAXI;03;00384;0074;3;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;8;25;10;,11;,11;200000;120000;BONCHE;12000;10;70;30;1;1;1;1;SI;,11; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;15;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;3;LITRO;AMARILLO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;12000; ;TOTAL NACIONAL;210,679248369614
05015803003840074;COTOPAXI;03;00384;0074;4;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;3;25;6;,06;,06;120000;72000;BONCHE;7200;10;70;30;1;1;1;1;SI;,06; ; ; ;100; ; ;SI;SI;5;QUINTAL; ; ; ; ;SI; ; ;8;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;AMARILLO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;7200; ;TOTAL NACIONAL;260,470263958122
05015803003840074;COTOPAXI;03;00384;0074;5;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;7;25;9;,06;,06;120000;72000;BONCHE;7200;10;70;30;1;1;1;1;SI;,06; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;8;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;AMARILLO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;7200; ;TOTAL NACIONAL;260,470263958122
05015803003840074;COTOPAXI;03;00384;0074;6;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;10;25;12;,06;,06;120000;72000;BONCHE;7200;10;70;30;1;1;1;1;SI;,06; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;8;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;AMARILLO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;7200; ;TOTAL NACIONAL;260,470263958122
05015803003840089;COTOPAXI;03;00384;0089;1;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;1;25;3;,1;,1;230000;161000;BONCHE;16100;10;20;80;1;1;1;1;SI;,1; ; ; ;100; ; ;SI;SI;10;QUINTAL; ; ; ; ;SI; ; ;24;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;AMARILLO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;16100; ;TOTAL NACIONAL;208,376211166498
05015803003840089;COTOPAXI;03;00384;0089;2;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;4;25;6;,1;,1;230000;161000;BONCHE;16100;10;20;80;1;1;1;1;SI;,1; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;24;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;AMARILLO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;16100; ;TOTAL NACIONAL;208,376211166498
05015803003840089;COTOPAXI;03;00384;0089;3;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;7;25;9;,1;,1;230000;161000;BONCHE;16100;10;20;80;1;1;1;1;SI;,1; ; ; ;100; ; ;SI;SI;10;QUINTAL; ; ; ; ;SI; ; ;20;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;AMARILLO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;16100; ;TOTAL NACIONAL;208,376211166498
05015803003840089;COTOPAXI;03;00384;0089;4;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;10;25;12;,1;,1;230000;161000;BONCHE;16100;10;20;80;1;1;1;1;SI;,1; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;20;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;AMARILLO; ; ; ; ;1;OTRAS FLORES TRANSITORIAS; ; ;16100; ;TOTAL NACIONAL;208,376211166498
05015803003840105;COTOPAXI;03;00384;0105;1;OTRAS FLORES TRANSITORIAS;3;BAJO INVERNADERO;1;25;3;,15;,15;126000;75600;BONCHE;7560;10;25;75;1;1;1;1;SI;,15; ; ; ;100; ; ;SI;SI;15;QUINTAL; ; ; ; ;SI; ; ;12;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1,5;LITRO;AMARILLO; ; ; ; ;2;OTRAS FLORES TRANSITORIAS; ; ;7560; ;TOTAL NACIONAL;101,333636937133
05015803003840105;COTOPAXI;03;00384;0105;2;OTRAS FLORES TRANSITORIAS;3;BAJO INVERNADERO;4;25;6;,15;,15;126000;75600;BONCHE;7560;10;25;75;1;1;1;1;SI;,15; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;12;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1,5;LITRO;AMARILLO; ; ; ; ;2;OTRAS FLORES TRANSITORIAS; ; ;7560; ;TOTAL NACIONAL;101,333636937133
05015803003840105;COTOPAXI;03;00384;0105;3;OTRAS FLORES TRANSITORIAS;3;BAJO INVERNADERO;7;25;9;,15;,15;126000;75600;BONCHE;7560;10;25;75;1;1;1;1;SI;,15; ; ; ;100; ; ;SI;SI;15;QUINTAL; ; ; ; ;SI; ; ;15;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;AMARILLO; ; ; ; ;2;OTRAS FLORES TRANSITORIAS; ; ;7560; ;TOTAL NACIONAL;101,333636937133
05015803003840105;COTOPAXI;03;00384;0105;4;OTRAS FLORES TRANSITORIAS;3;BAJO INVERNADERO;10;25;12;,15;,15;126000;75600;BONCHE;7560;10;25;75;1;1;1;1;SI;,15; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;15;LITRO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;AMARILLO; ; ; ; ;2;OTRAS FLORES TRANSITORIAS; ; ;7560; ;TOTAL NACIONAL;101,333636937133
05016163000993629;COTOPAXI;63;00099;3629;1;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;1;25;3;1;1;2800;20800;BOUQUET;1681;12;100; ;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI; ; ;50;QUINTAL;80;LITRO;SI; ; ;45;QUINTAL; ; ;3,5;QUINTAL;SI;NO; ; ;SI; ; ; ;20;LITRO;AZUL;12;LITRO;AZUL; ; ; ;0; ;OTRAS FLORES TRANSITORIAS; ; ; ;1681;TOTAL NACIONAL;1
05016163000993629;COTOPAXI;63;00099;3629;2;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;4;25;6;1;1;2800;20800;BOUQUET;1681;12;100; ;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI; ; ;50;QUINTAL;80;LITRO;SI; ; ;45;QUINTAL; ; ;3,5;QUINTAL;SI;NO; ; ;SI; ; ; ;20;LITRO;AZUL;12;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;1681;TOTAL NACIONAL;1
05016163000993629;COTOPAXI;63;00099;3629;3;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;7;25;9;1;1;2800;20800;BOUQUET;1681;12;100; ;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI; ; ;50;QUINTAL;80;LITRO;SI; ; ;45;QUINTAL; ; ;3,5;QUINTAL;SI;NO; ; ;SI; ; ; ;20;LITRO;AZUL;12;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;1681;TOTAL NACIONAL;1
05016163000993629;COTOPAXI;63;00099;3629;4;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;10;25;12;1;1;2800;20800;BOUQUET;1681;12;100; ;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI; ; ;50;QUINTAL;80;LITRO;SI; ; ;45;QUINTAL; ; ;3,5;QUINTAL;SI;NO; ; ;SI; ; ; ;20;LITRO;AZUL;12;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;1681;TOTAL NACIONAL;1
05015663000993678;COTOPAXI;63;00099;3678;1;DELPHINIUM  (LACKPUR);2;BAJO INVERNADERO;1;25;12;,7;,7;62000;792000;BOUQUET;59400;10; ;100;1;1;1;2;SI;,7; ; ; ;100; ; ;SI;SI; ; ;135023;KILOGRAMO; ; ;SI; ; ;49200;KILOGRAMO;2712;KILOGRAMO;20016;KILOGRAMO;SI;NO; ; ;SI; ; ; ;424,8;LITRO;VERDE;1416;KILOGRAMO;VERDE;176,1;LITRO;VERDE; ; ;DELPHINIUM  (LACKPUR); ; ; ;59400;TOTAL NACIONAL;1
10065001048130001;IMBABURA;01;04813;0001;1;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;2;25;4;,75;,75;70000;1500000;FULL TABACO;4285;350;2;98;1;1;1;1;SI;,75; ; ; ;100; ; ;SI;SI;6600;KILOGRAMO; ; ; ; ;SI; ; ;170;KILOGRAMO;468;KILOGRAMO;225;KILOGRAMO;SI;NO; ; ;SI;50,85;KILOGRAMO;AMARILLO;25,42;KILOGRAMO;AMARILLO;50,85;KILOGRAMO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS;4285; ; ; ;TOTAL NACIONAL;52,0651072383431
10065001048130001;IMBABURA;01;04813;0001;2;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;6;25;8;,75;,75;70000;1500000;FULL TABACO;4285;350;2;98;1;1;1;1;SI;,75; ; ; ;100; ; ;SI;SI;6600;KILOGRAMO; ; ; ; ;SI; ; ;170;KILOGRAMO;468;KILOGRAMO;225;KILOGRAMO;SI;NO; ; ;SI;50,85;KILOGRAMO;AMARILLO;25,42;KILOGRAMO;AMARILLO;50,85;KILOGRAMO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS;4285; ; ; ;TOTAL NACIONAL;52,0651072383431
10065001048130001;IMBABURA;01;04813;0001;3;OTRAS FLORES TRANSITORIAS;1;BAJO INVERNADERO;10;25;12;,75;,75;70000;1500000;FULL TABACO;4285;350;2;98;1;1;1;1;SI;,75; ; ; ;100; ; ;SI;SI;6600;KILOGRAMO; ; ; ; ;SI; ; ;170;KILOGRAMO;468;KILOGRAMO;225;KILOGRAMO;SI;NO; ; ;SI;50,85;KILOGRAMO;AMARILLO;25,42;KILOGRAMO;AMARILLO;50,85;KILOGRAMO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS;4285; ; ; ;TOTAL NACIONAL;52,0651072383431
10065001048130001;IMBABURA;01;04813;0001;4;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;1;25;3;1,8;1,8;168000;360000;FULL TABACO;1028;350;2;98;1;1;1;1;SI;1,8; ; ; ;100; ; ;SI;SI;15840;KILOGRAMO; ; ; ; ;SI; ; ;410;KILOGRAMO;1123;KILOGRAMO;540;KILOGRAMO;SI;NO; ; ;SI;121,99;KILOGRAMO;AMARILLO;60,99;KILOGRAMO;AMARILLO;121,99;KILOGRAMO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS;1028; ; ; ;TOTAL NACIONAL;64,3971979381593
10065001048130001;IMBABURA;01;04813;0001;5;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;9;25;11;1,8;1,8;168000;360000;FULL TABACO;1028;350;2;98;1;1;1;1;SI;1,8; ; ; ;100; ; ;SI;SI;15840;KILOGRAMO; ; ; ; ;SI; ; ;410;KILOGRAMO;1123;KILOGRAMO;540;KILOGRAMO;SI;NO; ; ;SI;121,99;KILOGRAMO;AMARILLO;60,99;KILOGRAMO;AMARILLO;121,99;KILOGRAMO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS;1028; ; ; ;TOTAL NACIONAL;64,3971979381593
10065001048130001;IMBABURA;01;04813;0001;6;OTRAS FLORES TRANSITORIAS;2;BAJO INVERNADERO;9;25;11;1,8;1,8;168000;360000;FULL TABACO;1028;350;2;98;1;1;1;1;SI;1,8; ; ; ;100; ; ;SI;SI;15840;KILOGRAMO; ; ; ; ;SI; ; ;410;KILOGRAMO;1123;KILOGRAMO;540;KILOGRAMO;SI;NO; ; ;SI;121,99;KILOGRAMO;AMARILLO;60,99;KILOGRAMO;AMARILLO;121,99;KILOGRAMO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS;1028; ; ; ;TOTAL NACIONAL;64,3971979381593
10065563000993786;IMBABURA;63;00099;3786;1;OTRAS FLORES TRANSITORIAS;3;BAJO INVERNADERO;1;25;6;2;2;70000;70000;BONCHE;6300;10; ;100;1;2;1;1;SI;2; ; ; ;100; ; ;SI;SI; ; ; ; ;1200;LITRO;SI;300;KILOGRAMO;1900;KILOGRAMO; ; ;600;KILOGRAMO;SI;SI;93;LITRO;SI; ; ; ;4,8;KILOGRAMO;AZUL;15,6;KILOGRAMO;AZUL;3;LITRO;AZUL; ; ;OTRAS FLORES TRANSITORIAS; ; ;6300; ;TOTAL NACIONAL;1
10065563000993786;IMBABURA;63;00099;3786;2;OTRAS FLORES TRANSITORIAS;3;BAJO INVERNADERO;6;25;12;2;2;70000;70000;BONCHE;6300;10; ;100;1;2;1;1;SI;2; ; ; ;100; ; ;SI;SI; ; ; ; ;1200;LITRO;SI;300;KILOGRAMO;1900;KILOGRAMO; ; ;600;KILOGRAMO;SI;SI;93;LITRO;SI; ; ; ;4,8;KILOGRAMO;AZUL;15,6;KILOGRAMO;AZUL;3;LITRO;AZUL; ; ;OTRAS FLORES TRANSITORIAS; ; ;6300; ;TOTAL NACIONAL;1
10065563000993786;IMBABURA;63;00099;3786;3;SCABIOSAS;4;CAMPO ABIERTO;1;25;12;,5;,5;25000;25000;BONCHE;2250;10; ;100;1;2;1;1;SI;,5; ; ; ;100; ; ;SI;SI; ; ; ; ;600;LITRO;SI;25;KILOGRAMO;950;KILOGRAMO; ; ;150;KILOGRAMO;SI;SI;9;LITRO;SI; ; ; ;4,8;KILOGRAMO;AZUL;15,6;LITRO;AZUL;3;LITRO;AZUL; ; ;SCABIOSA; ; ;2250; ;TOTAL NACIONAL;1
10035063000994234;IMBABURA;63;00099;4234;1;GIRASOLES;1;CAMPO ABIERTO;1;25;2;,6;,6;30000;30000;TABACO;135;200; ;100;1;2;1;2;SI;,6; ; ; ;100; ; ;SI;SI;4,32;TONELADA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;GIRASOL; ;135; ; ;TOTAL NACIONAL;1
10035063000994234;IMBABURA;63;00099;4234;2;GIRASOLES;1;CAMPO ABIERTO;3;25;4;,6;,6;30000;30000;TABACO;135;200; ;100;1;2;1;2;SI;,6; ; ; ;100; ; ;SI;SI;4,32;TONELADA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;GIRASOL; ;135; ; ;TOTAL NACIONAL;1
10035063000994234;IMBABURA;63;00099;4234;3;GIRASOLES;1;CAMPO ABIERTO;5;25;6;,6;,6;30000;30000;TABACO;135;200; ;100;1;2;1;2;SI;,6; ; ; ;100; ; ;SI;SI;4,32;TONELADA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;GIRASOL; ;135; ; ;TOTAL NACIONAL;1
10035063000994234;IMBABURA;63;00099;4234;4;GIRASOLES;1;CAMPO ABIERTO;7;25;8;,6;,6;30000;30000;TABACO;135;200;0;100;1;2;1;2;SI;,6; ; ; ;100; ; ;SI;SI;4,32;TONELADA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;GIRASOL; ;135; ; ;TOTAL NACIONAL;1
10035063000994234;IMBABURA;63;00099;4234;5;GIRASOLES;1;CAMPO ABIERTO;9;25;10;,6;,6;30000;30000;TABACO;135;200; ;100;1;2;1;2;SI;,6; ; ; ;100; ; ;SI;SI;4,32;TONELADA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;GIRASOL; ;135; ; ;TOTAL NACIONAL;1
10035063000994234;IMBABURA;63;00099;4234;6;GIRASOLES;1;CAMPO ABIERTO;11;25;12;,6;,6;30000;30000;TABACO;135;200; ;100;1;2;1;2;SI;,6; ; ; ;100; ; ;SI;SI;4,32;TONELADA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;GIRASOL; ;135; ; ;TOTAL NACIONAL;1
10035063000994234;IMBABURA;63;00099;4234;7;CRASPEDIAS;3;CAMPO ABIERTO;1;25;6;,33;,33;54000;260000;FULL TABACO;780;300; ;100;1;2;1;2;SI;,33; ; ; ;100; ; ;SI;SI;9,5;TONELADA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS;780; ; ; ;TOTAL NACIONAL;1
