Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ft_numl;rc_clacul;ft_numt;ft_k716;ft_k717;ft_k718;ft_k719;ft_k720ha;ft_k721ha;ft_k722;ft_k723;ft_k724;ft_k725;ft_k726;ft_venmernac;ft_venmerint;ft_prepara_suelo;ft_poda;ft_tutoreo;ft_despunte;ft_riego;ft_superf_regada_ha;ft_porc_surc;ft_porc_aspe;ft_porc_micr;ft_porc_gote;ft_porc_nebu;ft_porc_otro;ft_aferti;ft_forg;ft_cant1_fo;ft_umed1_fo;ft_cant2_fo;ft_umed2_fo;ft_cant3_fo;ft_umed3_fo;ft_fqui;ft_cantidad_npk_fq;ft_umed_npk_fq;ft_cantidad_nit_fq;ft_umed_nit_fq;ft_cantidad_fq;ft_umed_fq;ft_cantidad_pot_fq;ft_umed_pot_fq;ft_apliplagui;ft_porg;ft_cantidad_po;ft_umed_po;ft_pqui;ft_cantidad_her_pq;ft_umed_her_pq;ft_color_her_pq;ft_cantidad_ins_pq;ft_umed_ins_pq;ft_color_ins_pq;ft_cantidad_fun_pq;ft_umed_fun_pq;ft_color_fun_pq;ft_cantidad_pq;ft_umed_pq;ft_color_pq;ft_trabocacont;ft_trabfami;ft_clacu;ft_full_tabaco;ft_tabaco;ft_bonche;ft_bouquet;ft_tn;fact_exp_fin
17016363000993587;PICHINCHA;63;00099;3587;9;ASTER;3;CAMPO ABIERTO;9;25;12;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;10;OTRAS FLORES TRANSITORIAS;5;CAMPO ABIERTO;1;25;3;,77;,77;303709;303709;BOUQUET;288523;1; ;100;1;1;1;1;SI;,77; ; ; ;100; ; ;SI;SI; ; ;1689,58;KILOGRAMO; ; ;SI;6014,75;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;22,28;LITRO;VERDE;22,26;KILOGRAMO;VERDE;9,01;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;288523;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;11;OTRAS FLORES TRANSITORIAS;5;CAMPO ABIERTO;5;25;7;,77;,77;303709;303709;BOUQUET;288523;1; ;100;1;1;1;1;SI;,77; ; ; ;100; ; ;SI;SI; ; ;1689,58;KILOGRAMO; ; ;SI;6014,75;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;22,28;LITRO;VERDE;22,26;KILOGRAMO;VERDE;9,01;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;288523;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;12;OTRAS FLORES TRANSITORIAS;5;CAMPO ABIERTO;9;25;11;,77;,77;303709;303709;BOUQUET;288523;1; ;100;1;1;1;1;SI;,77; ; ; ;100; ; ;SI;SI; ; ;1689,58;KILOGRAMO; ; ;SI;6014,75;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;22,28;LITRO;VERDE;22,26;KILOGRAMO;VERDE;9,01;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;288523;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;13;ACHILLEA;11;CAMPO ABIERTO;1;25;3;,55;,55;278992;278992;BOUQUET;265042;1; ;100;1;1;1;1;SI;,55; ; ; ;100; ; ;SI;SI; ; ;1206,84;KILOGRAMO; ; ;SI;4296,25;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;15,91;LITRO;VERDE;15,9;KILOGRAMO;VERDE;6,43;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;265042;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;14;ACHILLEA;11;CAMPO ABIERTO;5;25;7;,55;,55;278992;278992;BOUQUET;265042;1; ;100;1;1;1;1;SI;,55; ; ; ;100; ; ;SI;SI; ; ;1206,84;KILOGRAMO; ; ;SI;4296,25;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;15,91;LITRO;VERDE;15,9;KILOGRAMO;VERDE;6,43;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;265042;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;15;ACHILLEA;11;CAMPO ABIERTO;9;25;11;,55;,55;278992;278992;BOUQUET;265042;1; ;100;1;1;1;1;SI;,55; ; ; ;100; ; ;SI;SI; ; ;1206,84;KILOGRAMO; ; ;SI;4296,25;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;15,91;LITRO;VERDE;15,9;KILOGRAMO;VERDE;6,43;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;265042;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;16;OTRAS FLORES TRANSITORIAS;14;CAMPO ABIERTO;1;25;3;,97;,97;399170;3193360;BOUQUET;1011230;3; ;100;1;1;1;1;SI;,97; ; ; ;100; ; ;SI;SI; ; ;2128,43;KILOGRAMO; ; ;SI;7577,02;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;28,07;LITRO;VERDE;28,05;KILOGRAMO;VERDE;11,35;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;1011230;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;17;OTRAS FLORES TRANSITORIAS;14;CAMPO ABIERTO;4;25;6;,97;,97;399170;3193360;BOUQUET;1011230;3; ;100;1;1;1;1;SI;,97; ; ; ;100; ; ;SI;SI; ; ;2128,43;KILOGRAMO; ; ;SI;7577,02;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;28,07;LITRO;VERDE;28,05;KILOGRAMO;VERDE;11,35;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;1011230;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;18;OTRAS FLORES TRANSITORIAS;14;CAMPO ABIERTO;7;25;9;,97;,97;399170;3193360;BOUQUET;1011230;3; ;100;1;1;1;1;SI;,97; ; ; ;100; ; ;SI;SI; ; ;2128,43;KILOGRAMO; ; ;SI;7577,02;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;28,07;LITRO;VERDE;28,05;KILOGRAMO;VERDE;11,35;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;1011230;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;19;OTRAS FLORES TRANSITORIAS;14;CAMPO ABIERTO;10;25;12;,97;,97;399170;3193360;BOUQUET;1011230;3; ;100;1;1;1;1;SI;,97; ; ; ;100; ; ;SI;SI; ; ;2128,43;KILOGRAMO; ; ;SI;7577,02;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;28,07;LITRO;VERDE;28,05;KILOGRAMO;VERDE;11,35;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;1011230;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;20;OTRAS FLORES TRANSITORIAS;15;CAMPO ABIERTO;1;25;4;,03;,03;3904;39040;BOUQUET;37088;1; ;100;1;1;1;1;SI;,03; ; ; ;100; ; ;SI;SI; ; ;65,83;KILOGRAMO; ; ;SI;234,34;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,86;LITRO;VERDE;,86;KILOGRAMO;VERDE;,35;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;37088;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;21;OTRAS FLORES TRANSITORIAS;15;CAMPO ABIERTO;5;25;8;,03;,03;3904;39040;BOUQUET;37088;1; ;100;1;1;1;1;SI;,03; ; ; ;100; ; ;SI;SI; ; ;65,83;KILOGRAMO; ; ;SI;234,34;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,86;LITRO;VERDE;,86;KILOGRAMO;VERDE;,35;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;37088;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;22;OTRAS FLORES TRANSITORIAS;15;CAMPO ABIERTO;9;25;12;,03;,03;3904;39040;BOUQUET;37088;1; ;100;1;1;1;1;SI;,03; ; ; ;100; ; ;SI;SI; ; ;65,83;KILOGRAMO; ; ;SI;234,34;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,86;LITRO;VERDE;,86;KILOGRAMO;VERDE;,35;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;37088;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;1;CRASPEDIAS;1;BAJO INVERNADERO;1;25;3;1,5;1,5;2000000;1500000;BONCHE;147000;10; ;100;1;1;1;1;SI;1,5; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;41,67;LITRO;SI; ; ;8121,67;KILOGRAMO;654,67;KILOGRAMO;8266,67;KILOGRAMO;SI;NO; ; ;SI;5;LITRO;AMARILLO;213333,33;LITRO;AMARILLO;213333,33;LITRO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ;147000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;7;CRASPEDIAS;1;BAJO INVERNADERO;4;25;7;1,5;1,5;2000000;1500000;BONCHE;147000;10; ;100;1;1;1;1;SI;1,5; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;41,67;LITRO;SI; ; ;8121,67;KILOGRAMO;654,67;KILOGRAMO;8266,67;KILOGRAMO;SI;NO; ; ;SI;5;LITRO;AMARILLO;213333,33;LITRO;AMARILLO;213333,33;LITRO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ;147000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;13;CRASPEDIAS;1;BAJO INVERNADERO;7;25;10;1,5;1,5;2000000;1500000;BONCHE;147000;10; ;100;1;1;1;1;SI;1,5; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;41,67;LITRO;SI; ; ;8121,67;KILOGRAMO;1964;KILOGRAMO;8266,67;KILOGRAMO;SI;NO; ; ;SI;5;LITRO;AMARILLO;43333,33;LITRO;AMARILLO;43333,33;LITRO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ;147000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;2;ASTER;2;BAJO INVERNADERO;1;25;3;1,5;1,5;2000000;1500000;BONCHE;147000;10; ;100;1;1;1;1;SI;1,5; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;41,67;LITRO;SI; ; ;8121,67;KILOGRAMO;654,67;KILOGRAMO;8266,67;KILOGRAMO;SI;NO; ; ;SI;5;LITRO;AMARILLO;213333,33;LITRO;AMARILLO;213333,33;LITRO;AMARILLO; ; ; ; ; ;ASTER; ; ;147000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;8;ASTER;2;BAJO INVERNADERO;4;25;7;1,5;1,5;2000000;1500000;BONCHE;147000;10; ;100;1;1;1;1;SI;1,5; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;41,67;LITRO;SI; ; ;8121,67;KILOGRAMO;654,67;KILOGRAMO;8266,67;KILOGRAMO;SI;NO; ; ;SI;5;LITRO;AMARILLO;213333,33;LITRO;AMARILLO;213333,33;LITRO;AMARILLO; ; ; ; ; ;ASTER; ; ;147000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;14;ASTER;2;BAJO INVERNADERO;7;25;10;1,5;1,5;2000000;1500000;BONCHE;147000;10; ;100;1;1;1;1;SI;1,5; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;41,67;LITRO;SI; ; ;8121,67;KILOGRAMO;1964;KILOGRAMO;8266,67;KILOGRAMO;SI;NO; ; ;SI;5;LITRO;AMARILLO;43333,33;LITRO;AMARILLO;43333,33;LITRO;AMARILLO; ; ; ; ; ;ASTER; ; ;147000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;3;OTRAS FLORES TRANSITORIAS;3;BAJO INVERNADERO;1;25;3;1;1;2000000;1500000;BONCHE;147000;10; ;100;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;41,67;LITRO;SI; ; ;8121,67;KILOGRAMO;654,67;KILOGRAMO;8266,67;KILOGRAMO;SI;NO; ; ;SI;5;LITRO;AMARILLO;213333,33;LITRO;AMARILLO;213333,33;LITRO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ;147000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;9;OTRAS FLORES TRANSITORIAS;3;BAJO INVERNADERO;4;25;7;1;1;2000000;1500000;BONCHE;147000;10; ;100;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;41,67;LITRO;SI; ; ;8121,67;KILOGRAMO;654,67;KILOGRAMO;8266,67;KILOGRAMO;SI;NO; ; ;SI;5;LITRO;AMARILLO;213333,33;LITRO;AMARILLO;213333,33;LITRO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ;147000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;15;OTRAS FLORES TRANSITORIAS;3;BAJO INVERNADERO;7;25;10;1;1;2000000;1500000;BONCHE;147000;10; ;100;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;41,67;LITRO;SI; ; ;8121,67;KILOGRAMO;1964;KILOGRAMO;8266,67;KILOGRAMO;SI;NO; ; ;SI;5;LITRO;AMARILLO;43333,33;LITRO;AMARILLO;213333,33;LITRO;AMARILLO; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ;147000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;4;SCABIOSAS;4;BAJO INVERNADERO;1;25;3;8;8;7500000;6000000;BONCHE;588000;10; ;100;1;1;1;1;SI;8; ; ; ;100; ; ;SI;SI; ; ;183,33;KILOGRAMO;125;LITRO;SI; ; ;21365,67;KILOGRAMO;1964;KILOGRAMO;6200;KILOGRAMO;SI;NO; ; ;SI;15;LITRO;AMARILLO;266666,67;LITRO;AMARILLO;266666,67;LITRO;AMARILLO; ; ; ; ; ;SCABIOSA; ; ;588000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;10;SCABIOSAS;4;BAJO INVERNADERO;4;25;7;8;8;7500000;6000000;BONCHE;588000;10; ;100;1;1;1;1;SI;8; ; ; ;100; ; ;SI;SI; ; ;183,33;KILOGRAMO;125;LITRO;SI; ; ;24365,67;KILOGRAMO;654,67;KILOGRAMO;6200;KILOGRAMO;SI;NO; ; ;SI;15;LITRO;AMARILLO;266666,67;LITRO;AMARILLO;266666,67;LITRO;AMARILLO; ; ; ; ; ;SCABIOSA; ; ;588000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;16;SCABIOSAS;4;BAJO INVERNADERO;7;25;10;8;8;7500000;6000000;BONCHE;588000;10; ;100;1;1;1;1;SI;8; ; ; ;100; ; ;SI;SI; ; ;183;KILOGRAMO;125;LITRO;SI; ; ;24365,67;KILOGRAMO;654,67;KILOGRAMO;6200;KILOGRAMO;SI;NO; ; ;SI;15;LITRO;AMARILLO;266666,67;LITRO;AMARILLO;266666,67;LITRO;AMARILLO; ; ; ; ; ;SCABIOSA; ; ;588000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;5;ERYNGIUM;5;BAJO INVERNADERO;1;25;3;2,5;2,5;7500000;6000000;BONCHE;588000;10; ;100;1;1;1;1;SI;2,5; ; ; ;100; ; ;SI;SI; ; ;183;KILOGRAMO;125;LITRO;SI; ; ;24365,67;KILOGRAMO;1964;KILOGRAMO;6200;KILOGRAMO;SI;NO; ; ;SI;15;LITRO;AMARILLO;266666,67;LITRO;AMARILLO;266666,67;LITRO;AMARILLO; ; ; ; ; ;ERYNGIUM; ; ;588000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;11;ERYNGIUM;5;BAJO INVERNADERO;4;25;7;2,5;2,5;7500000;6000000;BONCHE;588000;10; ;100;1;1;1;1;SI;2,5; ; ; ;100; ; ;SI;SI; ; ;183,33;KILOGRAMO;125;LITRO;SI; ; ;24365,67;KILOGRAMO;654,67;KILOGRAMO;6200;KILOGRAMO;SI;NO; ; ;SI;15;LITRO;AMARILLO;266666,67;LITRO;AMARILLO;266666,67;LITRO;AMARILLO; ; ; ; ; ;ERYNGIUM; ; ;588000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;17;ERYNGIUM;5;BAJO INVERNADERO;7;25;10;2,5;2,5;7500000;6000000;BONCHE;588000;10; ;100;1;1;1;1;SI;2,5; ; ; ;100; ; ;SI;SI; ; ;183;KILOGRAMO;125;LITRO;SI; ; ;24365,67;KILOGRAMO;654,67;KILOGRAMO;6200;KILOGRAMO;SI;NO; ; ;SI;15;LITRO;AMARILLO;266666,67;LITRO;AMARILLO;266666,67;LITRO;AMARILLO; ; ; ; ; ;ERYNGIUM; ; ;588000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;6;CRISANTEMOS – POMPONES;6;BAJO INVERNADERO;1;25;3;9;9;7500000;6000000;BONCHE;588000;10; ;100;1;1;1;1;SI;9; ; ; ;100; ; ;SI;SI; ; ;183;KILOGRAMO;125;LITRO;SI; ; ;24365,67;KILOGRAMO;1964;KILOGRAMO;6200;KILOGRAMO;SI;NO; ; ;SI;15;LITRO;AMARILLO;266666,67;LITRO;AMARILLO;266666,67;LITRO;AMARILLO; ; ; ; ; ;CRISANTEMOS – POMPONES; ; ;588000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;12;CRISANTEMOS – POMPONES;6;BAJO INVERNADERO;4;25;7;9;9;7500000;6000000;BONCHE;588000;10; ;100;1;1;1;1;SI;9; ; ; ;100; ; ;SI;SI; ; ;183,33;KILOGRAMO;125;LITRO;SI; ; ;24365,67;KILOGRAMO;654,67;KILOGRAMO;6200;KILOGRAMO;SI;NO; ; ;SI;15;LITRO;AMARILLO;266666,67;LITRO;AMARILLO;266666,67;LITRO;AMARILLO; ; ; ; ; ;CRISANTEMOS – POMPONES; ; ;588000; ;TOTAL NACIONAL;1
17025463000993744;PICHINCHA;63;00099;3744;18;CRISANTEMOS – POMPONES;6;BAJO INVERNADERO;7;25;10;9;9;7500000;6000000;BONCHE;588000;10; ;100;1;1;1;1;SI;9; ; ; ;100; ; ;SI;SI; ; ;183;KILOGRAMO;125;LITRO;SI; ; ;24365,67;KILOGRAMO;654,67;KILOGRAMO;6200;KILOGRAMO;SI;NO; ; ;SI;15;LITRO;AMARILLO;266666,67;LITRO;AMARILLO;266666,67;LITRO;AMARILLO; ; ; ; ; ;CRISANTEMOS – POMPONES; ; ;588000; ;TOTAL NACIONAL;1
17045063000993750;PICHINCHA;63;00099;3750;1;ERYNGIUM;2;BAJO INVERNADERO;1;25;12;1,5;1,5;30000;1560000;TABACO;13000;120; ;100;1;1;1;1;SI;1,5;30; ; ;70; ; ;SI;SI; ; ;,48;LIBRA;2400;LITRO;SI; ; ;97313;KILOGRAMO;3200;KILOGRAMO;3500;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1300;LITRO;VERDE;3150;LITRO;VERDE; ; ; ;1; ;ERYNGIUM; ;13000; ; ;TOTAL NACIONAL;1
17045063000993750;PICHINCHA;63;00099;3750;2;ASTER;3;BAJO INVERNADERO;1;25;12;1,5;1,5;10000;520000;TABACO;4333;120; ;100;1;1;1;1;SI;1,5;30; ; ;70; ; ;SI;SI; ; ;,48;LIBRA;2400;LITRO;SI; ; ;97313;KILOGRAMO;3200;KILOGRAMO;3500;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1300;LITRO;VERDE;3150;LITRO;VERDE; ; ; ;1; ;ASTER; ;4333; ; ;TOTAL NACIONAL;1
17025463000993832;PICHINCHA;63;00099;3832;1;CRISANTEMOS – POMPONES;3;CAMPO ABIERTO;1;25;12;3,4;3,4;2531300;6700360;TABACO;26801;250; ;100;1;1;1;1;SI;3,4; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;67912;KILOGRAMO; ; ;12064;KILOGRAMO;SI;SI;260;KILOGRAMO;SI;30;LITRO;AZUL;728;LITRO;AZUL;1560;LITRO;AZUL;520;LITRO;AZUL; ; ;CRISANTEMOS – POMPONES; ;26801; ; ;TOTAL NACIONAL;1
17017863000993841;PICHINCHA;63;00099;3841;1;ASTER;2;CAMPO ABIERTO;1;25;3;10;10;5000000;12000000;FULL TABACO;45600;250; ;100;1;1;1;1;SI;10; ;2; ;98; ; ;SI;SI; ; ;38460;KILOGRAMO; ; ;SI;10000;KILOGRAMO; ; ; ; ; ; ;SI;SI;240;LITRO;SI;192;LITRO;AMARILLO;225;LITRO;AZUL;1725;LITRO;AZUL; ; ; ; ; ;ASTER;45600; ; ; ;TOTAL NACIONAL;1
17017863000993841;PICHINCHA;63;00099;3841;2;ASTER;2;CAMPO ABIERTO;4;25;6;10;10;5000000;12000000;FULL TABACO;45600;250; ;100;1;1;1;1;SI;10; ;2; ;98; ; ;SI;SI; ; ;38460;KILOGRAMO; ; ;SI;10000;KILOGRAMO; ; ; ; ; ; ;SI;SI;240;LITRO;SI;192;LITRO;AMARILLO;225;LITRO;AZUL;1725;LITRO;AZUL; ; ; ; ; ;ASTER;45600; ; ; ;TOTAL NACIONAL;1
17017863000993841;PICHINCHA;63;00099;3841;3;ASTER;2;CAMPO ABIERTO;7;25;9;10;10;5000000;12000000;FULL TABACO;45600;250; ;100;1;1;1;1;SI;10; ;2; ;98; ; ;SI;SI; ; ;38460;KILOGRAMO; ; ;SI;10000;KILOGRAMO; ; ; ; ; ; ;SI;SI;240;LITRO;SI;192;LITRO;AMARILLO;225;LITRO;AZUL;1725;LITRO;AZUL; ; ; ; ; ;ASTER;45600; ; ; ;TOTAL NACIONAL;1
17017863000993841;PICHINCHA;63;00099;3841;4;ASTER;2;CAMPO ABIERTO;10;25;12;10;10;5000000;12000000;FULL TABACO;45600;250; ;100;1;1;1;1;SI;10; ;2; ;98; ; ;SI;SI; ; ;38460;KILOGRAMO; ; ;SI;10000;KILOGRAMO; ; ; ; ; ; ;SI;SI;240;LITRO;SI;192;LITRO;AMARILLO;225;LITRO;AZUL;1725;LITRO;AZUL; ; ; ; ; ;ASTER;45600; ; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;1;GIRASOLES;6;CAMPO ABIERTO;1;25;4;3;3;1350000;1350000;TABACO;18000;60; ;100;1;2;1;2;SI;3; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;225,75;KILOGRAMO;3496,25;KILOGRAMO;252,32;KILOGRAMO;3681,41;KILOGRAMO;SI;NO; ; ;SI; ; ; ;9,4;LITRO;AZUL;64;KILOGRAMO;AZUL;96;LITRO;AZUL; ; ;GIRASOL; ;18000; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;2;GIRASOLES;6;CAMPO ABIERTO;5;25;8;3;3;1350000;1350000;TABACO;18000;60; ;100;1;2;1;2;SI;3; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;225,75;KILOGRAMO;3496,25;KILOGRAMO;252,32;KILOGRAMO;3681,41;KILOGRAMO;SI;NO; ; ;SI; ; ; ;9,4;LITRO;AZUL;64;KILOGRAMO;AZUL;96;LITRO;AZUL; ; ;GIRASOL; ;18000; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;3;GIRASOLES;6;CAMPO ABIERTO;9;25;12;3;3;1350000;1350000;TABACO;18000;60; ;100;1;2;1;2;SI;3; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;225,75;KILOGRAMO;3496,25;KILOGRAMO;252,32;KILOGRAMO;3681,41;KILOGRAMO;SI;NO; ; ;SI; ; ; ;9,4;LITRO;AZUL;64;KILOGRAMO;AZUL;96;LITRO;AZUL; ; ;GIRASOL; ;18000; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;4;GIRASOLES;7;CAMPO ABIERTO;1;25;4;3;3;1350000;1350000;TABACO;18000;60; ;100;1;2;1;2;SI;3; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;225,75;KILOGRAMO;3496,25;KILOGRAMO;252,32;KILOGRAMO;3681,41;KILOGRAMO;SI;NO; ; ;SI; ; ; ;9,4;LITRO;AZUL;64;KILOGRAMO;AZUL;96;LITRO;AZUL; ; ;GIRASOL; ;18000; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;5;GIRASOLES;7;CAMPO ABIERTO;5;25;8;3;3;1350000;1350000;TABACO;18000;60; ;100;1;2;1;2;SI;3; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;225,75;KILOGRAMO;3496,25;KILOGRAMO;252,32;KILOGRAMO;3681,41;KILOGRAMO;SI;NO; ; ;SI; ; ; ;9,4;LITRO;AZUL;64;KILOGRAMO;AZUL;96;LITRO;AZUL; ; ;GIRASOL; ;18000; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;6;GIRASOLES;7;CAMPO ABIERTO;9;25;12;3;3;1350000;1350000;TABACO;18000;60; ;100;1;2;1;2;SI;3; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;225,75;KILOGRAMO;3496,25;KILOGRAMO;252,32;KILOGRAMO;3681,41;KILOGRAMO;SI;NO; ; ;SI; ; ; ;9,4;LITRO;AZUL;64;KILOGRAMO;AZUL;96;LITRO;AZUL; ; ;GIRASOL; ;18000; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;7;VERONICA;8;CAMPO ABIERTO;1;25;4;3,6;3,6;720000;720000;TABACO;5880;120; ;100;1;2;1;2;SI;3,6; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;270,9;KILOGRAMO;4199,5;KILOGRAMO;302,78;KILOGRAMO;4417,79;KILOGRAMO;SI;NO; ; ;SI; ; ; ;16;LITRO;AZUL;7,6;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ;5880; ; ;TOTAL NACIONAL;1
17015363000993842;PICHINCHA;63;00099;3842;8;VERONICA;8;CAMPO ABIERTO;5;25;8;3,6;3,6;720000;720000;TABACO;5880;120; ;100;1;2;1;2;SI;3,6; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;270,9;KILOGRAMO;4199,5;KILOGRAMO;302,7;KILOGRAMO;4417,79;KILOGRAMO;SI;NO; ; ;SI; ; ; ;16;LITRO;AZUL;7,6;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ;5880; ; ;TOTAL NACIONAL;1
