Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vgp_ncventmamen2mes;vgp_ncventmamay2mes;vgp_ncventhemmen2mes;vgp_ncventhemay2mes;vgp_totsacrif;ventasm2m;ventasmy2m;TOTAL;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;fact_exp_fin
08025102025970001;ESMERALDAS;02;02597;0001; ; ; ; ;2; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,902844305303
08025102025970003;ESMERALDAS;02;02597;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;33,9030437478482
08025802029510001;ESMERALDAS;02;02951;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;33,7895359363878
08016302032960002;ESMERALDAS;02;03296;0002; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;34,7297502862292
08075102033990001;ESMERALDAS;02;03399;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,4184818818835
08075102033990003;ESMERALDAS;02;03399;0003; ;2; ; ; ; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,9548207215357
08075102033990004;ESMERALDAS;02;03399;0004; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,34744072954549
08075102033990005;ESMERALDAS;02;03399;0005; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,5865505495331
08075502035110001;ESMERALDAS;02;03511;0001; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,6296427593394
08065402038240001;ESMERALDAS;02;03824;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41,6338501595332
08065402038240004;ESMERALDAS;02;03824;0004; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,09074759843645
08065402038240008;ESMERALDAS;02;03824;0008; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,28147644925871
08016802038760001;ESMERALDAS;02;03876;0001; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;0
08065102044460001;ESMERALDAS;02;04446;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;0
08065102044460008;ESMERALDAS;02;04446;0008; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,965058347338
08065102044460009;ESMERALDAS;02;04446;0009; ;2; ; ;0; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,46481581165603
08065102044460012;ESMERALDAS;02;04446;0012; ;1; ;2;0; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,0353639725896
08065102044460014;ESMERALDAS;02;04446;0014; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,602859100246439
08075102045370002;ESMERALDAS;02;04537;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15,9728559383246
08075102045370005;ESMERALDAS;02;04537;0005; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,3953539594849
08016302046980001;ESMERALDAS;02;04698;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,7237229988042
08035302047600001;ESMERALDAS;02;04760;0001;9; ;9; ;2;18; ;18; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,15105782387964
08065302047700002;ESMERALDAS;02;04770;0002; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;6,84414089878189
08065302050930003;ESMERALDAS;02;05093;0003; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;38,7144194615051
08016302051790006;ESMERALDAS;02;05179;0006; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,9321397907651
08016302051790008;ESMERALDAS;02;05179;0008; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,14603697697549
08075102052290001;ESMERALDAS;02;05229;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,428552078548
08075202055510002;ESMERALDAS;02;05551;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,4422648994009
08035302061140005;ESMERALDAS;02;06114;0005;5; ; ; ;0;5; ;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;67,7780546955122
08015402063430015;ESMERALDAS;02;06343;0015; ; ; ; ;4; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;73,6820252218196
08035602064050001;ESMERALDAS;02;06405;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;61,7404388249439
08035602064050002;ESMERALDAS;02;06405;0002; ; ; ;2;0; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,79019539443009
08065002064300002;ESMERALDAS;02;06430;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,5096284453605
08065102066560001;ESMERALDAS;02;06656;0001; ;3; ; ;0; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,0527472090705
08075202067710002;ESMERALDAS;02;06771;0002; ; ; ; ;2; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,0401035961593
08075202067780006;ESMERALDAS;02;06778;0006; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,734877091033
08065302069660001;ESMERALDAS;02;06966;0001;20; ; ; ;0;20; ;20; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;20,4033460569394
08035602075700004;ESMERALDAS;02;07570;0004; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,3380774428422
08035602075700006;ESMERALDAS;02;07570;0006; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,1812583920327
08075202078870001;ESMERALDAS;02;07887;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;67,3524657173603
08075202078870002;ESMERALDAS;02;07887;0002; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,60536163048703
08045402091510001;ESMERALDAS;02;09151;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;215,024319595195
08045402091520001;ESMERALDAS;02;09152;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;79,3318609794779
08045102097110001;ESMERALDAS;02;09711;0001;1; ; ; ; ;1; ;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,7495140088375
08045402097730001;ESMERALDAS;02;09773;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;57,3837124120728
08035702101110001;ESMERALDAS;02;10111;0001; ; ; ; ;3; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,0486408513488
08045202102210005;ESMERALDAS;02;10221;0005; ;3; ;3;1; ;6;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,3697064000855
08045102102310002;ESMERALDAS;02;10231;0002; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,5580722823209
08025902103410004;ESMERALDAS;02;10341;0004;2;1;2;1;0;4;2;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,87736907874902
08045202103760001;ESMERALDAS;02;10376;0001;3; ; ; ; ;3; ;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;61,3090011105797
08035702109990001;ESMERALDAS;02;10999;0001; ; ; ; ;3; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,382949928424801
08035702109990009;ESMERALDAS;02;10999;0009; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;85,4245490062048
08045002116850005;ESMERALDAS;02;11685;0005; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,2102818818325
08045102122020002;ESMERALDAS;02;12202;0002;2; ;2; ;0;4; ;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,53986834673542
08045102122020003;ESMERALDAS;02;12202;0003; ;10; ;10;0; ;20;20; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;81,1500288927825
08045002124990005;ESMERALDAS;02;12499;0005; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,0396394612042
08045002125000001;ESMERALDAS;02;12500;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,132504495093
08045002125000003;ESMERALDAS;02;12500;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,5161091143952
08045302125770002;ESMERALDAS;02;12577;0002; ;4; ; ;1; ;4;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,27925417008429
08045302127500001;ESMERALDAS;02;12750;0001; ; ;9; ;2;9; ;9; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,5080818149764
08045302127830003;ESMERALDAS;02;12783;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,8158094360672
08045302131460002;ESMERALDAS;02;13146;0002; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;74,3121062072111
08045002131740006;ESMERALDAS;02;13174;0006; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,084125518544
08045002135250001;ESMERALDAS;02;13525;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41,2728231150405
08045002135250004;ESMERALDAS;02;13525;0004; ;15; ;15; ; ;30;30; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;21,2055329951554
08045002135930002;ESMERALDAS;02;13593;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,9528629024871
08045002136510005;ESMERALDAS;02;13651;0005; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,7963659542321
08045002140930001;ESMERALDAS;02;14093;0001; ;4; ;2;1; ;6;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;20,6822129159208
08045002141100001;ESMERALDAS;02;14110;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,4971989824958
08045002141340001;ESMERALDAS;02;14134;0001; ;7; ;8;1; ;15;15; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,5771889647498
08045002143920004;ESMERALDAS;02;14392;0004; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;82,6901903560312
08045002143920005;ESMERALDAS;02;14392;0005; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;54,4668547330162
08045002143920009;ESMERALDAS;02;14392;0009; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,6918851952789
08045002144100004;ESMERALDAS;02;14410;0004; ;2; ; ;1; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,4622592528515
08045002144450005;ESMERALDAS;02;14445;0005; ;2; ; ;0; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;17,7395063666036
08045002148930001;ESMERALDAS;02;14893;0001; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;21,5086915563789
08045002151070001;ESMERALDAS;02;15107;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,61289193434038
08045002152380001;ESMERALDAS;02;15238;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;0
08045502167910001;ESMERALDAS;02;16791;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,3172662311869
08026503002670003;ESMERALDAS;03;00267;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,04812250192123
08075303003210001;ESMERALDAS;03;00321;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,469380170983012
08075303003210002;ESMERALDAS;03;00321;0002;8; ; ; ; ;8; ;8; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,47708031608658
08025103005320002;ESMERALDAS;03;00532;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,50252772931538
08025103005320003;ESMERALDAS;03;00532;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;54,4304971256038
08025103005320008;ESMERALDAS;03;00532;0008; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;69,9771311441837
08025103005320009;ESMERALDAS;03;00532;0009; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;18,3170580239226
08025103005320010;ESMERALDAS;03;00532;0010; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15,936337664435
08025103005320013;ESMERALDAS;03;00532;0013; ; ; ; ;2; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;24,6272254165482
08015403007800002;ESMERALDAS;03;00780;0002; ;3; ;3;3; ;6;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,6569202338865
08055103008290001;ESMERALDAS;03;00829;0001; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,18216865648546
08065303009600010;ESMERALDAS;03;00960;0010; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,9047982527339
08065303009600011;ESMERALDAS;03;00960;0011; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,3524892558321
08075203009710001;ESMERALDAS;03;00971;0001; ; ; ;1;0; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15,9860726337713
08075203009710002;ESMERALDAS;03;00971;0002; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;73,8195157239485
08075203009710007;ESMERALDAS;03;00971;0007; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;67,120372433038
08035003011860001;ESMERALDAS;03;01186;0001; ; ; ; ;3; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,8546207230871
08035203014740003;ESMERALDAS;03;01474;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,5047827399582
08035203015170025;ESMERALDAS;03;01517;0025; ;1; ; ;0; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;65,9986537896399
08035203015170027;ESMERALDAS;03;01517;0027; ;10; ;10;10; ;20;20; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,3448514216341
08035803016120002;ESMERALDAS;03;01612;0002; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;34,1707054733647
08035803016120003;ESMERALDAS;03;01612;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;69,6162075705425
08035803016120011;ESMERALDAS;03;01612;0011; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;65,1736120680799
08035803016120013;ESMERALDAS;03;01612;0013; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;54,6052268646076
08035803016120018;ESMERALDAS;03;01612;0018; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;76,5656048301313
08075304001120003;ESMERALDAS;04;00112;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,8104392578712
08075304001120006;ESMERALDAS;04;00112;0006; ; ; ; ;3; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;34,7697028366005
08075304001120007;ESMERALDAS;04;00112;0007; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;35,1855162642618
08025104001130002;ESMERALDAS;04;00113;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,22641218544292
08025104001130007;ESMERALDAS;04;00113;0007; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,7379654020438
08025104001130008;ESMERALDAS;04;00113;0008;2; ;2; ;1;4; ;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,3788563637963
08016604001190012;ESMERALDAS;04;00119;0012; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;21,4759388396484
08016604001190017;ESMERALDAS;04;00119;0017; ; ; ;1; ; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,80570057484349
08016604001190022;ESMERALDAS;04;00119;0022; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;6,41310298654792
08016604001360001;ESMERALDAS;04;00136;0001;200;50;200;50;10;400;100;500; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;6,18873712905205
08075204001820002;ESMERALDAS;04;00182;0002; ;5; ; ;0; ;5;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,0768418141049
08075204001820006;ESMERALDAS;04;00182;0006; ; ; ;3;0; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;31,1958680880291
08065161000992538;ESMERALDAS;61;00099;2538; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
08016561000992961;ESMERALDAS;61;00099;2961; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
08045561000993084;ESMERALDAS;61;00099;3084; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
08045562000990465;ESMERALDAS;62;00099;0465; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035001002450001;GUAYAS;01;00245;0001;5; ;3; ;1;8; ;8; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,1800765000012
09085202008050003;GUAYAS;02;00805;0003; ;1; ;1; ; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;34,9194451976683
09045002019440001;GUAYAS;02;01944;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,729519763473
09045002019440003;GUAYAS;02;01944;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;144,373158336352
09045002019440004;GUAYAS;02;01944;0004; ;4; ; ;1; ;4;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;217,200449603919
09045002024060002;GUAYAS;02;02406;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;75,249098258617
09045002025160006;GUAYAS;02;02516;0006; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,940956273838
09045002028350003;GUAYAS;02;02835;0003; ;8; ; ; ; ;8;8; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,24875400962944
09045002029270001;GUAYAS;02;02927;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;103,899779988061
09045002029270002;GUAYAS;02;02927;0002; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;64,1868217274203
09045002029270003;GUAYAS;02;02927;0003; ;1; ; ; ; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,2871254082846
09045002029270010;GUAYAS;02;02927;0010; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;56,0922995229665
09045002029270012;GUAYAS;02;02927;0012; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;45,2342762608657
09045002029270014;GUAYAS;02;02927;0014; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;72,2607319673562
09055002034190002;GUAYAS;02;03419;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;101,326690052695
09055002034450001;GUAYAS;02;03445;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,42813458042576
09055002034450003;GUAYAS;02;03445;0003; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;102,517359946204
09055002034450004;GUAYAS;02;03445;0004; ; ; ;1;0; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;95,6753239105753
09055002034450006;GUAYAS;02;03445;0006; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;51,4458826871034
09055002034450007;GUAYAS;02;03445;0007; ; ; ;4;0; ;4;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;160,576091346255
09055002036710001;GUAYAS;02;03671;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;189,822410909888
09055002039020011;GUAYAS;02;03902;0011; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;26,3597589969711
09055102039280003;GUAYAS;02;03928;0003; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;69,7022652566968
09055102039280005;GUAYAS;02;03928;0005; ; ; ; ;10; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,9745157632518
09135002042230009;GUAYAS;02;04223;0009; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;36,5329961693316
09135002042230014;GUAYAS;02;04223;0014; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,8291546553497
09135002042250007;GUAYAS;02;04225;0007; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,1793910647686
09135002042250011;GUAYAS;02;04225;0011; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,3456395571752
09135002042830001;GUAYAS;02;04283;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,1652061471622
09135002042830003;GUAYAS;02;04283;0003; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;51,9551137134871
09135002042830016;GUAYAS;02;04283;0016; ;1; ; ;0; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,2875214327332
09135002042830020;GUAYAS;02;04283;0020; ; ; ;1; ; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;21,3986765465608
09135002042830027;GUAYAS;02;04283;0027; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,3053646487335
09135002042830028;GUAYAS;02;04283;0028; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;47,6716637592282
09145102044420008;GUAYAS;02;04442;0008; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;53,8858940014113
09195302046090002;GUAYAS;02;04609;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,24347739593555
09195302046090004;GUAYAS;02;04609;0004; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,0637073575745
09195302046090008;GUAYAS;02;04609;0008; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;82,1328892611508
09195302046090019;GUAYAS;02;04609;0019; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,5775472281037
09195302047470001;GUAYAS;02;04747;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,18538829215723
09195302047470022;GUAYAS;02;04747;0022; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;35,2614122606542
09195102047690001;GUAYAS;02;04769;0001;1;1; ; ; ;1;1;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,5816705866747
09145002048310001;GUAYAS;02;04831;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,1375057076167
09145002048310005;GUAYAS;02;04831;0005; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,82120028542244
09145002048310006;GUAYAS;02;04831;0006; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;54,083909984962
09185002048630001;GUAYAS;02;04863;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,5273271988015
09185002048630008;GUAYAS;02;04863;0008; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,814924772358
09065402053520004;GUAYAS;02;05352;0004; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;126,440930842189
09065402053520005;GUAYAS;02;05352;0005; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;89,6602472323447
09065402053520008;GUAYAS;02;05352;0008; ;24; ;25;1; ;49;49; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;19,6154820819707
09195102053920018;GUAYAS;02;05392;0018; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;109,078273109215
09195102056770001;GUAYAS;02;05677;0001; ; ; ;1; ; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,4441306913341
09195102056770002;GUAYAS;02;05677;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;64,4755856925915
09195102056770003;GUAYAS;02;05677;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;76,4070833029852
09195002056930003;GUAYAS;02;05693;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,1208460324629
09195002056930004;GUAYAS;02;05693;0004; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,1685192687493
09195002056930007;GUAYAS;02;05693;0007; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41,382865217934
09195002056930009;GUAYAS;02;05693;0009; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,5087129816885
09195002056930012;GUAYAS;02;05693;0012; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,0032105326047
09065302057880002;GUAYAS;02;05788;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,7764406349699
09065302057880004;GUAYAS;02;05788;0004; ; ; ;2;1; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;84,9669311902369
09065302057880005;GUAYAS;02;05788;0005; ;1; ; ;1; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;46,177679994694
