Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vgp_ncventmamen2mes;vgp_ncventmamay2mes;vgp_ncventhemmen2mes;vgp_ncventhemay2mes;vgp_totsacrif;ventasm2m;ventasmy2m;TOTAL;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;fact_exp_fin
05035101170230002;COTOPAXI;01;17023;0002; ;1; ;1;0; ;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,7403640912902
05035101170230004;COTOPAXI;01;17023;0004; ;2; ;3;3; ;5;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,011804935055538
05035101170230006;COTOPAXI;01;17023;0006; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,37269920616088
05035101172310001;COTOPAXI;01;17231;0001; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,2308811875072
05055401173550008;COTOPAXI;01;17355;0008; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,3261444439235
05055401173550009;COTOPAXI;01;17355;0009; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,8715153236556
05055001173760003;COTOPAXI;01;17376;0003; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,94564693613046
05055001173760004;COTOPAXI;01;17376;0004; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,3052578708214
05055401174230006;COTOPAXI;01;17423;0006; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;74,5202921123968
05055401174230015;COTOPAXI;01;17423;0015; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70,1085951079503
05055401174230019;COTOPAXI;01;17423;0019; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,1460823545559
05055401174230026;COTOPAXI;01;17423;0026; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,8364925634275
05055001174260027;COTOPAXI;01;17426;0027; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,721185343533659
05055401176100001;COTOPAXI;01;17610;0001; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,710998916745669
05055401176100003;COTOPAXI;01;17610;0003; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,1873187602407
05055401176100008;COTOPAXI;01;17610;0008; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,39096098696534
05055401176100010;COTOPAXI;01;17610;0010; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,54990464279878
05055401176100011;COTOPAXI;01;17610;0011; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,95222134872
05055401176100013;COTOPAXI;01;17610;0013; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,4221084177379
05055401176100015;COTOPAXI;01;17610;0015; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,239861613502
05055401176100020;COTOPAXI;01;17610;0020; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,6809908027941
05045001177190005;COTOPAXI;01;17719;0005; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,5739919443158
05045001177190015;COTOPAXI;01;17719;0015; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,2377136985487
05055001179070002;COTOPAXI;01;17907;0002; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,77817812712255
05055001179070006;COTOPAXI;01;17907;0006; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,981759609992901
05055001179270002;COTOPAXI;01;17927;0002; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,39904281021
05055401179530001;COTOPAXI;01;17953;0001; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,0669669042114
05055401179530003;COTOPAXI;01;17953;0003; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,2139920561349
05055401179530007;COTOPAXI;01;17953;0007; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,5851837580345
05055401179530008;COTOPAXI;01;17953;0008; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,6172503004615
05045001181110001;COTOPAXI;01;18111;0001; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,7071663199356
05045001181110004;COTOPAXI;01;18111;0004; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,8478086380056
05045001181110006;COTOPAXI;01;18111;0006; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,59763081006082
05045001181110010;COTOPAXI;01;18111;0010;1; ; ;2;3;1;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,8931327381629
05055401181190002;COTOPAXI;01;18119;0002; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,337506069303
05055401181190012;COTOPAXI;01;18119;0012; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,7620437520243
05055001181590002;COTOPAXI;01;18159;0002; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,8425763682623
05055001181590004;COTOPAXI;01;18159;0004; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,640640379529
05045001184510016;COTOPAXI;01;18451;0016; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,11252217415622
05045001185460001;COTOPAXI;01;18546;0001; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,07074051382945
05045001185460005;COTOPAXI;01;18546;0005; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,7740483420136
05045001185460019;COTOPAXI;01;18546;0019; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,097699626164
05045001185460022;COTOPAXI;01;18546;0022; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,06032574265055
05045001185460024;COTOPAXI;01;18546;0024; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,3238374292623
05045001185460029;COTOPAXI;01;18546;0029; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,1880932174122
05045001185460030;COTOPAXI;01;18546;0030; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,7494704562349
05045001185460032;COTOPAXI;01;18546;0032; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70,0786852977507
05045001185460034;COTOPAXI;01;18546;0034; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;62,1226757846471
05045001185460036;COTOPAXI;01;18546;0036; ;2; ; ;0; ;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,9009753675067
05045001187830001;COTOPAXI;01;18783;0001; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;76,7685128457363
05045001187830014;COTOPAXI;01;18783;0014; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,9311989922835
05055001188320004;COTOPAXI;01;18832;0004; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,9340296153141
05055001188320006;COTOPAXI;01;18832;0006; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,0296335883415
05055401188520001;COTOPAXI;01;18852;0001; ;20; ;20; ; ;40;40;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,66514814186358
05055401188520003;COTOPAXI;01;18852;0003; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,6730036826101
05055401188520005;COTOPAXI;01;18852;0005; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,8635341578775
05045001188660003;COTOPAXI;01;18866;0003;7; ; ; ;0;7; ;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,3885384704114
05045001188660013;COTOPAXI;01;18866;0013;1; ;1; ;1;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,5024640287009
05045001188660014;COTOPAXI;01;18866;0014; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,6445805591907
05045001188660018;COTOPAXI;01;18866;0018; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,49054064223883
05045001188660020;COTOPAXI;01;18866;0020; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,5982334015964
05045001188660025;COTOPAXI;01;18866;0025; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,65702068965758
05035301191100001;COTOPAXI;01;19110;0001; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,6404839865708
05035101191430006;COTOPAXI;01;19143;0006; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,4611937379605
05035101191430009;COTOPAXI;01;19143;0009;6;2;6;2;0;12;4;16;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,42746712047572
05045001192020003;COTOPAXI;01;19202;0003; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,1055192726761
05045001192020006;COTOPAXI;01;19202;0006; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;62,8762729590249
05055001192460003;COTOPAXI;01;19246;0003; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,82559736356575
05055001192460008;COTOPAXI;01;19246;0008; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,21026769174722
05055001192460009;COTOPAXI;01;19246;0009; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,1223327293771
05055001192460021;COTOPAXI;01;19246;0021; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,60968680809339
05055001192780006;COTOPAXI;01;19278;0006; ;1; ; ;0; ;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,9708311063954
05055001192780011;COTOPAXI;01;19278;0011; ; ; ;4; ; ;4;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,3983471719549
05055001192780013;COTOPAXI;01;19278;0013;10; ; ; ;0;10; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,2848726021888
05055001192780018;COTOPAXI;01;19278;0018; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,9841553888968
05055001192780022;COTOPAXI;01;19278;0022; ; ; ;1;0; ;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,3534666790152
05055001192780029;COTOPAXI;01;19278;0029; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,63991031973816
05055001192780040;COTOPAXI;01;19278;0040;20; ; ; ;0;20; ;20;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,7876859104111
05045001194370001;COTOPAXI;01;19437;0001; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,36535979888882
05045001194370002;COTOPAXI;01;19437;0002; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,7383347235818
05045001194370005;COTOPAXI;01;19437;0005; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,2074621567763
05045001194370006;COTOPAXI;01;19437;0006; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,1198229145562
05045001194370010;COTOPAXI;01;19437;0010; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,8961898927043
05045001194370013;COTOPAXI;01;19437;0013; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,9092048143421
05045001194370014;COTOPAXI;01;19437;0014; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,3817810247863
05055001194740003;COTOPAXI;01;19474;0003; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,3634370477298
05055001194740014;COTOPAXI;01;19474;0014; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,0794655309056
05055001194740015;COTOPAXI;01;19474;0015; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,80817862232913
05055001195030005;COTOPAXI;01;19503;0005; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,4175405710687
05055201197590008;COTOPAXI;01;19759;0008; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,4179743765942
05055201197590011;COTOPAXI;01;19759;0011; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,2763792688284
05055501198730015;COTOPAXI;01;19873;0015; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,771948850861
05055501198730016;COTOPAXI;01;19873;0016; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,0410911056814
05055501198730018;COTOPAXI;01;19873;0018; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;73,8016695673371
05055501198730022;COTOPAXI;01;19873;0022; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,3230254760083
05055301201170017;COTOPAXI;01;20117;0017; ; ; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,158558029973982
05055301201170019;COTOPAXI;01;20117;0019; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,4272292971636
05055201201470011;COTOPAXI;01;20147;0011; ; ; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,82949907102568
05055301202570003;COTOPAXI;01;20257;0003; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;72,9483654207937
05055301202570005;COTOPAXI;01;20257;0005; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,4276453978719
05055301202570009;COTOPAXI;01;20257;0009; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,4052890818383
05055001202900004;COTOPAXI;01;20290;0004; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,5477634582386
05035301203800003;COTOPAXI;01;20380;0003; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,5205205589372
05055301204770009;COTOPAXI;01;20477;0009; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,0541340249974
05055301204770019;COTOPAXI;01;20477;0019;0;0;0;6;0;0;6;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,6253791531018
05055301204820005;COTOPAXI;01;20482;0005; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;71,3337895553873
05055301204820009;COTOPAXI;01;20482;0009; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,8715321678495
05055501204920001;COTOPAXI;01;20492;0001; ; ; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,1123685352038
05055501204920002;COTOPAXI;01;20492;0002; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,024956092562
05055501204920003;COTOPAXI;01;20492;0003; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,3436717207977
05055501204920016;COTOPAXI;01;20492;0016; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,2047786018021
05055501204920017;COTOPAXI;01;20492;0017; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,1980429117642
05055501205210021;COTOPAXI;01;20521;0021; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,4763481366245
05055501205210031;COTOPAXI;01;20521;0031; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;97,3205404275805
05055201208650002;COTOPAXI;01;20865;0002; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,7751071435709
05055201208650003;COTOPAXI;01;20865;0003; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,3998871328388
05055201208650008;COTOPAXI;01;20865;0008; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,0577769992149095
05055201209100001;COTOPAXI;01;20910;0001; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,998404525634
05055201209100005;COTOPAXI;01;20910;0005; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,0840748300623
05055201209100012;COTOPAXI;01;20910;0012; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,8590403689916
05055201209100013;COTOPAXI;01;20910;0013; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,7011807389283
05055201209100014;COTOPAXI;01;20910;0014; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,0338973107451
05055201209100015;COTOPAXI;01;20910;0015; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,7253203330967
05055201209100018;COTOPAXI;01;20910;0018; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,5797506233147
05055201209100019;COTOPAXI;01;20910;0019; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,5984325320789
05055201210750010;COTOPAXI;01;21075;0010; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;55,6721267182586
05055201210750012;COTOPAXI;01;21075;0012; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,9988932536285
05055201210750014;COTOPAXI;01;21075;0014;0;2; ;1;0;0;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,1600619708594
05055201210750016;COTOPAXI;01;21075;0016;0;0;0;1;0;0;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,4765284529189
05055301213570001;COTOPAXI;01;21357;0001; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,2155344166138
05035001217670001;COTOPAXI;01;21767;0001; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,7253990151591
05035101218100002;COTOPAXI;01;21810;0002; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,40770006018211
05045101221400001;COTOPAXI;01;22140;0001; ; ; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,71304215491519
05045101221400002;COTOPAXI;01;22140;0002; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,1459582871836
05035001221670001;COTOPAXI;01;22167;0001; ;1; ; ;1; ;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,6645587547707
05035001222170001;COTOPAXI;01;22217;0001; ; ; ; ;3; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,4093403305787
05035201222850010;COTOPAXI;01;22285;0010; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,17071326752
05035201224200003;COTOPAXI;01;22420;0003; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,6562901490002
05035201224200004;COTOPAXI;01;22420;0004; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,420952614093
05035101224730004;COTOPAXI;01;22473;0004; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,4823695098497
05035201225280002;COTOPAXI;01;22528;0002; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,5754099051638
05035001226910002;COTOPAXI;01;22691;0002; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,8005238587282
05035101227320005;COTOPAXI;01;22732;0005; ;2; ;2; ; ;4;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,1605750724505
05035001230810001;COTOPAXI;01;23081;0001; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,1051901734613
05035001230810002;COTOPAXI;01;23081;0002; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,2674394556724
05035001230980003;COTOPAXI;01;23098;0003; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,029027219285
05035001232250002;COTOPAXI;01;23225;0002; ; ; ; ;10; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,382936874666
05035001232250004;COTOPAXI;01;23225;0004; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,892346266974
05035001232380004;COTOPAXI;01;23238;0004; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,6188509537926
05035001232380007;COTOPAXI;01;23238;0007; ; ; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,0309850443064
05035102003130005;COTOPAXI;02;00313;0005; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,73336716442195
05035102003540009;COTOPAXI;02;00354;0009; ;6; ; ;1; ;6;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,886631832214
05035102003540011;COTOPAXI;02;00354;0011; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,7840530803494
05015803003840006;COTOPAXI;03;00384;0006; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;110,387654674033
05015803003840021;COTOPAXI;03;00384;0021; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;102,760871260191
05015803003840022;COTOPAXI;03;00384;0022; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,6792091259194
05015803003840027;COTOPAXI;03;00384;0027; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;121,504709258227
05015803003840028;COTOPAXI;03;00384;0028; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;253,928773310773
05015803003840032;COTOPAXI;03;00384;0032; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,8874554340399
05015803003840033;COTOPAXI;03;00384;0033; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;75,5594641619051
05015803003840035;COTOPAXI;03;00384;0035; ;5; ; ;0; ;5;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;99,9701184320682
05015803003840051;COTOPAXI;03;00384;0051; ;2; ; ;0; ;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;200,669145821984
05015803003840056;COTOPAXI;03;00384;0056; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;148,915110619088
05015803003840067;COTOPAXI;03;00384;0067; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;184,585622133549
05015803003840068;COTOPAXI;03;00384;0068; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;189,830660409141
05015803003840078;COTOPAXI;03;00384;0078; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;151,033910642615
05015803003840083;COTOPAXI;03;00384;0083; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;163,965638067439
05015803003840084;COTOPAXI;03;00384;0084; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;113,753973724699
05015803003840096;COTOPAXI;03;00384;0096; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;156,050017852449
05015803003840098;COTOPAXI;03;00384;0098; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,70893729223283
05015803003840108;COTOPAXI;03;00384;0108; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;209,922381683145
05015803003840117;COTOPAXI;03;00384;0117; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;204,527775759681
05045303004180008;COTOPAXI;03;00418;0008; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,939634761824
05045303004180010;COTOPAXI;03;00418;0010; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,0681602002796
05045303004180017;COTOPAXI;03;00418;0017; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,5068777979063
05045303004180019;COTOPAXI;03;00418;0019; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,768693947744
05045303004180027;COTOPAXI;03;00418;0027; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,4373980486538
05045003004430006;COTOPAXI;03;00443;0006; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,0200925624069147
05035003005960001;COTOPAXI;03;00596;0001; ; ; ; ;0; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,6075229795117
05035003005960006;COTOPAXI;03;00596;0006; ; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,4137447428252
