Identificador;ual_prov;ual_estr;ual_segm;al_ncues;eu_superficie_ha;eu_k1301;eu_k1302;eu_k1303;eu_k1304;eu_k1305;eu_k1306;eu_k1307;eu_k1308;eu_k1309;eu_k1310;eu_k1311;eu_k1312;eu_trs;eu_trc;eu_tro;eu_znd;eu_tn;fact_exp_fin
01056101024340001; AZUAY;01;02434;0001;2,34;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,6264069890537
01056101024340002; AZUAY;01;02434;0002;2,32;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,04990617859075
01056101024340003; AZUAY;01;02434;0003;2,67;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,2665608571595
01056101024340004; AZUAY;01;02434;0004;,26;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;93,2755046074592
01056101024340005; AZUAY;01;02434;0005;1,15;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,76662330493561
01056101024340006; AZUAY;01;02434;0006;7,55;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,3652157418811
01056101024340007; AZUAY;01;02434;0007;3,08;3;2;1;3;2;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,3257351246505
01056101024340008; AZUAY;01;02434;0008;1,05;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,5081333736952
01056101024340009; AZUAY;01;02434;0009;,3;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,366241328274
01056101024340010; AZUAY;01;02434;0010;,21;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;76,2939996765784
01056101024340011; AZUAY;01;02434;0011;,16;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;112,870635758061
01056201024900001; AZUAY;01;02490;0001;4,43;4;3;1;4;3;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,3506099814135
01056201024900002; AZUAY;01;02490;0002;36,35;4;4; ;1;1; ;1;1; ;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,9233537282027
01056201024900003; AZUAY;01;02490;0003;1,52;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,1916415534645
01056201024900004; AZUAY;01;02490;0004;1,76;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,9628494093127
01056201024900005; AZUAY;01;02490;0005;3,62;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,9193848000342
01056201024910001; AZUAY;01;02491;0001;11,46;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,6083952973073
01056201024910002; AZUAY;01;02491;0002;,52;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,182133263979
01056201024910003; AZUAY;01;02491;0003;2,41;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,13759176151672
01056201024910004; AZUAY;01;02491;0004;2,01;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,3603270056567
01056201024910005; AZUAY;01;02491;0005;1,72;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,6668449020737
01056201024910006; AZUAY;01;02491;0006;1,57;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,4343391805315
01056201024910007; AZUAY;01;02491;0007;3,62;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,9370207409733
01056201024910008; AZUAY;01;02491;0008;1,67;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,6871353342843
01056201024910009; AZUAY;01;02491;0009;4,43;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,880084477627
01055001025040001; AZUAY;01;02504;0001;2,01;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,969911425147
01055001025040002; AZUAY;01;02504;0002;2,01;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,6159515158412
01055001025040003; AZUAY;01;02504;0003;2,33;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,8254650163835
01055001025040004; AZUAY;01;02504;0004;2,28;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,5486461626031
01055001025040005; AZUAY;01;02504;0005;2,66;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,4526803307715
01055001025040006; AZUAY;01;02504;0006;2,02;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,60307908119
01055201026040001; AZUAY;01;02604;0001;3,77;2;1;1;1;1; ; ; ; ;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,7674796364475
01055201026040002; AZUAY;01;02604;0002;3,5;2;2; ;2;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,0178754620482
01055201026040004; AZUAY;01;02604;0004;5,29;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,3110082554068
01015701027660001; AZUAY;01;02766;0001;27,02;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,1069880711782
01055001028170001; AZUAY;01;02817;0001;1,57;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,9013675215343
01055001028170002; AZUAY;01;02817;0002;2,45;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,103403613187
01055001028170003; AZUAY;01;02817;0003;1,73;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,0977049316922
01055001028170004; AZUAY;01;02817;0004;2,48;3;1;2;3;1;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,8657425600363
01055001028170005; AZUAY;01;02817;0005;1,21;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,3405922077535
01055001028170006; AZUAY;01;02817;0006;3,02;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,7920859245202
01055001028170007; AZUAY;01;02817;0007;1,29;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,2962429551246
01056201028290001; AZUAY;01;02829;0001;2,52;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,1067174772894
01056201028290002; AZUAY;01;02829;0002;5,11;3;2;1;3;2;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,142933841602
01056201028290003; AZUAY;01;02829;0003;,59;3;3; ;3;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;62,781606280417
01056201028290004; AZUAY;01;02829;0004;1;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;85,8430755101664
01056201028290005; AZUAY;01;02829;0005;2,08;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,39634318418862
01056201028290006; AZUAY;01;02829;0006;,65;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;127,032353893968
01056201028290007; AZUAY;01;02829;0007;2,65;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,28914200151982
01056201028290009; AZUAY;01;02829;0009;,42;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;85,9018604477797
01056201028290010; AZUAY;01;02829;0010;,27;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,829297520811
01056201028290011; AZUAY;01;02829;0011;1,89;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,0971444420997
01056201028290012; AZUAY;01;02829;0012;1,65;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,36019402524505
01056201028350001; AZUAY;01;02835;0001;2,15;4;1;3;4;1;3; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,2900027798244
01056201028350002; AZUAY;01;02835;0002;1,99;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,5046582364766
01056201028350003; AZUAY;01;02835;0003;1,97;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,8596349497916
01056201028350004; AZUAY;01;02835;0004;5,41;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,2576052494111
01056201028350005; AZUAY;01;02835;0005;1,04;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,6414327037606
01056201028350006; AZUAY;01;02835;0006;3,05;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,3504266368425
01056201028350007; AZUAY;01;02835;0007;,59;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,72198794752
01056201028350008; AZUAY;01;02835;0008;,66;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,8589889724908
01056201028350009; AZUAY;01;02835;0009;1,01;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,4537122174743
01056201028350010; AZUAY;01;02835;0010;2,58;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,4489470923685
01056101030190001; AZUAY;01;03019;0001;3,81;3;1;2;3;1;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,2247886591125
01056101030190002; AZUAY;01;03019;0002;2,55;2;2; ;2;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,6798346159195
01056101030190003; AZUAY;01;03019;0003;,3;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;136,805349772174
01056101030190004; AZUAY;01;03019;0004;1,41;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;87,381402417393
01056101030190005; AZUAY;01;03019;0005;2,51;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,588593540276
01056101030190006; AZUAY;01;03019;0006;2,11;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,3566999547887
01056101030190007; AZUAY;01;03019;0007;,61;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,8826864813135
01056101030190008; AZUAY;01;03019;0008;1,08;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;86,7420215185069
01125001030480001; AZUAY;01;03048;0001;6;3;1;2;3;1;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,0645708542698
01125001030480002; AZUAY;01;03048;0002;3,66;3;1;2;3;1;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,8544357845552
01125001030480003; AZUAY;01;03048;0003;2,26;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70,301637717869
01015701031020001; AZUAY;01;03102;0001;1,01;2; ;2;2; ;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,4428224072637
01015701031020002; AZUAY;01;03102;0002;,11;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;122,105883059237
01015701031020003; AZUAY;01;03102;0003;79,97;3;3; ;3;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,163808886860668
01015701031020004; AZUAY;01;03102;0004;12,52;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,44786989332387
01015701031020005; AZUAY;01;03102;0005;1,78;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,9035009583884
01015701031020009; AZUAY;01;03102;0009;3,33;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,9742397153264
01015701031020010; AZUAY;01;03102;0010;7,09;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,4930717976899
01015701031020012; AZUAY;01;03102;0012;,84;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,1306657074141
01015701031020013; AZUAY;01;03102;0013;,76;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,71811720765946
01015701031020015; AZUAY;01;03102;0015;30,72;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,95534178497075
01015701031020016; AZUAY;01;03102;0016;8,01;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,497154238604441
01015701031030001; AZUAY;01;03103;0001;30,72;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,3057232540821
01125001033490001; AZUAY;01;03349;0001;6,5;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,8887962122496
01125001033490002; AZUAY;01;03349;0002;4,11;2; ;2;2; ;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,4070474049031
01125001033490003; AZUAY;01;03349;0003;10,56;3;1;2;3;1;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,8793859806859
01135001033610003; AZUAY;01;03361;0003;37,12;4;4; ;3;3; ; ; ; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,19169357634661
01135001033610004; AZUAY;01;03361;0004;12,37;4;3;1;1;1; ;2;1;1;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,97514063827936
01135001033620001; AZUAY;01;03362;0001;37,12;4;4; ;3;3; ; ; ; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,7923495949976
01055201034770001; AZUAY;01;03477;0001;2,91;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;72,245896577467
01055201034770002; AZUAY;01;03477;0002;1,01;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,7954765428098
01055201034770003; AZUAY;01;03477;0003;,31;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;100,331238149393
01055201034770005; AZUAY;01;03477;0005;,56;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;108,132877933282
01055201034770006; AZUAY;01;03477;0006;1,17;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,8437152656153
01055201034770008; AZUAY;01;03477;0008;1,07;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,2480909090265
01145001037240003; AZUAY;01;03724;0003;,16;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;94,5358981597288
01145001037240004; AZUAY;01;03724;0004;,44;2;2; ;2;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,0401848739183
01055001037440001; AZUAY;01;03744;0001;46,03;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,09857423900562
01015701037690001; AZUAY;01;03769;0001;24,01;3;2;1;3;2;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,8786944894761
01145001038390001; AZUAY;01;03839;0001;13,75;2;2; ;2;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,3665511653227
01145001038390002; AZUAY;01;03839;0002;3,32;2;2; ;1;1; ;1;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,0117715854947
01145001038390003; AZUAY;01;03839;0003;1,3;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,4455690423292
01145001038390004; AZUAY;01;03839;0004;2,03;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;77,3325989636649
01015701039370001; AZUAY;01;03937;0001;40,02;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,9259733806177
01015701040860001; AZUAY;01;04086;0001;40,02;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,9259733806177
01015701040980001; AZUAY;01;04098;0001;19,27;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,3935063175098
01145001041930001; AZUAY;01;04193;0001;1,97;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,719168538802
01145001041930002; AZUAY;01;04193;0002;1,98;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,2422164110221
01145001041930003; AZUAY;01;04193;0003;,77;3;1;2;3;1;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,9001855072248
01145001041930004; AZUAY;01;04193;0004;2,03;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,7930849054939
01145001041930005; AZUAY;01;04193;0005;6,33;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,0145292420992
01145001041930006; AZUAY;01;04193;0006;,21;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;78,8539888952209
01145001041930007; AZUAY;01;04193;0007;3,64;4;2;2;2;1;1; ; ; ;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,1653514674998
01145001041930008; AZUAY;01;04193;0008;,34;4;3;1;3;2;1; ; ; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;77,1064290800256
01145001041930009; AZUAY;01;04193;0009;,2;2; ;2;2; ;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;72,6420644393669
01145001041930010; AZUAY;01;04193;0010;,15;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,5918037792924
01145001041930012; AZUAY;01;04193;0012;2,49;2;2; ;2;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,64902226420504
01145001041930013; AZUAY;01;04193;0013;3,52;3;2;1;3;2;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,63512357142458
01015701042340001; AZUAY;01;04234;0001;17,02;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,0958177252195
01015701042390001; AZUAY;01;04239;0001;45,52;2;2; ;2;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,0946076590612
01055001043540001; AZUAY;01;04354;0001;1,18;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,154004769256
01055001043540002; AZUAY;01;04354;0002;1,8;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,1149881087231
01055001043540004; AZUAY;01;04354;0004;1,55;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,1938905505017
01055001043540005; AZUAY;01;04354;0005;2,9;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,9981235718149
01015901044310001; AZUAY;01;04431;0001;,45;4;1;3;2; ;2; ; ; ;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;95,3030783778267
01015901044310002; AZUAY;01;04431;0002;,01;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;125,042422451808
01015901044310003; AZUAY;01;04431;0003;,3;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;81,7787994937985
01015901044310004; AZUAY;01;04431;0004;,57;3;2;1;3;2;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,4779228420817
01015901044310005; AZUAY;01;04431;0005;1;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;73,0469341284929
01015901044310006; AZUAY;01;04431;0006;,4;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,1000682272022
01015901044310010; AZUAY;01;04431;0010;,4;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,60260066749944
01015901044310011; AZUAY;01;04431;0011;,62;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;73,524331698899
01015901044310012; AZUAY;01;04431;0012;1,1;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,02903643807905
01015901044310014; AZUAY;01;04431;0014;,58;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;85,7449348196379
01015901044310016; AZUAY;01;04431;0016;,4;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;85,5313911802478
01015901044310017; AZUAY;01;04431;0017;,4;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,5206436810931
01015701045480001; AZUAY;01;04548;0001;15,02;2;2; ;2;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,769029140029
01145001046320001; AZUAY;01;04632;0001;4,81;11;10;1;3;2;1; ; ; ;8;8; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,7618166945563
01145001046320002; AZUAY;01;04632;0002;4,32;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,355554539633
01145001046320003; AZUAY;01;04632;0003;5,7;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,3302067772891
01145001046320004; AZUAY;01;04632;0004;2,89;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,0080598541351
01015701046750001; AZUAY;01;04675;0001;253,3;4;2;2;4;2;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,3581950954727
01125001047530001; AZUAY;01;04753;0001;2,86;3;2;1;2;1;1; ; ; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,4186588025267
01125001047530002; AZUAY;01;04753;0002;3,89;3;2;1;1; ;1; ; ; ;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,9915724692068
01125001047530003; AZUAY;01;04753;0003;,85;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,7200028002363
01125001047530004; AZUAY;01;04753;0004;,12;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;80,8055856143711
01125001047530006; AZUAY;01;04753;0006;2,44;2;1;1;1; ;1; ; ; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,02918392528094
01125001047530007; AZUAY;01;04753;0007;5,28;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,43995325376501
01125001047530008; AZUAY;01;04753;0008;,59;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,6047924810028
01125001047530009; AZUAY;01;04753;0009;5,04;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,8575762262878
01125001047640001; AZUAY;01;04764;0001;6,59;3;2;1;2;1;1; ; ; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,1490501664355
01125001047640002; AZUAY;01;04764;0002;7,15;3;2;1;2;1;1; ; ; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,0713435297738
01125001047640003; AZUAY;01;04764;0003;5,31;3;1;2;2; ;2; ; ; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,5001700507489
01016601049400001; AZUAY;01;04940;0001;,12;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,0346621625356
01016601049400002; AZUAY;01;04940;0002;1,03;3;2;1;1; ;1; ; ; ;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,1481099252052
01016601049400003; AZUAY;01;04940;0003;,72;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,4677061680488
