Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ad_numt;ad_numl;rc_clacul;ad_k604;ad_k605;ad_k606;ad_k607;ad_k609;ad_k610;ad_k611;ad_k612;ad_k614;ad_autoconsumo;ad_clavecu;ad_prod;ventas;ad_tn;fact_exp_fin
13165102237430002;MANABÍ;02;23743;0002;2;3;AGUACATE;2;300;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;300;AGUACATE;,0681818181818182; ;TOTAL NACIONAL;226,47426443802
13165102237430002;MANABÍ;02;23743;0002;2;4;COCO (COCOTERO);1;24;UNIDAD;2;FRUTA FRESCA; ; ; ; ;24;COCO (COCOTERO);,0218181818181818; ;TOTAL NACIONAL;226,47426443802
13165102237430004;MANABÍ;02;23743;0004;1;1;MANGO;4;700;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;700;MANGO;,105; ;TOTAL NACIONAL;13,0649824568126
13165102237430004;MANABÍ;02;23743;0004;1;2;NARANJA;10;1500;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;1500;NARANJA;,225; ;TOTAL NACIONAL;13,0649824568126
13165102237430005;MANABÍ;02;23743;0005;3;1;PLATANO;3;3;RACIMO;18;FRUTA FRESCA; ; ; ; ;3;PLATANO;,0245454545454545; ;TOTAL NACIONAL;233,758524405325
13165102237430005;MANABÍ;02;23743;0005;3;2;NARANJA;2;200;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;200;NARANJA;,03; ;TOTAL NACIONAL;233,758524405325
13165102237430005;MANABÍ;02;23743;0005;3;3;MANDARINA;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,0181818181818182; ;TOTAL NACIONAL;233,758524405325
13165102237430006;MANABÍ;02;23743;0006;3;1;NARANJA;3;300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;300;NARANJA;,045; ;TOTAL NACIONAL;34,0373602108603
13165102237430006;MANABÍ;02;23743;0006;3;2;MANGO;2;200;UNIDAD;,16;FRUTA FRESCA; ; ; ; ;200;MANGO;,0145454545454545; ;TOTAL NACIONAL;34,0373602108603
13165102237430006;MANABÍ;02;23743;0006;3;3;GUABA;2;150;UNIDAD;1;FRUTA FRESCA; ; ; ; ;150;GUABA;,0681818181818182; ;TOTAL NACIONAL;34,0373602108603
13165102237430006;MANABÍ;02;23743;0006;3;4;MAMEY;2;200;UNIDAD;1;FRUTA FRESCA; ; ; ; ;200;OTROS PERMANENTES;,0909090909090909; ;TOTAL NACIONAL;34,0373602108603
13165102237430006;MANABÍ;02;23743;0006;3;5;MANDARINA;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,0181818181818182; ;TOTAL NACIONAL;34,0373602108603
13165102237430011;MANABÍ;02;23743;0011;2;1;AGUACATE;2;300;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;300;AGUACATE;,0681818181818182; ;TOTAL NACIONAL;203,959279084533
13165102237430011;MANABÍ;02;23743;0011;2;2;MANGO;2;200;UNIDAD;,16;FRUTA FRESCA; ; ; ; ;200;MANGO;,0145454545454545; ;TOTAL NACIONAL;203,959279084533
13165102237430011;MANABÍ;02;23743;0011;2;3;MANDARINA;5;400;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;400;MANDARINA;,0363636363636364; ;TOTAL NACIONAL;203,959279084533
13165102237430011;MANABÍ;02;23743;0011;2;4;NARANJA;2;200;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;200;NARANJA;,03; ;TOTAL NACIONAL;203,959279084533
13165102237430011;MANABÍ;02;23743;0011;2;5;PLATANO;20;20;RACIMO;15;FRUTA FRESCA; ; ; ; ;20;PLATANO;,136363636363636; ;TOTAL NACIONAL;203,959279084533
13165102237430011;MANABÍ;02;23743;0011;2;6;OTROS BANANOS;2;2;RACIMO;20;FRUTA FRESCA; ; ; ; ;2;BANANO DE EXPORTACION;,0181818181818182; ;TOTAL NACIONAL;203,959279084533
13165102237430011;MANABÍ;02;23743;0011;2;7;LIMON;1;100;UNIDAD;,16;FRUTA FRESCA; ; ; ; ;100;LIMON;,00727272727272727; ;TOTAL NACIONAL;203,959279084533
13165102237430012;MANABÍ;02;23743;0012;2;1;NARANJA;2;200;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;200;NARANJA;,03; ;TOTAL NACIONAL;19,8661635471947
13165102237430012;MANABÍ;02;23743;0012;2;2;AGUACATE;2;400;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;400;AGUACATE;,0909090909090909; ;TOTAL NACIONAL;19,8661635471947
13165102237430012;MANABÍ;02;23743;0012;2;3;PLATANO;3;3;RACIMO;15;FRUTA FRESCA; ; ; ; ;3;PLATANO;,0204545454545455; ;TOTAL NACIONAL;19,8661635471947
13185002237870003;MANABÍ;02;23787;0003;1;1;NARANJA;2;200;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;200;NARANJA;,03; ;TOTAL NACIONAL;16,7239986794801
13185002237870003;MANABÍ;02;23787;0003;1;2;PLATANO;30;30;RACIMO;15;FRUTA FRESCA; ; ; ; ;30;PLATANO;,204545454545455; ;TOTAL NACIONAL;16,7239986794801
13185002237870003;MANABÍ;02;23787;0003;1;3;MANGO;2;200;UNIDAD;,16;FRUTA FRESCA; ; ; ; ;200;MANGO;,0145454545454545; ;TOTAL NACIONAL;16,7239986794801
13185002237870004;MANABÍ;02;23787;0004;1;1;MANGO;3;600;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;600;MANGO;,0136363636363636; ;TOTAL NACIONAL;17,2191959161665
13185002237870004;MANABÍ;02;23787;0004;1;2;NARANJA;3;500;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;500;NARANJA;,075; ;TOTAL NACIONAL;17,2191959161665
13065102238430001;MANABÍ;02;23843;0001;1;1;NARANJA;10;5000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;5000;NARANJA;,454545454545455; ;TOTAL NACIONAL;44,6127812724837
13065102238430001;MANABÍ;02;23843;0001;1;2;PLATANO;300;300;RACIMO;300;FRUTA FRESCA; ; ; ; ;300;PLATANO;40,9090909090909; ;TOTAL NACIONAL;44,6127812724837
13065102238430004;MANABÍ;02;23843;0004;3;1;PLATANO;30;30;RACIMO;30;FRUTA FRESCA; ; ; ; ;30;PLATANO;,409090909090909; ;TOTAL NACIONAL;32,7209357051199
13065102238430004;MANABÍ;02;23843;0004;3;2;NARANJA;10;10000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;10000;NARANJA;,909090909090909; ;TOTAL NACIONAL;32,7209357051199
13065102238430004;MANABÍ;02;23843;0004;3;3;LIMON;3;3000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;3000;LIMON;,136363636363636; ;TOTAL NACIONAL;32,7209357051199
13065102238430004;MANABÍ;02;23843;0004;3;4;AGUACATE;4;400;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;400;AGUACATE;,0909090909090909; ;TOTAL NACIONAL;32,7209357051199
13065102238430004;MANABÍ;02;23843;0004;3;5;MANGO;5;5000;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;5000;MANGO;,681818181818182; ;TOTAL NACIONAL;32,7209357051199
13165102239560001;MANABÍ;02;23956;0001;1;1;NARANJA;4;500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;500;NARANJA;,0227272727272727; ;TOTAL NACIONAL;49,0788840394506
13165102239560002;MANABÍ;02;23956;0002;1;1;AGUACATE;3;600;UNIDAD;1;FRUTA FRESCA; ; ; ; ;600;AGUACATE;,272727272727273; ;TOTAL NACIONAL;38,3416956460859
13165102239560003;MANABÍ;02;23956;0003;1;1;PLATANO;10;10;RACIMO;6;FRUTA FRESCA; ; ; ; ;10;PLATANO;,0272727272727273; ;TOTAL NACIONAL;65,9556629766866
13165102239560005;MANABÍ;02;23956;0005;1;1;NARANJA;5;1000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1000;NARANJA;,0454545454545455; ;TOTAL NACIONAL;53,7856511876751
13165102239560005;MANABÍ;02;23956;0005;1;2;MANGO;2;300;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;300;MANGO;,0272727272727273; ;TOTAL NACIONAL;53,7856511876751
13165102239560010;MANABÍ;02;23956;0010;1;1;NARANJA;15;2000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;2000;NARANJA;,0909090909090909; ;TOTAL NACIONAL;0
13165102239560010;MANABÍ;02;23956;0010;1;2;MANDARINA;10;1000;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;1000;MANDARINA;,0681818181818182; ;TOTAL NACIONAL;0
13165102239560010;MANABÍ;02;23956;0010;1;3;GUANABANA;10;2000;UNIDAD;2,5;FRUTA FRESCA; ; ; ; ;2000;GUANABANA;2,27272727272727; ;TOTAL NACIONAL;0
13165102239560011;MANABÍ;02;23956;0011;2;1;LIMON;1;300;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;300;LIMON;,00681818181818182; ;TOTAL NACIONAL;49,7978499583015
13165102239560011;MANABÍ;02;23956;0011;2;2;NARANJA;1;800;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;800;NARANJA;,0363636363636364; ;TOTAL NACIONAL;49,7978499583015
13065402240580001;MANABÍ;02;24058;0001;1;1;MANGO;1;2000;UNIDAD;3;FRUTA FRESCA; ; ; ; ;2000;MANGO;2,72727272727273; ;TOTAL NACIONAL;51,4165743954803
13065102240660001;MANABÍ;02;24066;0001;1;1;GUANABANA;40;600;UNIDAD;3;FRUTA FRESCA; ; ; ; ;600;GUANABANA;,818181818181818; ;TOTAL NACIONAL;34,5292842606004
13065102240660001;MANABÍ;02;24066;0001;1;2;LIMON;30;6000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;6000;LIMON;,272727272727273; ;TOTAL NACIONAL;34,5292842606004
13065102240660001;MANABÍ;02;24066;0001;1;3;AGUACATE;20;2000;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;2000;AGUACATE;,454545454545455; ;TOTAL NACIONAL;34,5292842606004
13065102240660001;MANABÍ;02;24066;0001;1;4;NARANJA;50;10000;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;10000;NARANJA;1,36363636363636; ;TOTAL NACIONAL;34,5292842606004
13065102240660002;MANABÍ;02;24066;0002;4;1;MANGO;3;500;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;500;MANGO;,0568181818181818; ;TOTAL NACIONAL;68,9576610238182
13065102240660002;MANABÍ;02;24066;0002;4;2;NARANJA;15;3000;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;3000;NARANJA;,409090909090909; ;TOTAL NACIONAL;68,9576610238182
13065102240660002;MANABÍ;02;24066;0002;4;3;OTROS BANANOS;10;10;RACIMO;35;FRUTA FRESCA; ; ; ; ;10;BANANO DE EXPORTACION;,159090909090909; ;TOTAL NACIONAL;68,9576610238182
13065102240660003;MANABÍ;02;24066;0003;1;1;NARANJA;40;8000;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;8000;NARANJA;1,09090909090909; ;TOTAL NACIONAL;75,0985129114066
13065102240660003;MANABÍ;02;24066;0003;1;2;MANGO;10;1500;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;1500;MANGO;,170454545454545; ;TOTAL NACIONAL;75,0985129114066
13065102240660003;MANABÍ;02;24066;0003;2;3;LIMON;10;2500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;2500;LIMON;,113636363636364; ;TOTAL NACIONAL;77,5948976196313
13065102240660004;MANABÍ;02;24066;0004;1;1;NARANJA;5;1000;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;1000;NARANJA;,136363636363636; ;TOTAL NACIONAL;31,2044677366728
13065102240660004;MANABÍ;02;24066;0004;1;2;LIMON;5;1250;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1250;LIMON;,0568181818181818; ;TOTAL NACIONAL;31,2044677366728
13065102240660004;MANABÍ;02;24066;0004;1;3;MANDARINA;5;750;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;750;MANDARINA;,0511363636363636; ;TOTAL NACIONAL;31,2044677366728
13065102240660006;MANABÍ;02;24066;0006;1;1;NARANJA;10;2000;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;2000;NARANJA;,272727272727273; ;TOTAL NACIONAL;69,8141134078528
13065102240660006;MANABÍ;02;24066;0006;1;2;AGUACATE;5;500;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;500;AGUACATE;,113636363636364; ;TOTAL NACIONAL;69,8141134078528
13165302241130001;MANABÍ;02;24113;0001;1;1;MANGO;2;800;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;800;MANGO;,0363636363636364; ;TOTAL NACIONAL;20,8197393974601
13165302241130001;MANABÍ;02;24113;0001;1;2;LIMON;1;100;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;100;LIMON;,00227272727272727; ;TOTAL NACIONAL;20,8197393974601
13165302241130001;MANABÍ;02;24113;0001;1;3;NARANJA;1;300;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;300;NARANJA;,00681818181818182; ;TOTAL NACIONAL;20,8197393974601
13165302241130001;MANABÍ;02;24113;0001;1;4;GUANABANA;1;500;UNIDAD;1;FRUTA FRESCA; ; ; ; ;500;GUANABANA;,227272727272727; ;TOTAL NACIONAL;20,8197393974601
13165302241130002;MANABÍ;02;24113;0002;1;1;PLATANO;10;10;RACIMO;6;FRUTA FRESCA; ; ; ; ;10;PLATANO;,0272727272727273; ;TOTAL NACIONAL;40,7639734821035
13165302241130003;MANABÍ;02;24113;0003;1;1;PLATANO;10;10;RACIMO;26;FRUTA FRESCA; ; ; ; ;10;PLATANO;,118181818181818; ;TOTAL NACIONAL;47,1769104868119
13165302241130004;MANABÍ;02;24113;0004;1;1;TORONJA;2;100;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;100;TORONJA;,0227272727272727; ;TOTAL NACIONAL;61,3732012518003
13165302241130004;MANABÍ;02;24113;0004;1;2;NARANJA;2;100;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;100;NARANJA;,00454545454545455; ;TOTAL NACIONAL;61,3732012518003
13165302241130004;MANABÍ;02;24113;0004;1;3;GUABA;1;40;UNIDAD;1;FRUTA FRESCA; ; ; ; ;40;GUABA;,0181818181818182; ;TOTAL NACIONAL;61,3732012518003
13165302241130004;MANABÍ;02;24113;0004;1;4;MANGO;1;200;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;200;MANGO;,0272727272727273; ;TOTAL NACIONAL;61,3732012518003
13165302241130005;MANABÍ;02;24113;0005;1;1;TORONJA;15;2000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;2000;TORONJA;,181818181818182; ;TOTAL NACIONAL;0
13165302241130005;MANABÍ;02;24113;0005;1;2;MANDARINA;10;1000;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;1000;MANDARINA;,0681818181818182; ;TOTAL NACIONAL;0
13165302241130005;MANABÍ;02;24113;0005;1;3;GUANABANA;10;200;UNIDAD;2,5;FRUTA FRESCA; ; ; ; ;200;GUANABANA;,227272727272727; ;TOTAL NACIONAL;0
13165302241150006;MANABÍ;02;24115;0006;1;1;NARANJA;1;800;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;800;NARANJA;,0363636363636364; ;TOTAL NACIONAL;14,484469211859
13165302241150008;MANABÍ;02;24115;0008;1;1;NARANJA;1;500;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;500;NARANJA;,0454545454545455; ;TOTAL NACIONAL;9,8564053528889
13165302241150008;MANABÍ;02;24115;0008;1;2;LIMON;1;200;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;200;LIMON;,0136363636363636; ;TOTAL NACIONAL;9,8564053528889
13165302241150009;MANABÍ;02;24115;0009;1;1;TORONJA;15;2000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;2000;TORONJA;,0909090909090909; ;TOTAL NACIONAL;0
13165302241150009;MANABÍ;02;24115;0009;1;2;MANDARINA;10;1000;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;1000;MANDARINA;,0681818181818182; ;TOTAL NACIONAL;0
13165302241150009;MANABÍ;02;24115;0009;1;3;GUANABANA;10;200;UNIDAD;2,5;FRUTA FRESCA; ; ; ; ;200;GUANABANA;,227272727272727; ;TOTAL NACIONAL;0
13165202243060001;MANABÍ;02;24306;0001;3;1;PLATANO;10;10;RACIMO;15;FRUTA FRESCA; ; ; ; ;10;PLATANO;,0681818181818182; ;TOTAL NACIONAL;67,5184678423992
13165202243060002;MANABÍ;02;24306;0002;2;1;PLATANO;100;100;RACIMO;30;FRUTA FRESCA; ; ; ; ;100;PLATANO;1,36363636363636; ;TOTAL NACIONAL;44,1028830747723
13165202243060002;MANABÍ;02;24306;0002;2;2;NARANJA;7;1300;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1300;NARANJA;,0590909090909091; ;TOTAL NACIONAL;44,1028830747723
13165202243060004;MANABÍ;02;24306;0004;1;1;OTROS BANANOS;6;6;RACIMO;30;FRUTA FRESCA; ; ; ; ;6;BANANO DE EXPORTACION;,0818181818181818; ;TOTAL NACIONAL;56,3227810078024
13105002243660001;MANABÍ;02;24366;0001;2;1;NARANJA;2;600;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;600;NARANJA;,0272727272727273; ;TOTAL NACIONAL;64,9150544099288
13105002243660001;MANABÍ;02;24366;0001;2;2;PLATANO;3;3;RACIMO;20;FRUTA FRESCA; ; ; ; ;3;PLATANO;,0272727272727273; ;TOTAL NACIONAL;64,9150544099288
13105002243660002;MANABÍ;02;24366;0002;2;1;PLATANO;20;20;RACIMO;15;FRUTA FRESCA; ; ; ; ;20;PLATANO;,136363636363636; ;TOTAL NACIONAL;53,0294125619785
13105002243660002;MANABÍ;02;24366;0002;2;2;NARANJA;5;1500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1500;NARANJA;,0681818181818182; ;TOTAL NACIONAL;53,0294125619785
13105002243660002;MANABÍ;02;24366;0002;2;3;AGUACATE;3;300;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;300;AGUACATE;,0409090909090909; ;TOTAL NACIONAL;53,0294125619785
13105002243660004;MANABÍ;02;24366;0004;3;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);60;7;QUINTAL;100;ALMENDRA SECA;7;QUINTAL;100;ALMENDRA SECA; ;CACAO (ALMENDRA SECA);,318181818181818;,318181818181818;TOTAL NACIONAL;73,9815930497532
13105002243660004;MANABÍ;02;24366;0004;3;2;NARANJA;20;4000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;4000;NARANJA;,181818181818182; ;TOTAL NACIONAL;73,9815930497532
13105002243660004;MANABÍ;02;24366;0004;3;3;MANDARINA;6;1200;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1200;MANDARINA;,0545454545454545; ;TOTAL NACIONAL;73,9815930497532
13105002243660004;MANABÍ;02;24366;0004;3;4;MANGO;3;600;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;600;MANGO;,0409090909090909; ;TOTAL NACIONAL;73,9815930497532
13105002243660004;MANABÍ;02;24366;0004;3;5;AGUACATE;3;450;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;450;AGUACATE;,0511363636363636; ;TOTAL NACIONAL;73,9815930497532
13105002243660005;MANABÍ;02;24366;0005;1;1;NARANJA;20;4000;UNIDAD;,1;FRUTA FRESCA;1000;UNIDAD;,1;FRUTA FRESCA;3000;NARANJA;,181818181818182;,0454545454545455;TOTAL NACIONAL;81,2857191806052
13105002243660006;MANABÍ;02;24366;0006;3;1;NARANJA;10;2000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;2000;NARANJA;,0909090909090909; ;TOTAL NACIONAL;36,7159812624738
13105002243660006;MANABÍ;02;24366;0006;3;2;PAPAYA;20;1200;UNIDAD;1;FRUTA FRESCA; ; ; ; ;1200;PAPAYA;,545454545454545; ;TOTAL NACIONAL;36,7159812624738
13105002243660006;MANABÍ;02;24366;0006;3;3;MANDARINA;3;600;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;600;MANDARINA;,0409090909090909; ;TOTAL NACIONAL;36,7159812624738
13105002243660006;MANABÍ;02;24366;0006;3;4;OTROS BANANOS;15;15;RACIMO;20;FRUTA FRESCA; ; ; ; ;15;BANANO DE EXPORTACION;,136363636363636; ;TOTAL NACIONAL;36,7159812624738
13105002243660007;MANABÍ;02;24366;0007;3;1;PLATANO;80;80;RACIMO;25;FRUTA FRESCA; ; ; ; ;80;PLATANO;,909090909090909; ;TOTAL NACIONAL;87,6186106491498
13105002243660007;MANABÍ;02;24366;0007;3;2;NARANJA;20;4000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;4000;NARANJA;,181818181818182; ;TOTAL NACIONAL;87,6186106491498
13105002243660007;MANABÍ;02;24366;0007;3;3;PAPAYA;20;500;UNIDAD;1;FRUTA FRESCA; ; ; ; ;500;PAPAYA;,227272727272727; ;TOTAL NACIONAL;87,6186106491498
13105002243660007;MANABÍ;02;24366;0007;3;4;CACAO CCN51 O RAMILLA (ALMENDRA SECA);100;4;QUINTAL;100;ALMENDRA SECA;4;QUINTAL;100;ALMENDRA SECA; ;CACAO (ALMENDRA SECA);,181818181818182;,181818181818182;TOTAL NACIONAL;87,6186106491498
13105002243660008;MANABÍ;02;24366;0008;1;1;NARANJA;5;900;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;900;NARANJA;,0409090909090909; ;TOTAL NACIONAL;41,9176050845809
13165202243800001;MANABÍ;02;24380;0001;2;1;NARANJA;3;1000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1000;NARANJA;,0454545454545455; ;TOTAL NACIONAL;70,0613367764401
13165202243800001;MANABÍ;02;24380;0001;2;2;PLATANO;5;5;RACIMO;18;FRUTA FRESCA; ; ; ; ;5;PLATANO;,0409090909090909; ;TOTAL NACIONAL;70,0613367764401
13165202243800002;MANABÍ;02;24380;0002;2;1;PLATANO;40;40;RACIMO;15;FRUTA FRESCA; ; ; ; ;40;PLATANO;,272727272727273; ;TOTAL NACIONAL;107,674606425796
13165202243800002;MANABÍ;02;24380;0002;2;2;NARANJA;3;1000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1000;NARANJA;,0454545454545455; ;TOTAL NACIONAL;107,674606425796
13105402244030001;MANABÍ;02;24403;0001;1;1;NARANJA;1;300;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;300;NARANJA;,0204545454545455; ;TOTAL NACIONAL;79,83548924166
13105402244030001;MANABÍ;02;24403;0001;1;2;LIMON;1;100;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;100;LIMON;,00454545454545455; ;TOTAL NACIONAL;79,83548924166
13105402244030001;MANABÍ;02;24403;0001;1;3;OTROS PERMANENTES;1;30;UNIDAD;,2;SIN ESTADO; ; ; ; ;30;OTROS PERMANENTES;,00272727272727273; ;TOTAL NACIONAL;79,83548924166
13105402244030002;MANABÍ;02;24403;0002;1;1;MANGO;6;1000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1000;MANGO;,0909090909090909; ;TOTAL NACIONAL;14,7769920212158
13105402244030002;MANABÍ;02;24403;0002;1;2;NARANJA;4;800;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;800;NARANJA;,0727272727272727; ;TOTAL NACIONAL;14,7769920212158
13105402244030002;MANABÍ;02;24403;0002;1;3;LIMON;2;200;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;200;LIMON;,00909090909090909; ;TOTAL NACIONAL;14,7769920212158
13105402244030003;MANABÍ;02;24403;0003;1;1;NARANJA;5;2500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;2500;NARANJA;,113636363636364; ;TOTAL NACIONAL;37,0835052880969
13105402244030004;MANABÍ;02;24403;0004;1;1;MANGO;3;90;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;90;MANGO;,00409090909090909; ;TOTAL NACIONAL;23,3096318953752
13105402244030006;MANABÍ;02;24403;0006;2;1;NARANJA;2;600;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;600;NARANJA;,0272727272727273; ;TOTAL NACIONAL;31,2119502841482
13105402244030007;MANABÍ;02;24403;0007;2;1;NARANJA;3;700;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;700;NARANJA;,0318181818181818; ;TOTAL NACIONAL;30,6998447349316
13105402244030007;MANABÍ;02;24403;0007;2;2;MANGO;2;200;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;200;MANGO;,00909090909090909; ;TOTAL NACIONAL;30,6998447349316
13105402244030007;MANABÍ;02;24403;0007;2;3;LIMON;2;500;UNIDAD;,01;FRUTA FRESCA; ; ; ; ;500;LIMON;,00227272727272727; ;TOTAL NACIONAL;30,6998447349316
13105402244030007;MANABÍ;02;24403;0007;2;4;AGUACATE;1;100;UNIDAD;,75;FRUTA FRESCA; ; ; ; ;100;AGUACATE;,0340909090909091; ;TOTAL NACIONAL;30,6998447349316
13105402244030008;MANABÍ;02;24403;0008;1;1;NARANJA;20;4000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;4000;NARANJA;,181818181818182; ;TOTAL NACIONAL;4,26460310813114
13105402244030009;MANABÍ;02;24403;0009;3;1;NARANJA;6;1200;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1200;NARANJA;,0545454545454545; ;TOTAL NACIONAL;91,8147858606184
13105402244030010;MANABÍ;02;24403;0010;1;1;NARANJA;5;1000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1000;NARANJA;,0454545454545455; ;TOTAL NACIONAL;59,0025057351684
13105402244030010;MANABÍ;02;24403;0010;1;2;PLATANO;15;15;RACIMO;60;FRUTA FRESCA;5;RACIMO;60;FRUTA FRESCA;10;PLATANO;,409090909090909;,136363636363636;TOTAL NACIONAL;59,0025057351684
13105402244030011;MANABÍ;02;24403;0011;2;1;NARANJA;20;5000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;5000;NARANJA;,227272727272727; ;TOTAL NACIONAL;77,2573026835351
13105402244030011;MANABÍ;02;24403;0011;2;2;PLATANO;30;30;RACIMO;40;FRUTA FRESCA; ; ; ; ;30;PLATANO;,545454545454545; ;TOTAL NACIONAL;77,2573026835351
13105402244030012;MANABÍ;02;24403;0012;3;1;NARANJA;20;6000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;6000;NARANJA;,272727272727273; ;TOTAL NACIONAL;19,5350608214082
13105402244030013;MANABÍ;02;24403;0013;1;1;MANGO;4;800;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;800;MANGO;,0545454545454545; ;TOTAL NACIONAL;81,8485938144424
13105402244030013;MANABÍ;02;24403;0013;1;2;LIMON;1;300;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;300;LIMON;,00681818181818182; ;TOTAL NACIONAL;81,8485938144424
13105402244030013;MANABÍ;02;24403;0013;1;3;PLATANO;50;50;RACIMO;30;FRUTA FRESCA; ; ; ; ;50;PLATANO;,681818181818182; ;TOTAL NACIONAL;81,8485938144424
13105402244030014;MANABÍ;02;24403;0014;2;1;NARANJA;6;1000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1000;NARANJA;,0454545454545455; ;TOTAL NACIONAL;67,6376648236824
13105402244030014;MANABÍ;02;24403;0014;2;2;AGUACATE;2;200;UNIDAD;,75;FRUTA FRESCA; ; ; ; ;200;AGUACATE;,0681818181818182; ;TOTAL NACIONAL;67,6376648236824
13105402244030015;MANABÍ;02;24403;0015;1;1;PLATANO;6;6;RACIMO;35;FRUTA FRESCA; ; ; ; ;6;PLATANO;,0954545454545455; ;TOTAL NACIONAL;23,905616801791
