Identificador;ual_prov;ual_estr;ual_segm;al_ncues;oe_superficie_ha;oe_k1101;oe_k1102;oe_k1103;oe_k1104;oe_trs;oe_trc;oe_tro;oe_znd;oe_tn;fact_exp_fin
04045103001990032;CARCHI;03;00199;0032;31,02; ; ;4; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,84693866977864
04045103001990052;CARCHI;03;00199;0052;45; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,19478925063259
04035003003120003;CARCHI;03;00312;0003;10,5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,3296065433325
04035003003120005;CARCHI;03;00312;0005;5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,2908506524866
04035003003120007;CARCHI;03;00312;0007;2; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,0963665211776
04035003003120012;CARCHI;03;00312;0012;6,28; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,032945928598
04035003003120014;CARCHI;03;00312;0014;19; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,6598499425957
04035003003120018;CARCHI;03;00312;0018;4; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,8170031497468
04035003003120024;CARCHI;03;00312;0024;31; ;14; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,3302817842541
04035003003120025;CARCHI;03;00312;0025;80; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,52935409463385
04035104000320001;CARCHI;04;00032;0001;29; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,65202371770984
04035104000320002;CARCHI;04;00032;0002;60;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,22858688151275
04035104000400003;CARCHI;04;00040;0003;25; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,884361586249
04035104000400004;CARCHI;04;00040;0004;21; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,52800732718038
04035104000400007;CARCHI;04;00040;0007;12,1; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,2685948940773
04035104000400009;CARCHI;04;00040;0009;101; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,7838306794449
04045104000610005;CARCHI;04;00061;0005;22,5; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,61352675009381
04045104000610006;CARCHI;04;00061;0006;19; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,8012232209824
04045104000610007;CARCHI;04;00061;0007;48; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,3761569243283
04055004000700001;CARCHI;04;00070;0001;17,1; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,0909358250046
04055004000700002;CARCHI;04;00070;0002;6; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,49481557386333
04055004000700003;CARCHI;04;00070;0003;14; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,4008481162879
04055004000700005;CARCHI;04;00070;0005;7,8; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,3223095777276
04035361000992512;CARCHI;61;00099;2512;212;2;15; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
05075401001840001;COTOPAXI;01;00184;0001;71,52; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,30566114933107
05075301002550002;COTOPAXI;01;00255;0002;25,55;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,4637456591097
05075301003820001;COTOPAXI;01;00382;0001;25; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,79741127396366
05075301003820003;COTOPAXI;01;00382;0003;86,03; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,16409714416035
05075301004100002;COTOPAXI;01;00410;0002;40,04; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,3829660526549
05075001006360001;COTOPAXI;01;00636;0001;40,02; ;1;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,8429356632042
05075001009190001;COTOPAXI;01;00919;0001;205,03; ;12; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,966121853640166
05075001009190002;COTOPAXI;01;00919;0002;100; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,04281512694529
05075001019110001;COTOPAXI;01;01911;0001;156,2; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,80290835621916
05075001020850002;COTOPAXI;01;02085;0002;7,16; ;1;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,4814445001001
05075001020980001;COTOPAXI;01;02098;0001;14,04; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,6130172457611
05075001021450002;COTOPAXI;01;02145;0002;5,65; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,2369970920508
05075001026110002;COTOPAXI;01;02611;0002;7; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,9205257242882
05075001026110003;COTOPAXI;01;02611;0003;2,65;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,6969646356422
05075001026110006;COTOPAXI;01;02611;0006;226,02; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,436447979393095
05075001027750003;COTOPAXI;01;02775;0003;5,15; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,4949061657622
05075001029330001;COTOPAXI;01;02933;0001;30; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,65465979233364
05075001032190001;COTOPAXI;01;03219;0001;37,01; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,0501022761803
05075001034430001;COTOPAXI;01;03443;0001;15,5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,204410806839
05075001034430002;COTOPAXI;01;03443;0002;12; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,7121562039016
05075001034580002;COTOPAXI;01;03458;0002;6,07;1; ; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,4397557216321
05075001034580003;COTOPAXI;01;03458;0003;40; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,83031011378598
05075001035600001;COTOPAXI;01;03560;0001;40; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,8053560488206
05025201037980001;COTOPAXI;01;03798;0001;35; ; ;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,9204069129378
05015601041120001;COTOPAXI;01;04112;0001;54; ;8; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,9669304065338
05075001042630003;COTOPAXI;01;04263;0003;3,87; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,7538015738501
05016201045640002;COTOPAXI;01;04564;0002;21; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,02348080792997
05016201045640005;COTOPAXI;01;04564;0005;100; ;12; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,44381832188098
05025101048200001;COTOPAXI;01;04820;0001;75; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,8961898927043
05075001050390004;COTOPAXI;01;05039;0004;7,4;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,6974617838479
05025101050970004;COTOPAXI;01;05097;0004;150; ;6; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,990533154318128
05025101057520001;COTOPAXI;01;05752;0001;100; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,92214241952823
05075001058290009;COTOPAXI;01;05829;0009;,71; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,33456730580918
05025101060750001;COTOPAXI;01;06075;0001;30; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,6038267788953
05075201061150002;COTOPAXI;01;06115;0002;3,61;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,5969107165668
05016101064230001;COTOPAXI;01;06423;0001;13; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,753175035919487
05015601064480010;COTOPAXI;01;06448;0010;20; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,0654725745270065
05016201070940005;COTOPAXI;01;07094;0005;2; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,9866785066801
05016201071160001;COTOPAXI;01;07116;0001;32;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,6889263461427
05016201071930006;COTOPAXI;01;07193;0006;7,53; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,9368718277993
05015601076330001;COTOPAXI;01;07633;0001;17,23; ;17; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,05008602988272
05015601076330002;COTOPAXI;01;07633;0002;57,15; ;8; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,87232280274512
05025101077650001;COTOPAXI;01;07765;0001;84,05; ;2;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,94429809808896
05075101077850001;COTOPAXI;01;07785;0001;13,92; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,745467640133781
05075101077850004;COTOPAXI;01;07785;0004;5,37; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;58,6393804027567
05075201077870012;COTOPAXI;01;07787;0012;13,92; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,81247311546289
05075101081800001;COTOPAXI;01;08180;0001;1,7; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,406518610297
05015601087620011;COTOPAXI;01;08762;0011;1,26; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,0319867638741
05015601087620018;COTOPAXI;01;08762;0018;,6;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,7408885904002
05015601087620028;COTOPAXI;01;08762;0028;,08;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,8578818904276
05015601087620029;COTOPAXI;01;08762;0029;,64;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,4518046031745
05015601087620030;COTOPAXI;01;08762;0030;,75;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,0157675612086
05015601091440026;COTOPAXI;01;09144;0026;,27; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,8574414187628
05015601091440028;COTOPAXI;01;09144;0028;,78;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,948125528251
05015601091440029;COTOPAXI;01;09144;0029;,49; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,7879284930379
05025101096700001;COTOPAXI;01;09670;0001;60; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,78293678713706
05015101097890001;COTOPAXI;01;09789;0001;14,08; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,27034153046623
05015101098240017;COTOPAXI;01;09824;0017;,78;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,3147737789114
05015101100570005;COTOPAXI;01;10057;0005;1,08;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,7117729228464
05065301101230008;COTOPAXI;01;10123;0008;4,75; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,0392337387071
05015101102830004;COTOPAXI;01;10283;0004;8; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,27683249799531
05065301104680001;COTOPAXI;01;10468;0001;4,31;1;1; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,4931809974135
05065301104680002;COTOPAXI;01;10468;0002;1,05;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,5363955464625
05015101105490002;COTOPAXI;01;10549;0002;3,7; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,2037223857498
05015101105490003;COTOPAXI;01;10549;0003;5,97;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,31382724066213
05045301106110001;COTOPAXI;01;10611;0001;11,93; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,9761523450498
05015101114050001;COTOPAXI;01;11405;0001;1,63; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,7675836079923
05015101114050006;COTOPAXI;01;11405;0006;,91; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;98,7819140331808
05015101114050009;COTOPAXI;01;11405;0009;,57; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,77345719709238
05015101114050010;COTOPAXI;01;11405;0010;4,96;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,13780515378775
05015001116420010;COTOPAXI;01;11642;0010;50,51; ;80; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,53932191269376
05015801117700004;COTOPAXI;01;11770;0004;4,4; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,6951729022598
05015801117700005;COTOPAXI;01;11770;0005;6,09; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,9556664371546
05045701118180001;COTOPAXI;01;11818;0001;40; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,41785148661086
05045701118180002;COTOPAXI;01;11818;0002;33; ;3;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,53030856025419
05015801120410030;COTOPAXI;01;12041;0030;50,51; ;80; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,32418307801973
05045701121290001;COTOPAXI;01;12129;0001;60; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,87023736588038
05015001123150012;COTOPAXI;01;12315;0012;1,36;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,0182284737013
05015001123150021;COTOPAXI;01;12315;0021;,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,7228045933513
05015801123530021;COTOPAXI;01;12353;0021;2,37; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,5410795519705
05045701124380001;COTOPAXI;01;12438;0001;60; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,87023736588038
05045701124950001;COTOPAXI;01;12495;0001;84; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,05016954705741
05015001126130001;COTOPAXI;01;12613;0001;152;2;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,89614632863699
05045001128280010;COTOPAXI;01;12828;0010;,58; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,6269506870359
05015001128940001;COTOPAXI;01;12894;0001;2,51; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70,2346691286324
05015001128940003;COTOPAXI;01;12894;0003;30,22; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,396290139111014
05015001128940005;COTOPAXI;01;12894;0005;6,03; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,6698768238717
05045701130940001;COTOPAXI;01;13094;0001;1100; ; ;6; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,538376583593475
05045701131030005;COTOPAXI;01;13103;0005;7;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,1353237408497
05045701131030006;COTOPAXI;01;13103;0006;4;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,1714636586156
05015001132590002;COTOPAXI;01;13259;0002;1,4;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,1428439216999
05015001132590015;COTOPAXI;01;13259;0015;,7;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,0833791727481
05015001132590016;COTOPAXI;01;13259;0016;25,5;3;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,0082537423316
05045701133480001;COTOPAXI;01;13348;0001;1100; ; ;6; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,538376583593475
05045701136240001;COTOPAXI;01;13624;0001;30,03; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,720753977783
05045701136570004;COTOPAXI;01;13657;0004;20; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,171084114341926
05045701136570006;COTOPAXI;01;13657;0006;25; ; ;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,6227166025375
05015001138180001;COTOPAXI;01;13818;0001;1,71; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,5852514675536
05045701141050002;COTOPAXI;01;14105;0002;5,01; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,2512358391539
05045701142370002;COTOPAXI;01;14237;0002;40;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,2696529712863
05045001143550018;COTOPAXI;01;14355;0018;,72;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,8437911413409
05045001153380006;COTOPAXI;01;15338;0006;4; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,3023306111905
05045001154440001;COTOPAXI;01;15444;0001;10; ;2; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,4650560110131
05015201154660001;COTOPAXI;01;15466;0001;17;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,31520062657934
05015001155010013;COTOPAXI;01;15501;0013;1,27; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,8647081988766
05045001158380013;COTOPAXI;01;15838;0013;2; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,52130492587673
05015001161120008;COTOPAXI;01;16112;0008;1,3;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,04647520706807
05015001161120019;COTOPAXI;01;16112;0019;,51;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,7733963405361
05015001161120021;COTOPAXI;01;16112;0021;,57; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,87449018023885
05015001161130022;COTOPAXI;01;16113;0022;,08;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;73,9340494024794
05015001161130035;COTOPAXI;01;16113;0035;,51;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,9191852149346
05015001161130041;COTOPAXI;01;16113;0041;1,3;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,5500357491974
05015001161130042;COTOPAXI;01;16113;0042;,11;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,2862232341901
05015001161130047;COTOPAXI;01;16113;0047;,57; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,24947540196595
05035101162140001;COTOPAXI;01;16214;0001;15,02; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,7353150207018
05035101164290001;COTOPAXI;01;16429;0001;18,02; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,8639101994772
05045001164460002;COTOPAXI;01;16446;0002;1,4;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,664253871745
05015201164840005;COTOPAXI;01;16484;0005;40; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,52443050104259
05015201164910002;COTOPAXI;01;16491;0002;9,35; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,5823451829021
05015201164910008;COTOPAXI;01;16491;0008;,7; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,23234987959875
05045001168770002;COTOPAXI;01;16877;0002;5,5; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,9676971204957
05035101170230001;COTOPAXI;01;17023;0001;5,3; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,6929368438107
05055001171160001;COTOPAXI;01;17116;0001;78; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,59249028144644
05035101172310001;COTOPAXI;01;17231;0001;44,76; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,2308811875072
05055401173550002;COTOPAXI;01;17355;0002;7,91;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,8085962153294
05055401174230020;COTOPAXI;01;17423;0020;,5;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,2473767221062
05055001174260009;COTOPAXI;01;17426;0009;4; ;7; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,714165536907
05045601174770001;COTOPAXI;01;17477;0001;25; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,6888328844427
05055401176100003;COTOPAXI;01;17610;0003;1,35;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,1873187602407
05055001179070002;COTOPAXI;01;17907;0002;3,48; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,77817812712255
05055001179270002;COTOPAXI;01;17927;0002;11; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,39904281021
05055001179270003;COTOPAXI;01;17927;0003;97; ;14; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,45256743454322
05055401179530008;COTOPAXI;01;17953;0008;3,45; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,6172503004615
05055001181410001;COTOPAXI;01;18141;0001;97; ;14; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,10530146343116
05055001181590002;COTOPAXI;01;18159;0002;4,8; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,8425763682623
05035101182820001;COTOPAXI;01;18282;0001;37,37; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,8473171515339
05045001184510014;COTOPAXI;01;18451;0014;,46; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,9030437104674
05045001184510016;COTOPAXI;01;18451;0016;,33; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,11252217415622
05045001186770001;COTOPAXI;01;18677;0001;14; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,89803354248
05055001188320001;COTOPAXI;01;18832;0001;3;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,67922872373081
05035301191100001;COTOPAXI;01;19110;0001;19; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,6404839865708
05035101191430006;COTOPAXI;01;19143;0006;1,5; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,4611937379605
05035101191430009;COTOPAXI;01;19143;0009;18,3; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,42746712047572
05055001194740003;COTOPAXI;01;19474;0003;,9; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,3634370477298
05055001195140007;COTOPAXI;01;19514;0007;24; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,38631774898477
05055201197590008;COTOPAXI;01;19759;0008;,77;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,4179743765942
05055501198730002;COTOPAXI;01;19873;0002;,57; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;72,5433586049033
05055201201470010;COTOPAXI;01;20147;0010;1,43;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,681943563133
05055001202900002;COTOPAXI;01;20290;0002;1,11;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,3241830538664
05055001202900004;COTOPAXI;01;20290;0004;,13;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,5477634582386
05035301203800001;COTOPAXI;01;20380;0001;4; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,93639561634941
05035301203800002;COTOPAXI;01;20380;0002;7; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,8841734091255
05035301203800004;COTOPAXI;01;20380;0004;65; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,49967784693692
05055201208650007;COTOPAXI;01;20865;0007;4,6; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,6808088846948
05055201209100018;COTOPAXI;01;20910;0018;1,4;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,5797506233147
05055201210750014;COTOPAXI;01;21075;0014;,97; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,1600619708594
05055201211430001;COTOPAXI;01;21143;0001;,55; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,8768633714415
05055201211430003;COTOPAXI;01;21143;0003;1,64; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;81,5939622246111
05055201211430010;COTOPAXI;01;21143;0010;,76; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,0394733410773
05035301212040001;COTOPAXI;01;21204;0001;5,02; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,5038746950155
05035301212040002;COTOPAXI;01;21204;0002;6,03; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,9769406418183
05035301212040003;COTOPAXI;01;21204;0003;6; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,47542024583054
05035301212040004;COTOPAXI;01;21204;0004;1,5; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,1974352489761
05035301212040006;COTOPAXI;01;21204;0006;2,5; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,21601324347646
05035301214230002;COTOPAXI;01;21423;0002;1,39;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;87,2415368900765
05035301214230003;COTOPAXI;01;21423;0003;1,93;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,1210800261679
05035301214230004;COTOPAXI;01;21423;0004;3,97;2; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,4179873497247
05035301214230005;COTOPAXI;01;21423;0005;1,62;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,988354022591
05035301214230006;COTOPAXI;01;21423;0006;3,05; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,077097024855
