Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ct_numl;rc_clacul;ct_numt;ct_k504;ct_k505;ct_prepa_suelo;ct_k506;ct_k507;ct_k508;ct_k509;ct_k510ha;ct_k511ha;ct_k512;ct_k516;ct_k517;ct_k518;ct_k520;ct_afecta_prod;ct_k522;ct_k523;ct_k524;ct_k526;ct_venmernac;ct_venmerint;ct_vencenacop;ct_rdproven1;ct_rdproven2;ct_rdproven3;ct_rdproven4;ct_rdproven5;ct_rdproven6;ct_sdrenaje;ct_psdrenaje;ct_presueuti;ct_riego;ct_superf_regada_ha;ct_porc_surc;ct_porc_aspe;ct_porc_micr;ct_porc_gote;ct_porc_nebu;ct_porc_otro;ct_aferti;ct_forg;ct_cant1_fo;ct_umed1_fo;ct_cant2_fo;ct_umed2_fo;ct_cant3_fo;ct_umed3_fo;ct_fqui;ct_cantidad_npk_fq;ct_umed_npk_fq;ct_cantidad_nit_fq;ct_umed_nit_fq;ct_cantidad_fq;ct_umed_fq;ct_cantidad_pot_fq;ct_umed_pot_fq;ct_apliplagui;ct_porg;ct_cantidad_po;ct_umed_po;ct_pqui;ct_cantidad_her_pq;ct_umed_her_pq;ct_color_her_pq;ct_cantidad_ins_pq;ct_umed_ins_pq;ct_color_ins_pq;ct_cantidad_fun_pq;ct_umed_fun_pq;ct_color_fun_pq;ct_cantidad_pq;ct_umed_pq;ct_color_pq;ct_trabocacont;ct_trabfami;ct_piensasem_int;ct_supersem_int;ct_supersemha_int;ct_messiem_int;ct_condcult_int;ct_codcultiv1_int;ct_codcultiv2_int;ct_prod;ct_nclavr;ct_trs;ct_trc;ct_tro;ct_znd;ct_tn;superdida;ct_sequia;ct_helada;ct_plagas;ct_enfermedades;ct_inundacion;ct_otra;ct_secomun;ct_semejorada;ct_secertificada;ct_sehibrinac;ct_sehibrinter;ct_sriego;su_fertilizada;su_plaguicidas;Ventas;ct_nuevacondicion;fact_exp_fin
02055001140930006;BOLÍVAR;01;14093;0006;1;MAIZ SUAVE CHOCLO (CHOCLO);1;1; ;2;2;3;25;10;1;1; ;105;QUINTAL;100;CHOCLO;2;105;QUINTAL;100;CHOCLO;100; ;1; ; ; ; ; ; ;2; ;4;SI;1; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;5;QUINTAL;5;QUINTAL; ; ; ; ;SI;NO; ; ;SI;2;LITRO;VERDE;2;LITRO;VERDE; ; ; ; ; ; ; ; ;1;1;1;MARZO;1;MAIZ SUAVE CHOCLO (CHOCLO); ;4,77272727272727;MAIZ SUAVE CHOCLO (CHOCLO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;1; ; ; ;1;1;1;4,77272727272727;SOLO;9,53046175846896
02055201141060002;BOLÍVAR;01;14106;0002;1;MAIZ SUAVE SECO (GRANO SECO);1;1; ;1;1;1;25;9;,25;,25; ;20;QUINTAL;100;GRANO SECO;6; ; ; ; ; ; ; ;10;10; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;80;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;1;,25;,25;ENERO;1;MAIZ SUAVE SECO (GRANO SECO); ;,909090909090909;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,25; ; ; ; ; ;,25;,25; ;SOLO;53,9429535224391
02055001143750001;BOLÍVAR;01;14375;0001;1;MAIZ SUAVE SECO (GRANO SECO);1;2;1;2;1;2;25;10;1,5;1,5; ;35;QUINTAL;100;GRANO SECO;3;35;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2;QUINTAL;2;QUINTAL; ; ; ; ;SI;NO; ; ;SI;3;LITRO;NO SABE;3;LITRO;NO SABE;50;KILOGRAMO;NO SABE; ; ; ; ; ;1;1,5;1,5;FEBRERO;2;MAIZ SUAVE SECO (GRANO SECO);FREJOL SECO (GRANO SECO);1,59090909090909;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,5; ; ; ; ; ;1,5;1,5;1,59090909090909;ASOCIADO;63,5207275928566
02055001143750001;BOLÍVAR;01;14375;0001;2;FREJOL SECO (GRANO SECO);1;2;1;2;1;2;25;6;1,5;1,5; ;15;QUINTAL;100;GRANO SECO;3;15;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2;QUINTAL;2;QUINTAL; ; ; ; ;SI;NO; ; ;SI;3;LITRO;NO SABE;3;LITRO;NO SABE;50;KILOGRAMO;NO SABE; ; ; ; ; ;1;1,5;1,5;FEBRERO;2;FREJOL SECO (GRANO SECO);MAIZ SUAVE SECO (GRANO SECO);,681818181818182;FREJOL SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,5; ; ; ; ; ;1,5;1,5;,681818181818182;ASOCIADO;63,5207275928566
02055001143780001;BOLÍVAR;01;14378;0001;1;MAIZ DURO SECO (MAZORCA);1;1; ;1;1;1;25;9;3;3; ;211;QUINTAL;100;MAZORCA;2;200;QUINTAL;100;MAZORCA;100; ;1;7; ; ; ;4; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;450;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;1;3;3;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;6,23409090909091;MAIZ DURO SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;3; ; ; ; ; ;3;3;5,90909090909091;SOLO;67,5524349145492
02055001143780001;BOLÍVAR;01;14378;0001;2;FREJOL SECO (GRANO SECO);2;1; ;2;1;2;25;5;,2;,2; ;5;QUINTAL;100;GRANO SECO;6;4;QUINTAL;100;GRANO SECO;100; ;1;1; ; ; ; ; ;2; ;4;SI;,2; ; ; ; ; ;100;SI;NO; ; ; ; ; ; ;SI;20;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;1;,2;,2;ENERO;1;FREJOL SECO (GRANO SECO); ;,227272727272727;FREJOL SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ;,2;,2;,2;,181818181818182;SOLO;54,7394085419145
02055001143780002;BOLÍVAR;01;14378;0002;1;MAIZ SUAVE SECO (GRANO SECO);1;2;1;2;1;2;25;9;2,1;2,1; ;90;QUINTAL;100;GRANO SECO;2;90;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;250;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2;LITRO;VERDE;2;LITRO;VERDE; ; ; ; ; ; ; ; ;1;2,1;2,1;FEBRERO;2;MAIZ SUAVE SECO (GRANO SECO);FREJOL SECO (GRANO SECO);4,09090909090909;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;2,1; ; ; ; ; ;2,1;2,1;4,09090909090909;ASOCIADO;15,3409193218577
02055001143780002;BOLÍVAR;01;14378;0002;2;FREJOL SECO (GRANO SECO);1;2;1;2;1;2;25;7;2,1;2,1; ;25;QUINTAL;100;GRANO SECO;2;25;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;250;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2;LITRO;VERDE;2;LITRO;VERDE; ; ; ; ; ; ; ; ;1;2,1;2,1;FEBRERO;2;FREJOL SECO (GRANO SECO);MAIZ SUAVE SECO (GRANO SECO);1,13636363636364;FREJOL SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;2,1; ; ; ; ; ;2,1;2,1;1,13636363636364;ASOCIADO;15,3409193218577
02055001143780003;BOLÍVAR;01;14378;0003;1;MAIZ SUAVE SECO (GRANO SECO);3;1; ;2;1;1;25;10;1,5;1,5; ;42;QUINTAL;100;GRANO SECO;2;42;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;5;QUINTAL;8;QUINTAL; ; ; ; ;SI;NO; ; ;SI;4;LITRO;VERDE;4;LITRO;VERDE; ; ; ; ; ; ; ; ;1;1,5;1,5;FEBRERO;1;MAIZ SUAVE SECO (GRANO SECO); ;1,90909090909091;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,5; ; ; ; ; ;1,5;1,5;1,90909090909091;SOLO;48,8042437357669
02055001143780003;BOLÍVAR;01;14378;0003;2;MAIZ SUAVE SECO (GRANO SECO);4;1; ;2;1;1;25;10;,6;,6; ;8;QUINTAL;100;GRANO SECO;2;8;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1;QUINTAL;3;QUINTAL; ; ; ; ;SI;NO; ; ;SI;1;LITRO;VERDE;1;LITRO;VERDE; ; ; ; ; ; ; ; ;1;,6;,6;FEBRERO;1;MAIZ SUAVE SECO (GRANO SECO); ;,363636363636364;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6; ; ; ; ; ;,6;,6;,363636363636364;SOLO;15,1641435911428
02055001143780004;BOLÍVAR;01;14378;0004;1;MAIZ SUAVE SECO (GRANO SECO);1;1; ;2;1;1;25;12;1,41;1,41; ;30;QUINTAL;100;GRANO SECO;3;30;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO;50;KILOGRAMO; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1,41;1,41;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;1,36363636363636;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,41; ; ; ; ; ;1,41; ;1,36363636363636;SOLO;19,296250652155
02055001143780004;BOLÍVAR;01;14378;0004;2;FREJOL SECO (GRANO SECO);2;1; ;2;1;2;25;9;,71;,71; ;5;QUINTAL;100;GRANO SECO;3;5;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;50;KILOGRAMO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;,71;,71;FEBRERO;1;FREJOL SECO (GRANO SECO); ;,227272727272727;FREJOL SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,71; ; ; ; ; ;,71; ;,227272727272727;SOLO;4,59164209127051
02055201143930001;BOLÍVAR;01;14393;0001;1;FREJOL SECO (GRANO SECO);1;1; ;2;1;3;25;8;2;2; ;50;QUINTAL;100;GRANO SECO;2;47;QUINTAL;100;GRANO SECO;100; ;1;1; ; ; ;2; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;7;LITRO;AZUL;2;LITRO;AZUL; ; ; ; ; ; ; ; ;1;2;2;MARZO;1;FREJOL SECO (GRANO SECO); ;2,27272727272727;FREJOL SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;2; ; ; ; ; ;2;2;2,13636363636364;SOLO;39,1444142834566
02055201143930001;BOLÍVAR;01;14393;0001;2;MAIZ SUAVE CHOCLO (CHOCLO);2;1; ;2;1;1;25;7;3;3; ;270;QUINTAL;100;CHOCLO;6;270;QUINTAL;100;CHOCLO;100; ;1; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;450;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AZUL;3;LITRO;AZUL; ; ; ; ; ; ; ; ;1;3,3;3,3;ENERO;1;MAIZ SUAVE CHOCLO (CHOCLO); ;12,2727272727273;MAIZ SUAVE CHOCLO (CHOCLO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;3; ; ; ; ; ;3;3;12,2727272727273;SOLO;71,4987120449446
02055201143930001;BOLÍVAR;01;14393;0001;3;MAIZ SUAVE CHOCLO (CHOCLO);3;1; ;2;1;1;25;7;1;1; ;40;QUINTAL;100;CHOCLO;6;40;QUINTAL;100;CHOCLO;100; ;1; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AZUL;1;LITRO;AZUL; ; ; ; ; ; ; ; ;1;,7;,7;ENERO;1;MAIZ SUAVE CHOCLO (CHOCLO); ;1,81818181818182;MAIZ SUAVE CHOCLO (CHOCLO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1,81818181818182;SOLO;54,3074329381312
02055201144930002;BOLÍVAR;01;14493;0002;1;MAIZ SUAVE SECO (GRANO SECO);2;1; ;2;1;4;25;11;1,3;1,3; ;27;QUINTAL;100;GRANO SECO;3; ; ; ; ; ; ; ;2;20; ;5; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;6;LIBRA;AZUL; ; ; ; ; ; ; ; ; ; ; ;1;1,3;1,3;ENERO;1;MAIZ SUAVE SECO (GRANO SECO); ;1,22727272727273;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,3; ; ; ; ; ;1,3;1,3; ;SOLO;41,6399560377648
02055201145130002;BOLÍVAR;01;14513;0002;1;MAIZ SUAVE CHOCLO (CHOCLO);1;1; ;2;1;3;25;8;,7;,5;5;10;QUINTAL;100;CHOCLO;2; ; ; ; ; ; ; ;10; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO;1;LIBRA; ; ; ; ;SI;NO; ; ;SI;1;LITRO;VERDE;1;LITRO;VERDE; ; ; ; ; ; ; ; ;1;,7;,7;MARZO;1;MAIZ SUAVE CHOCLO (CHOCLO); ;,454545454545455;MAIZ SUAVE CHOCLO (CHOCLO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,2; ; ; ; ;,2; ;,7; ; ; ; ; ;,7;,7; ;SOLO;19,5738945464306
02055401147060002;BOLÍVAR;01;14706;0002;1;MAIZ SUAVE SECO (GRANO SECO);1;1; ;2;1;1;25;8;2;,75;2;6;QUINTAL;100;GRANO SECO;2;5;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ;1; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;VERDE;2;LITRO;VERDE; ; ; ; ; ; ; ; ;1;2;2;ENERO;1;MAIZ SUAVE SECO (GRANO SECO); ;,272727272727273;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,25; ;1,25; ; ; ; ;2; ; ; ; ; ;2;2;,227272727272727;SOLO;4,95936972103605
02055401147060003;BOLÍVAR;01;14706;0003;1;MAIZ SUAVE SECO (GRANO SECO);1;1; ;2;1;2;25;9;2;1;2;16;QUINTAL;100;GRANO SECO;2;16;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;4;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;VERDE;2;LITRO;VERDE; ; ; ; ; ; ; ; ;1;2;2;FEBRERO;1;MAIZ SUAVE SECO (GRANO SECO); ;,727272727272727;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1; ; ; ; ;2; ; ; ; ; ;2;2;,727272727272727;SOLO;42,9825637253281
02055401147110001;BOLÍVAR;01;14711;0001;1;MAIZ SUAVE SECO (GRANO SECO);1;1; ;2;1;2;25;10;3;1,5;6;45;QUINTAL;100;GRANO SECO;6;42;QUINTAL;100;GRANO SECO;100; ;2;1; ; ; ;2; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;600;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;12;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;1;3;3;FEBRERO;1;MAIZ SUAVE SECO (GRANO SECO); ;2,04545454545455;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,5; ; ; ; ; ;1,5;3; ; ; ; ; ;3;3;1,90909090909091;SOLO;34,5827969049637
02055401147110001;BOLÍVAR;01;14711;0001;2;FREJOL SECO (GRANO SECO);2;1; ;2;1;4;25;9;,5;,5; ;12;QUINTAL;100;GRANO SECO;6;10;QUINTAL;100;GRANO SECO;100; ;2;1; ; ; ;1; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AZUL; ; ; ;,25;LITRO;AMARILLO; ; ; ; ; ;1;,5;,5;ABRIL;1;FREJOL SECO (GRANO SECO); ;,545454545454545;FREJOL SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,5; ; ; ; ; ;,5;,5;,454545454545455;SOLO;39,8767479242455
02055401147110002;BOLÍVAR;01;14711;0002;1;MAIZ SUAVE SECO (GRANO SECO);1;1; ;2;4;2;25;11;,95;,6;6;25;QUINTAL;100;GRANO SECO;6;23;QUINTAL;100;GRANO SECO;100; ;2;1; ; ; ;1; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ;2;1;1;1;FEBRERO;1;MAIZ SUAVE SECO (GRANO SECO); ;1,13636363636364;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,35; ; ; ; ; ;,35; ; ; ;,95; ; ;,95;,95;1,04545454545455;SOLO;,40497712854684
02055401147110003;BOLÍVAR;01;14711;0003;1;MAIZ SUAVE SECO (GRANO SECO);1;1; ;2;1;2;25;11;3;2,5;6;60;QUINTAL;100;GRANO SECO;6;50;QUINTAL;100;GRANO SECO;100; ;2;5; ; ; ;5; ;2; ;5;NO; ; ; ; ; ; ; ;SI;SI; ; ; ; ;20;LITRO;SI;800;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;8;LITRO;AZUL;3;LITRO;AZUL;2;LITRO;AZUL; ; ; ; ; ;1;3;3;FEBRERO;1;MAIZ SUAVE SECO (GRANO SECO); ;2,72727272727273;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,5; ; ; ; ; ;,5;3; ; ; ; ; ;3;3;2,27272727272727;SOLO;14,7850400013642
02055401147110003;BOLÍVAR;01;14711;0003;2;FREJOL SECO (GRANO SECO);2;1; ;2;2;3;25;9;2;2; ;40;QUINTAL;100;GRANO SECO;6;35;QUINTAL;100;GRANO SECO;100; ;2;2; ; ; ;3; ;2; ;5;NO; ; ; ; ; ; ; ;SI;SI; ; ; ; ;8;LITRO;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;3;LITRO;AZUL;1;LITRO;AZUL; ; ; ; ; ;1;2;2;MARZO;1;FREJOL SECO (GRANO SECO); ;1,81818181818182;FREJOL SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;2; ; ; ; ;2;2;1,59090909090909;SOLO;8,09279295212768
02055201148540001;BOLÍVAR;01;14854;0001;1;MAIZ SUAVE SECO (GRANO SECO);2;1; ;2;2;2;25;10;2;2; ;160;QUINTAL;100;GRANO SECO;6;160;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;2;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ;2;1;2;2;FEBRERO;1;MAIZ SUAVE SECO (GRANO SECO); ;7,27272727272727;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;2; ; ; ; ;2;2;7,27272727272727;SOLO;59,1165363396249
02055201148540003;BOLÍVAR;01;14854;0003;1;MAIZ SUAVE SECO (GRANO SECO);2;1; ;2;2;2;25;10;1,5;1,5; ;120;QUINTAL;100;GRANO SECO;6;120;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ;3;1;1,5;1,5;FEBRERO;1;MAIZ SUAVE SECO (GRANO SECO); ;5,45454545454545;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;1,5; ; ; ; ;1,5;1,5;5,45454545454545;SOLO;24,5731122110477
02055201148600001;BOLÍVAR;01;14860;0001;1;MAIZ SUAVE SECO (GRANO SECO);1;1; ;2;1;1;25;10;1;1; ;70;QUINTAL;100;GRANO SECO;2;70;QUINTAL;100;GRANO SECO;100; ;1; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AMARILLO;4;LITRO;AZUL; ; ; ; ; ; ; ; ;1;1;1;ENERO;1;MAIZ SUAVE SECO (GRANO SECO); ;3,18181818181818;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;3,18181818181818;SOLO;18,2104715469896
02055201148600001;BOLÍVAR;01;14860;0001;2;FREJOL SECO (GRANO SECO);2;1; ;2;1;1;25;10;,8;,8; ;25;QUINTAL;100;GRANO SECO;3;25;QUINTAL;100;GRANO SECO;100; ;1; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;50;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO;1;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,8;,8;ENERO;1;FREJOL SECO (GRANO SECO); ;1,13636363636364;FREJOL SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,8; ; ; ; ; ;,8;,8;1,13636363636364;SOLO;19,2532876529977
02055201148600002;BOLÍVAR;01;14860;0002;1;MAIZ SUAVE SECO (GRANO SECO);1;1; ;2;1;1;25;10;3;3; ;250;QUINTAL;100;GRANO SECO;2;250;QUINTAL;100;GRANO SECO;100; ;1; ; ; ; ; ; ;2; ;6;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;500;KILOGRAMO;400;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;10;LITRO;AMARILLO;10;LITRO;AMARILLO; ; ; ; ; ; ;8; ;1;3;3;ENERO;1;MAIZ SUAVE SECO (GRANO SECO); ;11,3636363636364;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;3; ; ; ; ; ;3;3;11,3636363636364;SOLO;57,8779812881525
02055401149580001;BOLÍVAR;01;14958;0001;1;MAIZ SUAVE SECO (GRANO SECO);1;1; ;2;1;12;24;11;1,4112;1,4112; ;20;QUINTAL;100;GRANO SECO;1;15;QUINTAL;100;GRANO SECO;100; ;2;2; ; ; ;3; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;500;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;4;LITRO;ROJO;4;LITRO;AMARILLO;4;LITRO;AZUL; ; ; ;3;1;1;2;1,4112;DICIEMBRE;1;MAIZ SUAVE SECO (GRANO SECO); ;,909090909090909;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,4112; ; ; ; ; ;1,4112;1,4112;,681818181818182;SOLO;51,8848248591756
02055401149580001;BOLÍVAR;01;14958;0001;2;FREJOL SECO (GRANO SECO);2;1; ;2;1;2;25;10;1,4112;1,4112; ;30;QUINTAL;100;GRANO SECO;1;26;QUINTAL;100;GRANO SECO;100; ;2;1; ; ; ;3; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;50;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;4;LITRO;ROJO;4;LITRO;AMARILLO;4;LITRO;AZUL; ; ; ;3;1;1;2;1,4112;FEBRERO;1;FREJOL SECO (GRANO SECO); ;1,36363636363636;FREJOL SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,4112; ; ; ; ; ;1,4112;1,4112;1,18181818181818;SOLO;40,539802314378
02055401149580003;BOLÍVAR;01;14958;0003;1;MAIZ SUAVE SECO (GRANO SECO);2;1; ;2;1;1;25;10;1,3971;1,3971; ;22;QUINTAL;100;GRANO SECO;1;20;QUINTAL;100;GRANO SECO;100; ;2;2; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;VERDE;2;LITRO;AZUL;1,5;LITRO;VERDE; ; ; ;3;1;1;1,98;1,3971;ENERO;1;MAIZ SUAVE SECO (GRANO SECO); ;1;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,3971; ; ; ; ; ;1,3971;1,3971;,909090909090909;SOLO;71,5930149110732
