Identificador;ual_prov;ual_estr;ual_segm;al_ncues;su_numl;rc_clacul;su_numt;su_k202ha;su_categoria;su_tenencia;ual_trs;ual_trc;ual_tro;ual_znd;ual_tn;us_k301ha;us_k302ha;us_k303ha;us_k304ha;us_k305ha;us_k306ha;us_k307ha;us_k308ha;us_k309ha;us_k310ha;us_transiha;us_montesha;supertotal;fact_exp_fin
01055601013720001; AZUAY;01;01372;0001;2;PASTO MIXTO;2;1,25;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,0473; ; ; ; ; ; ; ;1,0473;66,3700908536929
01055601013720001; AZUAY;01;01372;0001;3;BOSQUES ARTIFICIALES;3;,95;BOSQUES ARTIFICIALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;,8094; ; ;,8094;,8094;66,3700908536929
01055601013720001; AZUAY;01;01372;0001;4;PASTO MIXTO;4;1,16;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,3221; ; ; ; ; ; ; ;1,3221;66,3700908536929
01055601013720001; AZUAY;01;01372;0001;5;PASTO MIXTO;5;,85;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,6585; ; ; ; ; ; ; ;,6585;66,3700908536929
01055601013720002; AZUAY;01;01372;0002;1;PASTO MIXTO;1;,95;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,5983; ; ; ; ; ; ; ;,5983;66,3700908536929
01055601013720002; AZUAY;01;01372;0002;2;ARVEJA TIERNA (VAINA);2;,15;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0615; ; ; ; ; ; ; ; ;,0615; ;,0615;66,3700908536929
01055601013720003; AZUAY;01;01372;0003;1;BOSQUES ARTIFICIALES;1;3,9;BOSQUES ARTIFICIALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;3,2678; ; ;3,2678;3,2678;66,3700908536929
01055601013720003; AZUAY;01;01372;0003;2;PASTO MIXTO;2;,87;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,8015; ; ; ; ; ; ; ;,8015;66,3700908536929
01055601013729999; AZUAY;01;01372;9999;1;OTROS USOS;1;,38;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1476; ; ;,1476;66,3700908536929
01055201014050001; AZUAY;01;01405;0001;1;PASTO MIXTO;1;10;PASTO CULTIVADO;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,9024; ; ; ; ; ; ; ;8,9024;66,3700908536929
01055201014050001; AZUAY;01;01405;0001;2;PAPA;2;,07;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0976; ; ; ; ; ; ; ; ;,0976; ;,0976;66,3700908536929
01015701014360001; AZUAY;01;01436;0001;1;MORA;1;,5;PERMANENTE O PERENNE;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,7042; ; ; ; ; ; ; ; ; ; ; ;,7042;66,3700908536929
01015701014360002; AZUAY;01;01436;0002;1;MONTES Y BOSQUES NATURALES;1;7,7;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,5696; ; ; ;,5696;,5696;66,3700908536929
01015701014360002; AZUAY;01;01436;0002;2;MONTES Y BOSQUES NATURALES;2;2,29;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;7,6246; ; ; ;7,6246;7,6246;66,3700908536929
01015701014360002; AZUAY;01;01436;0002;3;OTROS USOS;3;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0082; ; ;,0082;66,3700908536929
01015701014369999; AZUAY;01;01436;9999;1;OTROS USOS;1;,16;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0934; ; ;,0934;66,3700908536929
01015701016100001; AZUAY;01;01610;0001;1;MERKERON;1;5;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,9392; ; ; ; ; ; ; ;2,9392;66,3700908536929
01015701016100001; AZUAY;01;01610;0001;2;MONTES Y BOSQUES NATURALES;2;1;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,0186; ; ; ;1,0186;1,0186;66,3700908536929
01015701016100002; AZUAY;01;01610;0002;1;MERKERON;1;7;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;4,1844; ; ; ; ; ; ; ;4,1844;66,3700908536929
01015701016100002; AZUAY;01;01610;0002;2;MONTES Y BOSQUES NATURALES;2;,4;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,642; ; ; ;,642;,642;66,3700908536929
01015701016109999; AZUAY;01;01610;9999;1;OTROS USOS;1;,25;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,2159; ; ;,2159;66,3700908536929
01055201016620001; AZUAY;01;01662;0001;1;PASTO MIXTO;1;3;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2547; ; ; ; ; ; ; ;,2547;66,3700908536929
01055201016620001; AZUAY;01;01662;0001;2;PASTO MIXTO;2;7;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,8252; ; ; ; ; ; ; ;3,8252;66,3700908536929
01055201016620001; AZUAY;01;01662;0001;3;OTROS USOS;3;,02;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0154; ; ;,0154;66,3700908536929
01055201016620001; AZUAY;01;01662;0001;4;MONTES Y BOSQUES NATURALES;4;1,2;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,4962; ; ; ;,4962;,4962;66,3700908536929
01055201016620002; AZUAY;01;01662;0002;1;PASTO MIXTO;1;1,5;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2101; ; ; ; ; ; ; ;,2101;66,3700908536929
01055201016620002; AZUAY;01;01662;0002;2;OTROS USOS;2;,25;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,2191; ; ;,2191;66,3700908536929
01055201016620002; AZUAY;01;01662;0002;3;PASTO MIXTO;3;1,6;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,4155; ; ; ; ; ; ; ;1,4155;66,3700908536929
01055201016620002; AZUAY;01;01662;0002;4;PAPA;4;,04;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1745; ; ; ; ; ; ; ; ;,1745; ;,1745;66,3700908536929
01055201016620002; AZUAY;01;01662;0002;5;OTROS USOS;5;,07;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0601; ; ;,0601;66,3700908536929
01055201016620003; AZUAY;01;01662;0003;1;PASTO MIXTO;1;1,2;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,3127; ; ; ; ; ; ; ;1,3127;66,3700908536929
01055201016620003; AZUAY;01;01662;0003;2;PASTO MIXTO;2;2;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,4802; ; ; ; ; ; ; ;,4802;66,3700908536929
01055201016620003; AZUAY;01;01662;0003;3;OTROS USOS;3;,02;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,078; ; ;,078;66,3700908536929
01055201016629999; AZUAY;01;01662;9999;1;OTROS USOS;1;,44;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,4582; ; ;,4582;66,3700908536929
01056201016780001; AZUAY;01;01678;0001;1;PASTO MIXTO;1;,7;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,7708; ; ; ; ; ; ; ;,7708;66,3700908536929
01056201016780001; AZUAY;01;01678;0001;2;PASTO MIXTO;2;1,35;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,2094; ; ; ; ; ; ; ;1,2094;66,3700908536929
01056201016780001; AZUAY;01;01678;0001;3;PASTO MIXTO;3;,75;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,8296; ; ; ; ; ; ; ;,8296;66,3700908536929
01056201016780001; AZUAY;01;01678;0001;4;PASTO MIXTO;4;,3;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2911; ; ; ; ; ; ; ;,2911;66,3700908536929
01056201016780002; AZUAY;01;01678;0002;1;PASTO MIXTO;1;3;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,7455; ; ; ; ; ; ; ;,7455;66,3700908536929
01056201016780002; AZUAY;01;01678;0002;2;OTROS USOS;2;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0129; ; ;,0129;66,3700908536929
01056201016780002; AZUAY;01;01678;0002;3;PAPA;3;,2;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1934; ; ; ; ; ; ; ; ;,1934; ;,1934;66,3700908536929
01056201016780002; AZUAY;01;01678;0002;4;PASTO MIXTO;4;,8;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,537; ; ; ; ; ; ; ;,537;66,3700908536929
01056201016780003; AZUAY;01;01678;0003;1;PASTO MIXTO;1;2;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,0629; ; ; ; ; ; ; ;2,0629;66,3700908536929
01056201016780003; AZUAY;01;01678;0003;2;PASTO MIXTO;2;2,2;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,1847; ; ; ; ; ; ; ;2,1847;66,3700908536929
01056201016789999; AZUAY;01;01678;9999;1;OTROS USOS;1;,42;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1626; ; ;,1626;66,3700908536929
01135201017190001; AZUAY;01;01719;0001;1;PASTO MIXTO;1;5,41;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;4,916; ; ; ; ; ; ; ;4,916;66,3700908536929
01135201017190001; AZUAY;01;01719;0001;2;PASTO MIXTO;2;3,35;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,5443; ; ; ; ; ; ; ;,5443;66,3700908536929
01135201017190002; AZUAY;01;01719;0002;1;PASTO MIXTO;1;2,06;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,75; ; ; ; ; ; ; ;,75;66,3700908536929
01135201017190003; AZUAY;01;01719;0003;1;PASTOS NATURALES;1;4,42;PASTO NATURAL;LITIGIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2,721; ; ; ; ; ; ;2,721;66,3700908536929
01135201017199999; AZUAY;01;01719;9999;1;OTROS USOS;1;,07;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0686; ; ;,0686;66,3700908536929
01135201017240001; AZUAY;01;01724;0001;1;PASTO MIXTO;1;7,5;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,5711; ; ; ; ; ; ; ;2,5711;66,3700908536929
01135201017240001; AZUAY;01;01724;0001;2;PASTO MIXTO;2;4;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,1469; ; ; ; ; ; ; ;2,1469;66,3700908536929
01135201017240002; AZUAY;01;01724;0002;1;PASTOS NATURALES;1;7,64;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;4,137; ; ; ; ; ; ;4,137;66,3700908536929
01135201017249999; AZUAY;01;01724;9999;1;OTROS USOS;1;,03;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,145; ; ;,145;66,3700908536929
01056201017690001; AZUAY;01;01769;0001;1;MONTES Y BOSQUES NATURALES;1;15;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;9; ; ; ;9;9;66,3700908536929
01056201019480001; AZUAY;01;01948;0001;1;PAPA;1;,11;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1243; ; ; ; ; ; ; ; ;,1243; ;,1243;66,3700908536929
01056201019480001; AZUAY;01;01948;0001;2;PASTO MIXTO;2;2,85;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,0201; ; ; ; ; ; ; ;3,0201;66,3700908536929
01056201019480001; AZUAY;01;01948;0001;3;PAPA;3;,2;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1843; ; ; ; ; ; ; ; ;,1843; ;,1843;66,3700908536929
01056201019480001; AZUAY;01;01948;0001;4;PAPA;4;,4;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,2918; ; ; ; ; ; ; ; ;,2918; ;,2918;66,3700908536929
01056201019480002; AZUAY;01;01948;0002;1;PAPA;1;,7;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,4191; ; ; ; ; ; ; ; ;,4191; ;,4191;66,3700908536929
01056201019480002; AZUAY;01;01948;0002;2;PASTO MIXTO;2;3,45;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,6884; ; ; ; ; ; ; ;3,6884;66,3700908536929
01056201019480002; AZUAY;01;01948;0002;3;MONTES Y BOSQUES NATURALES;3;,41;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,4075; ; ; ;,4075;,4075;66,3700908536929
01056201019480003; AZUAY;01;01948;0003;1;PAPA;1;,2;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,191; ; ; ; ; ; ; ; ;,191; ;,191;66,3700908536929
01056201019480003; AZUAY;01;01948;0003;2;PASTO MIXTO;2;,7;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,6735; ; ; ; ; ; ; ;,6735;66,3700908536929
01056101021017777; AZUAY;01;02101;7777;1;OTROS USOS;1;9;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;9; ; ;9;0
01135201022300001; AZUAY;01;02230;0001;1;KIKUYO;1;5,93;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0017; ; ; ; ; ; ; ;,0017;82,9626135671161
01135201022300001; AZUAY;01;02230;0001;2;KIKUYO;2;,06;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0651; ; ; ; ; ; ; ;,0651;82,9626135671161
01135201022300001; AZUAY;01;02230;0001;3;KIKUYO;3;,01;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,852; ; ; ; ; ; ; ;2,852;82,9626135671161
01135201022300002; AZUAY;01;02230;0002;1;KIKUYO;1;2,1;PASTO CULTIVADO;LITIGIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,8246; ; ; ; ; ; ; ;1,8246;82,9626135671161
01135201022300002; AZUAY;01;02230;0002;2;BOSQUES ARTIFICIALES;2;,6;BOSQUES ARTIFICIALES;LITIGIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;,5949; ; ;,5949;,5949;82,9626135671161
01135201022300003; AZUAY;01;02230;0003;1;KIKUYO;1;2;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,1279; ; ; ; ; ; ; ;1,1279;82,9626135671161
01135201022300003; AZUAY;01;02230;0003;2;OTROS USOS;2;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,007; ; ;,007;82,9626135671161
01135201022300004; AZUAY;01;02230;0004;1;KIKUYO;1;1,3;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,3479; ; ; ; ; ; ; ;1,3479;82,9626135671161
01135201022300005; AZUAY;01;02230;0005;1;KIKUYO;1;4;PASTO CULTIVADO;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,7553; ; ; ; ; ; ; ;,7553;82,9626135671161
01135201022309999; AZUAY;01;02230;9999;1;OTROS USOS;1;,39;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,4188; ; ;,4188;82,9626135671161
01135201022309999; AZUAY;01;02230;9999;2;OTROS USOS;2;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0049; ; ;,0049;82,9626135671161
01056201022750001; AZUAY;01;02275;0001;1;PAPA;1;,35;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,3115; ; ; ; ; ; ; ; ;,3115; ;,3115;82,9626135671161
01056201022750001; AZUAY;01;02275;0001;2;MAIZ SUAVE SECO (MAZORCA);2;,16;TRANSITORIO;ARRENDATARIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0488; ; ; ; ; ; ; ; ;,0488; ;,0488;82,9626135671161
01056201022750001; AZUAY;01;02275;0001;3;ARVEJA TIERNA (VAINA);3;,15;TRANSITORIO;ARRENDATARIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1425; ; ; ; ; ; ; ; ;,1425; ;,1425;82,9626135671161
01056201022750001; AZUAY;01;02275;0001;4;MELLOCO;4;,2;TRANSITORIO;ARRENDATARIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0441; ; ; ; ; ; ; ; ;,0441; ;,0441;82,9626135671161
01056201022750001; AZUAY;01;02275;0001;5;BARBECHO O RASTROJO;5;,15;BARBECHO;ARRENDATARIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;,0068; ; ; ; ; ; ; ;,0068; ;,0068;82,9626135671161
01056201022750002; AZUAY;01;02275;0002;1;PASTO MIXTO;1;,6;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,5623; ; ; ; ; ; ; ;,5623;82,9626135671161
01056201022750002; AZUAY;01;02275;0002;2;MONTES Y BOSQUES NATURALES;2;1;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,1075; ; ; ;1,1075;1,1075;82,9626135671161
01056201022750003; AZUAY;01;02275;0003;1;PASTO MIXTO;1;2,35;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,891; ; ; ; ; ; ; ;1,891;82,9626135671161
01056201022750003; AZUAY;01;02275;0003;2;PAPA;2;,2;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,225; ; ; ; ; ; ; ; ;,225; ;,225;82,9626135671161
01056201022750004; AZUAY;01;02275;0004;1;MONTES Y BOSQUES NATURALES;1;1,8;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,9191; ; ; ;1,9191;1,9191;82,9626135671161
01056201022750004; AZUAY;01;02275;0004;2;KIKUYO;2;,6;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2265; ; ; ; ; ; ; ;,2265;82,9626135671161
01056201022750005; AZUAY;01;02275;0005;1;KIKUYO;1;1,3;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,1893; ; ; ; ; ; ; ;1,1893;82,9626135671161
01056201022750005; AZUAY;01;02275;0005;2;BARBECHO O RASTROJO;2;,35;BARBECHO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;,353; ; ; ; ; ; ; ;,353; ;,353;82,9626135671161
01056201022750005; AZUAY;01;02275;0005;3;KIKUYO;3;,22;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2268; ; ; ; ; ; ; ;,2268;82,9626135671161
01056201022750005; AZUAY;01;02275;0005;4;PAPA;4;,1;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0609; ; ; ; ; ; ; ; ;,0609; ;,0609;82,9626135671161
01056201022750005; AZUAY;01;02275;0005;5;ARVEJA TIERNA (VAINA);5;,15;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1604; ; ; ; ; ; ; ; ;,1604; ;,1604;82,9626135671161
01056201022750006; AZUAY;01;02275;0006;1;KIKUYO;1;2;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0884; ; ; ; ; ; ; ;,0884;82,9626135671161
01056201022750007; AZUAY;01;02275;0007;1;KIKUYO;1;,5;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2417; ; ; ; ; ; ; ;,2417;82,9626135671161
01056201022759999; AZUAY;01;02275;9999;1;OTROS USOS;1;,3;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1943; ; ;,1943;82,9626135671161
01015701023160001; AZUAY;01;02316;0001;1;PASTO MIXTO;1;7;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;4,2325; ; ; ; ; ; ; ;4,2325;82,9626135671161
01015701023160001; AZUAY;01;02316;0001;2;MONTES Y BOSQUES NATURALES;2;5,5;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;4,7675; ; ; ;4,7675;4,7675;82,9626135671161
01015701023250001; AZUAY;01;02325;0001;1;KIKUYO;1;3;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,4037; ; ; ; ; ; ; ;1,4037;82,9626135671161
01015701023250002; AZUAY;01;02325;0002;1;PASTO MIXTO;1;8;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,6925; ; ; ; ; ; ; ;1,6925;82,9626135671161
01015701023250002; AZUAY;01;02325;0002;2;PASTO MIXTO;2;5;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,1369; ; ; ; ; ; ; ;,1369;82,9626135671161
01015701023250002; AZUAY;01;02325;0002;3;PASTO MIXTO;3;,15;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2387; ; ; ; ; ; ; ;,2387;82,9626135671161
01015701023250002; AZUAY;01;02325;0002;4;MONTES Y BOSQUES NATURALES;4;6;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;2,3819; ; ; ;2,3819;2,3819;82,9626135671161
01015701023250002; AZUAY;01;02325;0002;5;MONTES Y BOSQUES NATURALES;5;,6;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,7035; ; ; ;,7035;,7035;82,9626135671161
01015701023250002; AZUAY;01;02325;0002;6;MONTES Y BOSQUES NATURALES;6;1;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,521; ; ; ;,521;,521;82,9626135671161
01015701023250003; AZUAY;01;02325;0003;1;KIKUYO;1;1;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2095; ; ; ; ; ; ; ;,2095;82,9626135671161
01015701023250003; AZUAY;01;02325;0003;2;KIKUYO;2;2;PASTO CULTIVADO;USUFRUCTO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2069; ; ; ; ; ; ; ;,2069;82,9626135671161
01015701023250003; AZUAY;01;02325;0003;3;MONTES Y BOSQUES NATURALES;3;2,5;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,9618; ; ; ;,9618;,9618;82,9626135671161
01015701023250003; AZUAY;01;02325;0003;4;MONTES Y BOSQUES NATURALES;4;1;MONTES Y BOSQUES NATURALES;USUFRUCTO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,1526; ; ; ;,1526;,1526;82,9626135671161
01015701023259999; AZUAY;01;02325;9999;1;OTROS USOS;1;,64;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,391; ; ;,391;82,9626135671161
