Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cg_vive_predio_pr;cg_terredensm;cg_dista_pre_viv;cg_k100;cg_k101;cg_se_define;cg_k102;cg_segsoccam;cg_dispo_comp;cg_dispo_tlfint;cg_dispo_internet;cg_superficie;cg_unidadmedida;sup_ha;edad_rango;instrucción;grupo1;Productor
15035001035150002;NAPO;01;03515;0002;SI;SI; ;HOMBRE;35;INDÍGENA;SECUNDARIA;NO;NO;SI;NO;,68;HECTÁREAS;,68; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;1
15035001035150004;NAPO;01;03515;0004;SI;SI; ;HOMBRE;58;INDÍGENA;PRIMARIA;NO;NO;SI;SI;,16;HECTÁREAS;,16;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;1
15035001036080002;NAPO;01;03608;0002;SI;SI; ;HOMBRE;66;MESTIZO;SECUNDARIA;NO;NO;SI;SI;2,06;HECTÁREAS;2,06;65 años y más;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035001036080003;NAPO;01;03608;0003;SI;SI; ;MUJER;64;INDÍGENA;PRIMARIA;NO;NO;NO;NO;4,02;HECTÁREAS;4,02;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
15035001036080004;NAPO;01;03608;0004;NO; ;,5;HOMBRE;67;INDÍGENA;PRIMARIA;NO;NO;NO;NO;3,01;HECTÁREAS;3,01;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
15035001036080005;NAPO;01;03608;0005;NO; ;,25;MUJER;43;INDÍGENA;PRIMARIA;NO;NO;NO;NO;1,86;HECTÁREAS;1,86; entre 35 y 44años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001036080006;NAPO;01;03608;0006;SI;SI; ;HOMBRE;56;INDÍGENA;PRIMARIA;NO;NO;NO;NO;1,49;HECTÁREAS;1,49;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001036080007;NAPO;01;03608;0007;SI;SI; ;MUJER;52;MESTIZO;SECUNDARIA;NO;SI;SI;SI;2,27;HECTÁREAS;2,27; entre 45 y 54años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035001036780007;NAPO;01;03678;0007;SI;SI; ;HOMBRE;58;MESTIZO;SECUNDARIA;NO;SI;SI;SI;1,54;HECTÁREAS;1,54;entre 55 y 64 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001036780009;NAPO;01;03678;0009;SI;SI; ;MUJER;40;INDÍGENA;PRIMARIA;NO;NO;SI;SI;2,53;HECTÁREAS;2,53; entre 35 y 44años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035001036780015;NAPO;01;03678;0015;SI;SI; ;HOMBRE;79;INDÍGENA;NINGUNA;NO;NO;NO;NO;,09;HECTÁREAS;,09;65 años y más;NINGUNA;Menor a 1 hectárea;1
15035001036780020;NAPO;01;03678;0020;SI;SI; ;MUJER;35;INDÍGENA;SECUNDARIA;NO;NO;NO;NO;1,52;HECTÁREAS;1,52; entre 35 y 44años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001036780027;NAPO;01;03678;0027;SI;NO;,01;MUJER;50;INDÍGENA;SECUNDARIA;NO;NO;SI;SI;1,26;HECTÁREAS;1,26; entre 45 y 54años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001036780031;NAPO;01;03678;0031;SI;SI; ;MUJER;48;INDÍGENA;SUPERIOR;NO;SI;SI;SI;1,09;HECTÁREAS;1,09; entre 45 y 54años;SUPERIOR;De 1 hectárea a menos de 2 hectáreas;1
15035001036780040;NAPO;01;03678;0040;SI;SI; ;MUJER;55;INDÍGENA;SECUNDARIA;NO;SI;SI;SI;5,02;HECTÁREAS;5,02;entre 55 y 64 años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
15035001036780041;NAPO;01;03678;0041;SI;SI; ;MUJER;50;INDÍGENA;SECUNDARIA;SI;NO;NO;SI;1,52;HECTÁREAS;1,52; entre 45 y 54años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001036780046;NAPO;01;03678;0046;SI;SI; ;HOMBRE;47;INDÍGENA;PRIMARIA;SI;NO;NO;SI;1,31;HECTÁREAS;1,31; entre 45 y 54años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001036780047;NAPO;01;03678;0047;SI;SI; ;HOMBRE;52;INDÍGENA;SECUNDARIA;NO;NO;SI;SI;2,06;HECTÁREAS;2,06; entre 45 y 54años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035001036780048;NAPO;01;03678;0048;SI;SI; ;MUJER;57;INDÍGENA;SECUNDARIA;SI;NO;SI;SI;,79;HECTÁREAS;,79;entre 55 y 64 años;SECUNDARIA;Menor a 1 hectárea;1
15035001036780056;NAPO;01;03678;0056;SI;SI; ;MUJER;59;INDÍGENA;PRIMARIA;SI;NO;NO;NO;1,88;HECTÁREAS;1,88;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001036780061;NAPO;01;03678;0061;SI;SI; ;MUJER;38;INDÍGENA;SECUNDARIA;NO;NO;SI;SI;1,07;HECTÁREAS;1,07; entre 35 y 44años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001036780062;NAPO;01;03678;0062;SI;SI; ;HOMBRE;23;INDÍGENA;SUPERIOR;NO;SI;SI;SI;,54;HECTÁREAS;,54; entre 15 y 24 años;SUPERIOR;Menor a 1 hectárea;1
15035001036780063;NAPO;01;03678;0063;SI;SI; ;HOMBRE;56;INDÍGENA;NINGUNA;NO;NO;SI;SI;,58;HECTÁREAS;,58;entre 55 y 64 años;NINGUNA;Menor a 1 hectárea;1
15035001038170001;NAPO;01;03817;0001;SI;SI; ;MUJER;63;INDÍGENA;PRIMARIA;NO;NO;NO;NO;,87;HECTÁREAS;,87;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;1
15035001038170007;NAPO;01;03817;0007;SI;NO;,01;MUJER;55;INDÍGENA;PRIMARIA;NO;NO;SI;SI;1,53;HECTÁREAS;1,53;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001039670001;NAPO;01;03967;0001;SI;SI; ;MUJER;38;INDÍGENA;PRIMARIA;NO;NO;NO;NO;,51;HECTÁREAS;,51; entre 35 y 44años;PRIMARIA;Menor a 1 hectárea;1
15035001039670002;NAPO;01;03967;0002;SI;SI; ;HOMBRE;33;INDÍGENA;SECUNDARIA;NO;NO;NO;NO;1,03;HECTÁREAS;1,03;entre 25 y 34 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001039670003;NAPO;01;03967;0003;SI;SI; ;HOMBRE;40;INDÍGENA;PRIMARIA;NO;NO;SI;SI;2,52;HECTÁREAS;2,52; entre 35 y 44años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035001039670004;NAPO;01;03967;0004;SI;SI; ;MUJER;33;INDÍGENA;SECUNDARIA;NO;NO;SI;SI;1,52;HECTÁREAS;1,52;entre 25 y 34 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001039670005;NAPO;01;03967;0005;SI;SI; ;MUJER;53;INDÍGENA;PRIMARIA;NO;NO;SI;SI;4,07;HECTÁREAS;4,07; entre 45 y 54años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
15035001039670007;NAPO;01;03967;0007;SI;SI; ;HOMBRE;51;INDÍGENA;SECUNDARIA;NO;NO;SI;SI;2,03;HECTÁREAS;2,03; entre 45 y 54años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035001039670011;NAPO;01;03967;0011;SI;SI; ;HOMBRE;36;INDÍGENA;PRIMARIA;NO;NO;SI;SI;1,12;HECTÁREAS;1,12; entre 35 y 44años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001039670020;NAPO;01;03967;0020;SI;SI; ;MUJER;21;INDÍGENA;SECUNDARIA;NO;NO;SI;SI;2,04;HECTÁREAS;2,04; entre 15 y 24 años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035001039670021;NAPO;01;03967;0021;SI;NO;7;HOMBRE;67;INDÍGENA;PRIMARIA;NO;NO;NO;NO;6,06;HECTÁREAS;6,06;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
15035001039670022;NAPO;01;03967;0022;SI;SI; ;MUJER;61;INDÍGENA;NINGUNA;NO;NO;NO;SI;1,05;HECTÁREAS;1,05;entre 55 y 64 años;NINGUNA;De 1 hectárea a menos de 2 hectáreas;1
15035001039670023;NAPO;01;03967;0023;SI;SI; ;MUJER;40;INDÍGENA;PRIMARIA;NO;NO;SI;SI;2,11;HECTÁREAS;2,11; entre 35 y 44años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035001039670026;NAPO;01;03967;0026;SI;SI; ;MUJER;54;INDÍGENA;SECUNDARIA;NO;NO;SI;SI;7,26;HECTÁREAS;7,26; entre 45 y 54años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
15035001039670030;NAPO;01;03967;0030;SI;SI; ;HOMBRE;32;INDÍGENA;SECUNDARIA;NO;NO;SI;NO;2,05;HECTÁREAS;2,05;entre 25 y 34 años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035001039670034;NAPO;01;03967;0034;SI;SI; ;MUJER;54;INDÍGENA;PRIMARIA;NO;NO;SI;NO;1,05;HECTÁREAS;1,05; entre 45 y 54años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001039670035;NAPO;01;03967;0035;SI;SI; ;HOMBRE;46;INDÍGENA;SECUNDARIA;NO;NO;SI;SI;1,65;HECTÁREAS;1,65; entre 45 y 54años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035001039670039;NAPO;01;03967;0039;SI;SI; ;MUJER;35;INDÍGENA;PRIMARIA;NO;SI;SI;NO;3,05;HECTÁREAS;3,05; entre 35 y 44años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
15035201027030001;NAPO;01;02703;0001;NO; ;8;HOMBRE;66;INDÍGENA;SECUNDARIA;NO;NO;NO;NO;37,03;HECTÁREAS;37,03;65 años y más;SECUNDARIA;De 20 hectáreas a menos de 50 hectáreas;1
15035201029770001;NAPO;01;02977;0001;NO; ;5;HOMBRE;75;INDÍGENA;NINGUNA;NO;NO;NO;NO;78,52;HECTÁREAS;78,52;65 años y más;NINGUNA;De 50 hectáreas a menos de 100 hectáreas;1
15035201031790001;NAPO;01;03179;0001;SI;SI; ;HOMBRE;41;INDÍGENA;PRIMARIA;NO;NO;NO;NO;7,02;HECTÁREAS;7,02; entre 35 y 44años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
15035201033480002;NAPO;01;03348;0002;SI;SI; ;HOMBRE;50;INDÍGENA;PRIMARIA;NO;NO;NO;NO;1,23;HECTÁREAS;1,23; entre 45 y 54años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
15035201033480004;NAPO;01;03348;0004;SI;SI; ;HOMBRE;50;INDÍGENA;PRIMARIA;NO;NO;NO;NO;,78;HECTÁREAS;,78; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;1
15035201033480007;NAPO;01;03348;0007;SI;SI; ;HOMBRE;63;INDÍGENA;SECUNDARIA;NO;NO;SI;SI;1,33;HECTÁREAS;1,33;entre 55 y 64 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035201033480009;NAPO;01;03348;0009;SI;SI; ;MUJER;56;INDÍGENA;SECUNDARIA;NO;NO;SI;SI;1,59;HECTÁREAS;1,59;entre 55 y 64 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035201033480010;NAPO;01;03348;0010;SI;NO;4;MUJER;69;INDÍGENA;PRIMARIA;NO;NO;NO;NO;2,01;HECTÁREAS;2,01;65 años y más;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035201033480012;NAPO;01;03348;0012;NO; ;3;MUJER;56;INDÍGENA;SECUNDARIA;NO;NO;NO;SI;1,81;HECTÁREAS;1,81;entre 55 y 64 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035201033480013;NAPO;01;03348;0013;NO; ;2;MUJER;36;INDÍGENA;SECUNDARIA;NO;NO;SI;NO;,18;HECTÁREAS;,18; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;1
15035201033480020;NAPO;01;03348;0020;SI;SI; ;MUJER;42;INDÍGENA;SECUNDARIA;NO;NO;NO;NO;1,06;HECTÁREAS;1,06; entre 35 y 44años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
15035201033480024;NAPO;01;03348;0024;SI;SI; ;MUJER;27;INDÍGENA;PRIMARIA;NO;SI;SI;SI;1,02;HECTÁREAS;1,02;entre 25 y 34 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
15035201033510001;NAPO;01;03351;0001;NO; ;,1;HOMBRE;55;INDÍGENA;SECUNDARIA;NO;NO;NO;NO;2,02;HECTÁREAS;2,02;entre 55 y 64 años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035201033510002;NAPO;01;03351;0002;NO; ;1;HOMBRE;48;INDÍGENA;PRIMARIA;NO;NO;NO;NO;2,02;HECTÁREAS;2,02; entre 45 y 54años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035201033510003;NAPO;01;03351;0003;SI;NO;,05;HOMBRE;63;INDÍGENA;NINGUNA;NO;NO;NO;NO;5;HECTÁREAS;5;entre 55 y 64 años;NINGUNA;De 5 hectáreas a menos de 10 hectáreas;1
15035201033510004;NAPO;01;03351;0004;SI;NO;1;HOMBRE;69;INDÍGENA;SECUNDARIA;NO;NO;NO;NO;5,51;HECTÁREAS;5,51;65 años y más;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
15035201033510005;NAPO;01;03351;0005;SI;NO;1;HOMBRE;64;INDÍGENA;NINGUNA;NO;NO;NO;NO;11,7;HECTÁREAS;11,7;entre 55 y 64 años;NINGUNA;De 10 hectáreas a menos de 20 hectáreas;1
15035201033780001;NAPO;01;03378;0001;SI;SI; ;HOMBRE;71;INDÍGENA;PRIMARIA;NO;NO;NO;NO;16,05;HECTÁREAS;16,05;65 años y más;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
15035201033780006;NAPO;01;03378;0006;SI;NO;,4;MUJER;78;INDÍGENA;NINGUNA;NO;NO;NO;NO;1,91;HECTÁREAS;1,91;65 años y más;NINGUNA;De 1 hectárea a menos de 2 hectáreas;1
15035401037540001;NAPO;01;03754;0001;SI;SI; ;HOMBRE;32;MESTIZO;PRIMARIA;NO;NO;SI;NO;13,05;HECTÁREAS;13,05;entre 25 y 34 años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
15035401037570001;NAPO;01;03757;0001;SI;SI; ;HOMBRE;33;INDÍGENA;PRIMARIA;NO;NO;SI;SI;6;HECTÁREAS;6;entre 25 y 34 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
15035401040780001;NAPO;01;04078;0001;NO; ;15;HOMBRE;36;INDÍGENA;PRIMARIA;NO;NO;SI;NO;7,76;HECTÁREAS;7,76; entre 35 y 44años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
15035401040780002;NAPO;01;04078;0002;SI;SI; ;MUJER;22;INDÍGENA;SECUNDARIA;NO;SI;SI;SI;,1;HECTÁREAS;,1; entre 15 y 24 años;SECUNDARIA;Menor a 1 hectárea;1
15035401040780003;NAPO;01;04078;0003;SI;SI; ;HOMBRE;43;INDÍGENA;SECUNDARIA;NO;NO;NO;NO;,1;HECTÁREAS;,1; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;1
15035401040780006;NAPO;01;04078;0006;SI;SI; ;MUJER;52;INDÍGENA;PRIMARIA;NO;NO;SI;SI;,8;HECTÁREAS;,8; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;1
15035401040780007;NAPO;01;04078;0007;SI;NO;,1;HOMBRE;57;INDÍGENA;PRIMARIA;NO;NO;NO;NO;2,5;HECTÁREAS;2,5;entre 55 y 64 años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
15035401040780009;NAPO;01;04078;0009;SI;SI; ;MUJER;42;MESTIZO;PRIMARIA;NO;NO;SI;SI;,7;HECTÁREAS;,7; entre 35 y 44años;PRIMARIA;Menor a 1 hectárea;1
15035601029240001;NAPO;01;02924;0001;SI;SI; ;HOMBRE;73;INDÍGENA;PRIMARIA;NO;NO;NO;NO;6,37;HECTÁREAS;6,37;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
15075001009880001;NAPO;01;00988;0001;NO; ;5;HOMBRE;85;MESTIZO;PRIMARIA;NO;NO;NO;NO;15;HECTÁREAS;15;65 años y más;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
15075001009880003;NAPO;01;00988;0003;NO; ;6;HOMBRE;53;INDÍGENA;PRIMARIA;NO;NO;NO;NO;30,02;HECTÁREAS;30,02; entre 45 y 54años;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
15075101019380001;NAPO;01;01938;0001;NO; ;,02;HOMBRE;42;INDÍGENA;NINGUNA;NO;NO;SI;SI;69;HECTÁREAS;69; entre 35 y 44años;NINGUNA;De 50 hectáreas a menos de 100 hectáreas;1
15075201004260004;NAPO;01;00426;0004;NO; ;3;MUJER;59;INDÍGENA;PRIMARIA;NO;NO;NO;NO;5,05;HECTÁREAS;5,05;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
15075201004290001;NAPO;01;00429;0001;NO; ;2;HOMBRE;58;MESTIZO;PRIMARIA;NO;SI;SI;SI;9,02;HECTÁREAS;9,02;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
15075201004290002;NAPO;01;00429;0002;NO; ;2;HOMBRE;64;MESTIZO;PRIMARIA;NO;NO;SI;SI;17,02;HECTÁREAS;17,02;entre 55 y 64 años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
15095001064880002;NAPO;01;06488;0002;NO; ;,01;MUJER;82;MESTIZO;PRIMARIA;NO;NO;NO;NO;47;HECTÁREAS;47;65 años y más;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
15095003013940002;NAPO;03;01394;0002;SI;SI; ;HOMBRE;47;MESTIZO;SUPERIOR;NO;NO;SI;NO;2,04;HECTÁREAS;2,04; entre 45 y 54años;SUPERIOR;De 2 hectáreas a menos de 3 hectáreas;1
15095003013940003;NAPO;03;01394;0003;SI;SI; ;MUJER;34;INDÍGENA;PRIMARIA;NO;NO;NO;NO;,53;HECTÁREAS;,53;entre 25 y 34 años;PRIMARIA;Menor a 1 hectárea;1
16015204003540005;PASTAZA;04;00354;0005;SI;NO;1;HOMBRE;79;MESTIZO;PRIMARIA;NO;NO;SI;NO;62,5;HECTÁREAS;62,5;65 años y más;PRIMARIA;De 50 hectáreas a menos de 100 hectáreas;1
16015204003540006;PASTAZA;04;00354;0006;NO; ;6;MUJER;37;INDÍGENA;PRIMARIA;NO;NO;NO;NO;88,5;HECTÁREAS;88,5; entre 35 y 44años;PRIMARIA;De 50 hectáreas a menos de 100 hectáreas;1
16015204003540008;PASTAZA;04;00354;0008;SI;NO;4;HOMBRE;60;INDÍGENA;PRIMARIA;NO;NO;SI;SI;95;HECTÁREAS;95;entre 55 y 64 años;PRIMARIA;De 50 hectáreas a menos de 100 hectáreas;1
16015401017400001;PASTAZA;01;01740;0001;NO; ;1;HOMBRE;54;MESTIZO;PRIMARIA;NO;NO;NO;NO;12;HECTÁREAS;12; entre 45 y 54años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
16015401020710001;PASTAZA;01;02071;0001;NO; ;,2;HOMBRE;68;MESTIZO;PRIMARIA;SI;NO;NO;NO;41,01;HECTÁREAS;41,01;65 años y más;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
16015401020710003;PASTAZA;01;02071;0003;NO; ;99;MUJER;57;MESTIZO;PRIMARIA;SI;NO;SI;NO;13,01;HECTÁREAS;13,01;entre 55 y 64 años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
16015401020710004;PASTAZA;01;02071;0004;NO; ;12;HOMBRE;52;MESTIZO;PRIMARIA;NO;NO;SI;NO;30;HECTÁREAS;30; entre 45 y 54años;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
16015401021430001;PASTAZA;01;02143;0001;NO; ;,2;HOMBRE;68;MESTIZO;PRIMARIA;SI;NO;NO;NO;41,01;HECTÁREAS;41,01;65 años y más;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
16015401027080001;PASTAZA;01;02708;0001;SI;NO;,01;MUJER;47;INDÍGENA;PRIMARIA;NO;SI;SI;SI;9,98;HECTÁREAS;9,98; entre 45 y 54años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
16015501011000001;PASTAZA;01;01100;0001;SI;SI; ;HOMBRE;62;MESTIZO;PRIMARIA;NO;NO;NO;NO;30,01;HECTÁREAS;30,01;entre 55 y 64 años;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
16015501011000002;PASTAZA;01;01100;0002;SI;SI; ;HOMBRE;66;INDÍGENA;PRIMARIA;NO;NO;NO;NO;30,78;HECTÁREAS;30,78;65 años y más;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
16015501011000003;PASTAZA;01;01100;0003;SI;SI; ;HOMBRE;85;MESTIZO;PRIMARIA;NO;NO;SI;NO;3,01;HECTÁREAS;3,01;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
16015501011000006;PASTAZA;01;01100;0006;NO; ;140;HOMBRE;60;INDÍGENA;PRIMARIA;NO;NO;SI;NO;10;HECTÁREAS;10;entre 55 y 64 años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
16015501017570003;PASTAZA;01;01757;0003;SI;SI; ;MUJER;55;MESTIZO;PRIMARIA;NO;NO;SI;SI;1,02;HECTÁREAS;1,02;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
16015602001060001;PASTAZA;02;00106;0001;SI;SI; ;MUJER;36;INDÍGENA;SUPERIOR;NO;NO;SI;NO;2,22;HECTÁREAS;2,22; entre 35 y 44años;SUPERIOR;De 2 hectáreas a menos de 3 hectáreas;1
16015602003190001;PASTAZA;02;00319;0001;NO; ;50;MUJER;26;INDÍGENA;EDUCACIÓN MEDIA;NO;NO;NO;NO;20,08;HECTÁREAS;20,08;entre 25 y 34 años;SECUNDARIA;De 20 hectáreas a menos de 50 hectáreas;1
16015602003190002;PASTAZA;02;00319;0002;NO; ;100;MUJER;20;INDÍGENA;PRIMARIA;NO;NO;NO;NO;20,08;HECTÁREAS;20,08; entre 15 y 24 años;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
