Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cp_numl;rc_clacul;cp_numt;cp_k404;cp_k409ha;cp_sdrenaje;cp_psdrenaje;cp_riego;cp_superf_regada_ha;cp_porc_surc;cp_porc_aspe;cp_porc_micr;cp_porc_gote;cp_porc_nebu;cp_porc_otro;cp_aferti;cp_forg;cp_cant1_fo;cp_umed1_fo;cp_cant2_fo;cp_umed2_fo;cp_cant3_fo;cp_umed3_fo;cp_fqui;cp_cantidad_npk_fq;cp_umed_npk_fq;cp_cantidad_nit_fq;cp_umed_nit_fq;cp_cantidad_fq;cp_umed_fq;cp_cantidad_pot_fq;cp_umed_pot_fq;cp_apliplagui;cp_porg;cp_cantidad_po;cp_umed_po;cp_pqui;cp_cantidad_her_pq;cp_umed_her_pq;cp_color_her_pq;cp_cantidad_ins_pq;cp_umed_ins_pq;cp_color_ins_pq;cp_cantidad_fun_pq;cp_umed_fun_pq;cp_color_fun_pq;cp_cantidad_pq;cp_umed_pq;cp_color_pq;cp_trabocacont;cp_trabfami;pc_nclavr;pc_trs;pc_trc;pc_tro;pc_znd;pc_tn;Brachiaria;Gramalote;Pasto_miel;Saboya;Otros_pastos;Pasto_mixto;Total;fact_exp_fin
21015003012890011;SUCUMBÍOS;03;01289;0011;5;SABOYA;6;1;,9;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;1;2;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;,9; ; ;,9;82,0237174211099
21015202014240003;SUCUMBÍOS;02;01424;0003;1;PASTO MIXTO;1;1;49,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;49,5;49,5;12,2538116735859
21015202023170006;SUCUMBÍOS;02;02317;0006;2;SABOYA;2;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;5; ; ;5;19,1229690824376
21015202024120002;SUCUMBÍOS;02;02412;0002;2;SABOYA;2;1;2;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;VERDE; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;2; ; ;2;82,2043477482261
21015202024120003;SUCUMBÍOS;02;02412;0003;1;SABOYA;1;1;6;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;6; ; ;6;51,6337237399977
21015202027480003;SUCUMBÍOS;02;02748;0003;1;DALIS;2;1;1;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;1; ;1;58,2715984560922
21015202027480007;SUCUMBÍOS;02;02748;0007;1;OTROS PASTOS CULTIVADOS;1;1;26;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;26; ;26;,146016335735437
21015202027480009;SUCUMBÍOS;02;02748;0009;2;SABOYA;2;1;21;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;21; ; ;21;34,885768457626
21015203013280006;SUCUMBÍOS;03;01328;0006;1;DALIS;2;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;5; ;5;68,675982077604
21015203013280007;SUCUMBÍOS;03;01328;0007;1;DALIS;2;1;13;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;13; ;13;12,160884172882
21015203013280007;SUCUMBÍOS;03;01328;0007;2;DALIS;3;1;12;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;12; ;12;23,1376699889146
21015204002500008;SUCUMBÍOS;04;00250;0008;1;SABOYA;1;1;10;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;550;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;40;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;10; ; ;10;38,1831544540186
21015302001050009;SUCUMBÍOS;02;00105;0009;3;SABOYA;5;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;3; ; ;3;78,5234650549465
21015302001050011;SUCUMBÍOS;02;00105;0011;3;PASTO MIXTO;4;1;6;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;6;6;11,9387847931813
21015302002320001;SUCUMBÍOS;02;00232;0001;2;PASTO MIXTO;2;1;1;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;1;1;53,9309981755791
21015302002320002;SUCUMBÍOS;02;00232;0002;2;PASTO MIXTO;2;1;24,49;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;24,49;24,49;28,3123430537956
21015302002710003;SUCUMBÍOS;02;00271;0003;2;PASTO MIXTO;2;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;3;3;57,292082463587
21015302002710005;SUCUMBÍOS;02;00271;0005;2;DALIS;2;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;8;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;7; ;7;27,2197525386919
21015302003450002;SUCUMBÍOS;02;00345;0002;1;DALIS;1;1;48,75;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;94;LITRO;VERDE; ; ; ; ; ; ; ; ; ;1;1;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;48,75; ;48,75;6,98120598780963
21015302004300001;SUCUMBÍOS;02;00430;0001;1;PASTO MIXTO;1;1;42,9;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;60;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ;1;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;42,9;42,9;20,4995922029432
21015302004300002;SUCUMBÍOS;02;00430;0002;1;PASTO MIXTO;1;1;44,99;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;66;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ;3;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;44,99;44,99;8,13378104428394
21015302006930001;SUCUMBÍOS;02;00693;0001;2;DALIS;4;1;15;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;30;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ;1; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;15; ;15;7,32566993261822
21015302006930002;SUCUMBÍOS;02;00693;0002;1;DALIS;1;1;10;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;1;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;10; ;10;15,0935091760144
21015302006930003;SUCUMBÍOS;02;00693;0003;1;SABOYA;1;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;2;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;8; ; ;8;27,7337469250485
21015302006930004;SUCUMBÍOS;02;00693;0004;2;PASTO MIXTO;2;1;6;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;6;6;27,6441180107016
21015302006930005;SUCUMBÍOS;02;00693;0005;3;DALIS;4;1;,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;,5; ;,5;53,201162730183
21015302006930007;SUCUMBÍOS;02;00693;0007;1;DALIS;1;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;4;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;3; ;3;58,4679284589472
21015303004230004;SUCUMBÍOS;03;00423;0004;2;SABOYA;2;1;20;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;20; ; ;20;1,27142402737694
21015303004230006;SUCUMBÍOS;03;00423;0006;1;PASTO MIXTO;1;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;15;15;52,0254603202382
21015303004230007;SUCUMBÍOS;03;00423;0007;1;GRAMALOTE;1;1;1;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;1; ; ; ; ;1;148,170268962288
21015303004230007;SUCUMBÍOS;03;00423;0007;2;DALIS;2;1;14;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;14; ;14;71,506020975945
21015303004230008;SUCUMBÍOS;03;00423;0008;2;DALIS;2;1;6;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;6; ;6;22,199128531694
21015303004230010;SUCUMBÍOS;03;00423;0010;1;BRACHIARIA;1;1;25;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;80;LITRO;NO SABE; ; ; ; ; ; ; ; ; ;20;2;752; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;25; ; ; ; ; ;25;87,9979265595133
21015303004230010;SUCUMBÍOS;03;00423;0010;2;BRACHIARIA;4;1;34;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;80;LITRO;NO SABE; ; ; ; ; ; ; ; ; ; ; ;752; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;34; ; ; ; ; ;34;37,1301923131261
21015303009040001;SUCUMBÍOS;03;00904;0001;1;PASTO MIXTO;1;1;22;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;22;22;9,33681587889733
21015303009040002;SUCUMBÍOS;03;00904;0002;1;DALIS;1;1;6;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;6; ;6;75,0187920582951
21015303009040004;SUCUMBÍOS;03;00904;0004;2;DALIS;2;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;5; ;5;68,392860618978
21015303009040004;SUCUMBÍOS;03;00904;0004;3;DALIS;6;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;10; ;10;45,9589310728321
21015303009040006;SUCUMBÍOS;03;00904;0006;1;GRAMALOTE;1;1;2;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;2; ; ; ; ;2;80,1307983965573
21015303009040006;SUCUMBÍOS;03;00904;0006;2;GRAMALOTE;4;1;18;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;18; ; ; ; ;18;56,5956723416888
21015303009040009;SUCUMBÍOS;03;00904;0009;1;PASTO MIXTO;1;1;6;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;6;6;19,4404147004799
21015303009040011;SUCUMBÍOS;03;00904;0011;1;PASTO MIXTO;1;1;4;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;3;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;4;4;55,1359794959403
21015303009040012;SUCUMBÍOS;03;00904;0012;3;GRAMALOTE;3;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;5; ; ; ; ;5;14,141940964914
21015502020520001;SUCUMBÍOS;02;02052;0001;2;DALIS;2;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;15; ;15;11,196853302664
21015502023720001;SUCUMBÍOS;02;02372;0001;1;PASTO MIXTO;1;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;10;10;8,08516828061951
21015502023720002;SUCUMBÍOS;02;02372;0002;1;PASTO MIXTO;1;1;28;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;56;LITRO;VERDE; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;28;28;14,5095950906596
21015502026950001;SUCUMBÍOS;02;02695;0001;1;PASTO MIEL (CHILENA);1;1;14;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;763; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ;14; ; ; ;14;81,3268319333701
21015502028990001;SUCUMBÍOS;02;02899;0001;1;PASTO MIXTO;2;1;11;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;11;11;24,173616606478
21015502029020001;SUCUMBÍOS;02;02902;0001;1;PASTO MIXTO;1;1;40;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;40;40;7,70936704689367
21015503017440001;SUCUMBÍOS;03;01744;0001;1;PASTO MIXTO;1;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;8;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;8;8;72,8679516937174
21015503017440003;SUCUMBÍOS;03;01744;0003;1;PASTO MIXTO;1;1;35;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;35;35;57,8136983562656
21015503017440003;SUCUMBÍOS;03;01744;0003;2;PASTO MIXTO;2;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;15;15;24,5454657085282
21015503017440005;SUCUMBÍOS;03;01744;0005;1;SABOYA;1;1;29,98;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;5;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;29,98; ; ;29,98;63,7071908109489
21015503017440008;SUCUMBÍOS;03;01744;0008;1;PASTO MIXTO;1;1;20;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;180;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;20;20;77,5420521542011
21015503017440009;SUCUMBÍOS;03;01744;0009;1;PASTO MIXTO;1;1;45;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;1800;KILOGRAMO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;45;45;32,8853632980498
21015503017440010;SUCUMBÍOS;03;01744;0010;1;DALIS;1;1;1,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;1,5;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;1,5; ;1,5;64,4843417858379
21015503017440011;SUCUMBÍOS;03;01744;0011;1;DALIS;1;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;16;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;8; ;8;54,9036378757137
21015503017440013;SUCUMBÍOS;03;01744;0013;2;SABOYA;2;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;30;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;15; ; ;15;45,6675389625493
21015602011660001;SUCUMBÍOS;02;01166;0001;2;SABOYA;2;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ;2; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;10; ; ;10;31,4399025332919
21015602011660002;SUCUMBÍOS;02;01166;0002;2;SABOYA;3;1;13;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;20;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;13; ; ;13;53,0420960305454
21015602018510002;SUCUMBÍOS;02;01851;0002;1;DALIS;1;1;12;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;LIBRA; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;3; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;12; ;12;65,9546103341243
21015602027350001;SUCUMBÍOS;02;02735;0001;1;PASTO MIXTO;1;1;26;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;26;26;23,4052120753128
21015602027350004;SUCUMBÍOS;02;02735;0004;1;PASTO MIXTO;1;1;4,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;4,5;4,5;69,8479552186406
21015603007660001;SUCUMBÍOS;03;00766;0001;1;SABOYA;1;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;15; ; ;15;36,0859313864163
21015603007660003;SUCUMBÍOS;03;00766;0003;1;SABOYA;2;1;21;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;21; ; ;21;35,3141027584834
21015603007660004;SUCUMBÍOS;03;00766;0004;1;SABOYA;2;1;20;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;20; ; ;20;17,1647729226206
